"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.725558943E0,2.427062988E-1,-2.051696777E-1,1.727752686E-1
1.775558943E0,1.667785645E-2,3.806457520E-1,1.465148926E-1
1.825558943E0,-2.514801025E-1,-3.621673584E-1,-2.810974121E-1
1.875558943E0,-6.883239746E-2,-7.858276367E-3,-4.374847412E-1
1.925558943E0,1.956634521E-1,1.643981934E-1,-1.021118164E-1
1.975558943E0,1.449584961E-1,-1.434783936E-1,-2.392578125E-2
2.025558943E0,7.043457031E-2,-1.349182129E-1,9.825134277E-2
2.075558943E0,7.409667969E-2,1.094207764E-1,1.028442383E-2
2.125558943E0,5.332946777E-2,2.169342041E-1,-1.536560059E-2
2.175558943E0,-1.195373535E-1,3.753662109E-3,-2.941894531E-2
2.225558943E0,-8.654785156E-2,-4.450988770E-2,1.770477295E-1
2.275558943E0,-1.385498047E-2,1.314086914E-1,3.609161377E-1
2.325558943E0,-4.255676270E-2,3.123474121E-2,2.430267334E-1
2.375558943E0,2.359771729E-1,4.282836914E-1,2.808990479E-1
2.425558943E0,-1.305389404E-1,1.894378662E-1,1.379547119E-1
2.475558943E0,1.113739014E-1,-5.106048584E-1,-5.445861816E-2
2.525558943E0,-1.684112549E-1,-8.360290527E-2,1.245117188E-1
2.575558943E0,-2.026214600E-1,-7.994079590E-2,8.114624023E-2
2.625558943E0,-1.385498047E-2,-2.619781494E-1,3.047180176E-1
2.675558943E0,-1.775665283E-1,-2.130126953E-2,4.571533203E-2
2.725558943E0,1.022033691E-1,2.572631836E-2,2.656250000E-1
2.775558943E0,6.616210938E-2,5.569458008E-3,9.764099121E-2
2.825558943E0,3.544921875E-1,2.377014160E-1,-1.414489746E-2
2.875558943E0,1.850891113E-2,-2.021179199E-1,-9.539794922E-2
2.925558943E0,2.347564697E-1,2.792358398E-1,-1.216583252E-1
2.975558943E0,-3.162231445E-1,-4.537963867E-1,-5.364379883E-1
3.025558943E0,-1.720733643E-1,-3.200073242E-1,-3.843231201E-1
3.075558943E0,-2.301025391E-1,-6.431732178E-1,-1.625823975E-1
3.125558943E0,-6.530761719E-3,1.937103271E-1,3.532409668E-2
3.175558943E0,6.005859375E-2,5.339660645E-1,1.501770020E-1
3.225558943E0,1.712341309E-1,3.550720215E-2,6.587219238E-2
3.275558943E0,1.797790527E-1,-2.008972168E-1,2.301940918E-1
3.325558943E0,1.663513184E-1,-1.080322266E-1,9.701538086E-2
3.375558943E0,2.054443359E-1,2.688446045E-1,1.629943848E-1
3.425558943E0,2.634735107E-1,3.329925537E-1,1.128997803E-1
3.475558943E0,-4.390106201E-1,-3.047485352E-1,-1.369323730E-1
3.525558943E0,-2.363586426E-2,4.100036621E-2,-4.652404785E-2
3.575558943E0,-2.985229492E-1,6.848144531E-2,-4.164123535E-2
3.625558943E0,-4.072570801E-1,-1.349182129E-1,8.663940430E-2
3.675558943E0,6.311035156E-2,-1.740112305E-1,1.898803711E-1
3.725558943E0,2.139892578E-1,2.322082520E-1,9.764099121E-2
3.775558943E0,1.400756836E-1,-6.527709961E-2,4.937744141E-2
3.825558943E0,2.591857910E-1,-2.369384766E-1,-2.322235107E-1
3.875558943E0,2.157592773E-2,6.420898438E-2,-2.609405518E-1
3.925558943E0,7.226562500E-2,1.454620361E-1,-3.372955322E-1
3.975558943E0,-2.698059082E-1,7.154846191E-2,-1.949615479E-1
4.025558943E0,-3.376159668E-1,-4.647827148E-1,-7.276306152E-1
4.075558943E0,-8.105468750E-2,3.110046387E-1,9.947204590E-2
4.125558943E0,4.356384277E-2,-1.960144043E-1,-4.774475098E-2
4.175558943E0,-1.141357422E-2,3.488769531E-1,1.642150879E-1
4.225558943E0,2.274322510E-1,-1.275939941E-1,1.579284668E-2
4.275558943E0,1.437377930E-1,-9.643554688E-2,1.141204834E-1
4.325558943E0,2.310943604E-1,1.546173096E-1,1.874237061E-1
4.375558943E0,1.419067383E-1,-3.413391113E-2,8.908081055E-2
4.425558943E0,3.196716309E-1,4.777832031E-1,2.662353516E-1
4.475558943E0,-3.052368164E-1,-6.743164062E-1,-1.326446533E-1
4.525558943E0,-8.593750000E-2,1.962280273E-2,1.794891357E-1
4.575558943E0,-6.467132568E-1,-2.735900879E-1,-2.085876465E-2
4.625558943E0,-1.219787598E-1,1.680603027E-1,4.158935547E-1
4.675558943E0,-1.280822754E-1,-1.080322266E-1,1.629943848E-1
4.725558943E0,2.530822754E-1,-3.181915283E-1,2.637939453E-1
4.775558943E0,6.738281250E-2,-2.552642822E-1,-7.644653320E-2
4.825558943E0,2.951049805E-2,1.527862549E-1,-9.295654297E-2
4.875558943E0,5.088806152E-2,2.267456055E-2,-1.515960693E-1
4.925558943E0,1.034240723E-1,9.841918945E-2,1.703186035E-1
4.975558943E0,-4.897308350E-1,-1.257629395E-1,-4.264831543E-1
5.025558943E0,-2.746887207E-1,3.342132568E-1,-2.383270264E-1
5.075558943E0,-3.913726807E-1,-1.275939941E-1,-1.418151855E-1
5.125558943E0,-2.820281982E-1,-6.527709961E-2,-2.652130127E-1
5.175558943E0,-2.099456787E-1,7.415771484E-3,-1.619720459E-1
5.225558943E0,1.437377930E-1,-1.489715576E-1,-5.996704102E-2
5.275558943E0,6.555175781E-2,2.706909180E-1,2.057647705E-1
5.325558943E0,4.369506836E-1,-1.457214355E-2,3.425903320E-1
5.375558943E0,5.487518311E-1,-7.627868652E-2,2.882232666E-1
5.425558943E0,2.677459717E-1,4.906005859E-1,4.449462891E-2
5.475558943E0,-2.386474609E-1,-6.034545898E-1,-3.611145020E-1
5.525558943E0,-1.115875244E-1,1.020812988E-1,2.314147949E-1
5.575558943E0,-4.103088379E-1,2.041015625E-1,1.965942383E-1
5.625558943E0,-6.039581299E-1,1.168823242E-2,1.202392578E-1
5.675558943E0,1.321411133E-1,-3.114624023E-1,4.769897461E-1
5.725558943E0,8.326721191E-2,1.552429199E-1,4.592742920E-1
5.775558943E0,3.465576172E-1,-3.181915283E-1,2.063751221E-1
5.825558943E0,1.773376465E-1,-1.221008301E-1,-3.796386719E-2
5.875558943E0,4.844665527E-2,3.110046387E-1,-1.858062744E-1
5.925558943E0,-7.676696777E-2,-3.090209961E-1,-3.030853271E-1
5.975558943E0,-4.213104248E-1,-4.159240723E-1,-7.893371582E-1
6.025558943E0,1.179504395E-2,1.085586548E0,-4.713439941E-2
6.075558943E0,-3.669433594E-1,1.784515381E-1,-2.206268311E-1
6.125558943E0,4.478454590E-2,-7.134246826E-1,-1.118774414E-1
6.175558943E0,-6.883239746E-2,3.116149902E-1,-8.134460449E-2
6.225558943E0,1.901702881E-1,-1.049957275E-1,1.593322754E-1
6.275558943E0,1.468048096E-1,-1.984558105E-1,1.318511963E-1
6.325558943E0,1.596221924E-1,1.173553467E-1,1.031341553E-1
6.375558943E0,4.277954102E-1,8.192443848E-2,6.465148926E-2
6.425558943E0,-1.067047119E-1,3.647613525E-1,-1.399841309E-1
6.475558943E0,1.119689941E-1,1.955566406E-1,-3.073730469E-1
6.525558943E0,-2.966766357E-1,5.569458008E-3,-1.841735840E-2
6.575558943E0,-2.319335938E-1,-2.729797363E-1,1.067962646E-1
6.625558943E0,-7.554626465E-2,-1.795196533E-1,2.350769043E-1
6.675558943E0,1.932220459E-1,1.265106201E-1,2.216339111E-1
6.725558943E0,1.797790527E-1,1.716613770E-2,1.300048828E-1
6.775558943E0,2.145996094E-1,-3.175659180E-1,-2.126770020E-1
6.825558943E0,1.553497314E-1,8.804321289E-2,-1.418151855E-1
6.875558943E0,5.577087402E-2,-2.740478516E-2,-4.387054443E-1
6.925558943E0,8.265686035E-2,-1.110992432E-1,-2.994232178E-1
6.975558943E0,-3.577728271E-1,7.154846191E-2,-6.970977783E-1
7.025558943E0,-1.012115479E-1,5.242004395E-1,1.281738281E-1
7.075558943E0,-3.052368164E-1,-7.689971924E-1,-3.153076172E-1
7.125558943E0,1.376342773E-1,3.494873047E-1,1.477355957E-1
7.175558943E0,-2.241516113E-2,6.616516113E-1,1.074066162E-1
7.225558943E0,4.540557861E-1,-3.273468018E-1,2.527923584E-1
7.275558943E0,3.697662354E-1,-3.817138672E-1,2.588958740E-1
7.325558943E0,4.363555908E-1,1.833343506E-1,4.386901855E-2
7.375558943E0,2.060546875E-1,2.835083008E-1,-5.140686035E-2
7.425558943E0,-5.269775391E-1,3.006134033E-1,-2.071838379E-1
7.475558943E0,1.889495850E-1,1.149139404E-1,-3.857421875E-2
7.525558943E0,-4.750671387E-1,-1.972351074E-1,1.159667969E-1
7.575558943E0,-4.867553711E-2,-6.553802490E-1,1.776580811E-1
7.625558943E0,-1.824493408E-1,2.822875977E-1,1.336669922E-1
7.675558943E0,2.005462646E-1,3.611755371E-2,2.161407471E-1
7.725558943E0,1.138153076E-1,-2.857971191E-1,1.061859131E-1
7.775558943E0,1.351928711E-1,-1.520233154E-1,-1.069946289E-1
7.825558943E0,2.017669678E-1,-4.196166992E-3,-2.474975586E-1
7.875558943E0,6.982421875E-2,1.240692139E-1,-2.090148926E-1
7.925558943E0,-5.440826416E-1,-5.062866211E-2,-6.634979248E-1
7.975558943E0,8.448791504E-2,3.384857178E-1,-5.199432373E-1
8.025558943E0,-2.288818359E-1,6.457672119E-1,6.770324707E-2
8.075558943E0,-1.936340332E-2,-6.175079346E-1,-8.927917480E-2
8.125558943E0,5.691528320E-3,3.336029053E-1,9.274291992E-2
8.175558943E0,1.425170898E-1,1.637878418E-1,1.037445068E-1
8.225558943E0,2.378234863E-1,-4.666290283E-1,2.448577881E-1
8.275558943E0,1.950531006E-1,-2.857971191E-1,2.521820068E-1
8.325558943E0,2.860717773E-1,-1.335144043E-2,2.277526855E-1
8.375558943E0,3.911437988E-1,3.568115234E-1,1.813201904E-1
8.425558943E0,-4.432983398E-1,-4.928894043E-1,-2.407684326E-1
8.475558943E0,1.052551270E-1,1.686706543E-1,1.703186035E-1
8.525558943E0,-4.512329102E-1,-5.295410156E-1,1.239013672E-1
8.575558943E0,-1.146545410E-1,-4.311981201E-1,3.383178711E-1
8.625558943E0,-4.011535645E-2,3.983612061E-1,8.724975586E-2
8.675558943E0,1.321411133E-1,3.171234131E-1,9.457397461E-2
8.725558943E0,1.974945068E-1,-1.837921143E-1,-1.057739258E-1
8.775558943E0,1.761169434E-1,-3.096313477E-1,-3.189697266E-1
8.825558943E0,1.956634521E-1,1.307983398E-1,-1.699218750E-1
8.875558943E0,2.848510742E-1,3.171234131E-1,-2.163391113E-1
8.925558943E0,-3.712158203E-1,-3.267364502E-1,-4.869537354E-1
8.975558943E0,-2.844696045E-1,1.552429199E-1,-4.649658203E-1
9.025558943E0,-4.353485107E-1,-1.666870117E-1,-1.552581787E-1
9.075558943E0,4.722595215E-2,1.607208252E-1,2.616882324E-2
9.125558943E0,-1.141357422E-2,5.755004883E-1,1.636199951E-1
9.175558943E0,3.624267578E-1,-4.464569092E-1,3.566436768E-1
9.225558943E0,2.048339844E-1,-6.893920898E-2,5.364990234E-2
9.275558943E0,2.262115479E-1,-1.550903320E-1,1.477355957E-1
9.325558943E0,1.632843018E-1,7.154846191E-2,7.746887207E-2
9.375558943E0,-9.582519531E-3,6.591949463E-1,1.165618896E-1
9.425558943E0,-2.117767334E-1,-4.092102051E-1,-6.729125977E-2
9.475558943E0,-2.575836182E-1,1.393585205E-1,9.825134277E-2
9.525558943E0,-3.999176025E-1,-3.383331299E-1,1.892700195E-1
9.575558943E0,-7.310485840E-2,-1.031494141E-1,1.177825928E-1
9.625558943E0,9.671020508E-2,3.085632324E-1,1.648406982E-1
9.675558943E0,2.292633057E-1,-1.428680420E-1,1.758270264E-1
9.725558943E0,2.017669678E-1,-3.279571533E-1,-1.069946289E-1
9.775558943E0,1.455841064E-1,7.276916504E-2,-3.369140625E-2
9.825558943E0,1.437377930E-1,5.444335938E-2,-2.291717529E-1
9.875558943E0,-1.037597656E-3,1.686706543E-1,-1.414489746E-2
9.925558943E0,-5.135498047E-1,-4.495239258E-1,-8.278198242E-1
9.975558943E0,3.691558838E-1,7.306823730E-1,1.123046875E-1
1.002555894E1,-2.465972900E-1,8.131408691E-2,2.228698730E-1
1.007555894E1,2.767944336E-2,2.523651123E-1,2.747802734E-1
1.012555894E1,-1.030426025E-1,6.359863281E-2,1.642150879E-1
1.017555894E1,2.604217529E-1,-1.685180664E-1,3.755798340E-1
1.022555894E1,1.321411133E-1,1.833343506E-1,3.542022705E-1
1.027555894E1,2.420959473E-1,-1.763916016E-2,2.210235596E-1
1.032555894E1,3.092803955E-1,-1.257629395E-1,8.724975586E-2
1.037555894E1,-2.722473145E-1,-4.562377930E-1,-3.049163818E-1
1.042555894E1,8.743286133E-3,-4.878234863E-2,-1.662597656E-1
1.047555894E1,-5.159912109E-1,-1.367645264E-1,-9.173583984E-2
1.052555894E1,-4.561157227E-1,-1.721801758E-1,4.571533203E-2
1.057555894E1,-1.647949219E-3,-1.702880859E-2,2.289733887E-1
1.062555894E1,3.031768799E-1,-1.477508545E-1,2.136993408E-1
1.067555894E1,2.207183838E-1,-1.874542236E-1,5.915832520E-2
1.072555894E1,1.535186768E-1,-2.124938965E-1,-2.786560059E-1
1.077555894E1,1.150360107E-1,-1.213073730E-2,-3.067474365E-1
1.082555894E1,1.468048096E-1,-6.039428711E-2,-3.910522461E-1
1.087555894E1,-7.725524902E-1,-3.664398193E-1,-5.187225342E-1
1.092555894E1,1.535186768E-1,5.174713135E-1,-6.546020508E-2
1.097555894E1,-1.903991699E-1,1.894378662E-1,4.910430908E-1
1.102555894E1,5.444793701E-1,-4.085845947E-1,2.314147949E-1
1.107555894E1,1.718444824E-1,6.756896973E-1,1.263427734E-1
1.112555894E1,3.500366211E-2,3.568115234E-1,-8.651733398E-3
1.117555894E1,4.717864990E-1,-4.006500244E-1,1.666564941E-1
1.122555894E1,-2.851867676E-2,2.114257812E-1,-4.652404785E-2
1.127555894E1,1.907806396E-1,-9.155273438E-2,-2.148437500E-2
1.132555894E1,1.498565674E-1,6.634826660E-1,2.372741699E-2
1.137555894E1,-1.677856445E-1,-6.248474121E-1,-1.674804688E-1
1.142555894E1,-2.777557373E-1,2.358703613E-1,-3.247070312E-2
1.147555894E1,-6.674804688E-1,-5.123901367E-2,-8.010864258E-2
1.152555894E1,-2.209320068E-1,2.938842773E-2,9.642028809E-2
1.157555894E1,-6.272888184E-2,4.050750732E-1,1.306304932E-1
1.162555894E1,2.408599854E-1,-2.131195068E-1,4.036865234E-1
1.167555894E1,2.243804932E-1,-3.468933105E-1,4.449462891E-2
1.172555894E1,2.396392822E-1,-3.962707520E-2,-1.546478271E-1
1.177555894E1,1.724548340E-1,-8.116149902E-2,-3.250732422E-1
1.182555894E1,1.327514648E-1,5.174713135E-1,-1.326446533E-1
1.187555894E1,-4.732208252E-1,-7.018127441E-1,-6.592254639E-1
1.192555894E1,8.265686035E-2,2.266998291E-1,-1.033325195E-1
1.197555894E1,-3.046264648E-1,4.161071777E-2,-1.247100830E-1
1.202555894E1,6.860351562E-2,4.380645752E-1,-6.912231445E-2
1.207555894E1,4.478454590E-2,4.123992920E-1,7.441711426E-2
1.212555894E1,3.099060059E-1,-2.033386230E-1,9.030151367E-2
1.217555894E1,3.893127441E-1,-9.155273438E-2,1.972045898E-1
1.222555894E1,3.294525146E-1,1.907348633E-3,-9.721374512E-2
1.227555894E1,4.119110107E-1,-1.144409180E-3,3.227233887E-2
1.232555894E1,5.210876465E-2,5.278625488E-1,-7.951354980E-2
1.237555894E1,8.326721191E-2,-2.852020264E-1,-1.363220215E-1
1.242555894E1,-2.582092285E-1,1.259155273E-1,4.020690918E-2
1.247555894E1,-5.190429688E-1,-2.984619141E-2,1.306304932E-1
1.252555894E1,8.087158203E-4,-1.709594727E-1,3.450469971E-1
1.257555894E1,5.455017090E-2,1.289672852E-1,3.034973145E-1
1.262555894E1,2.023925781E-1,-1.514129639E-1,2.222595215E-1
1.267555894E1,6.738281250E-2,-4.263153076E-1,-1.155395508E-1
1.272555894E1,1.168670654E-1,-3.462829590E-1,-2.731628418E-1
1.277555894E1,-8.166503906E-2,-2.705383301E-1,-4.637451172E-1
1.282555894E1,-2.771301270E-1,-2.729797363E-1,-5.339965820E-1
1.287555894E1,-9.938049316E-2,-2.992401123E-1,-9.787139893E-1
1.292555894E1,-1.080322266E-2,8.143615723E-1,-7.156372070E-2
1.297555894E1,-2.973022461E-1,-1.587524414E-1,-1.414489746E-2
1.302555894E1,-4.699707031E-3,6.097106934E-1,1.526184082E-1
1.307555894E1,-1.873779297E-2,3.818664551E-1,2.002563477E-1
1.312555894E1,2.604217529E-1,-4.104309082E-1,3.700866699E-1
1.317555894E1,-4.255676270E-2,9.246826172E-3,1.098480225E-1
1.322555894E1,2.280426025E-1,8.009338379E-2,2.644042969E-1
1.327555894E1,1.577911377E-1,1.943359375E-1,2.372741699E-2
1.332555894E1,-5.520324707E-1,-4.226379395E-1,-1.357116699E-1
1.337555894E1,2.097167969E-1,3.238372803E-1,-2.575683594E-2
1.342555894E1,-3.351745605E-1,1.631774902E-1,1.513977051E-1
1.347555894E1,-2.490386963E-1,-5.338134766E-1,2.686767578E-1
1.352555894E1,-1.293029785E-1,1.039276123E-1,2.167510986E-1
1.357555894E1,2.616424561E-1,-1.569061279E-1,2.766265869E-1
1.362555894E1,1.284790039E-1,-1.929473877E-1,-5.384826660E-2
1.367555894E1,-6.517028809E-2,-4.146881104E-1,-3.470764160E-1
1.372555894E1,-2.789306641E-2,-1.966247559E-1,-4.185333252E-1
1.377555894E1,4.600524902E-2,-9.155273438E-2,-4.835510254E-2
1.382555894E1,-3.767089844E-1,-4.544067383E-1,-2.969818115E-1
1.387555894E1,1.541290283E-1,4.808197021E-1,-1.100616455E-1
1.392555894E1,-3.779296875E-1,4.484558105E-1,1.862030029E-1
1.397555894E1,-3.137817383E-1,-6.419525146E-1,7.746887207E-2
1.402555894E1,-2.142181396E-1,5.590209961E-1,-4.225158691E-2
1.407555894E1,-2.007751465E-1,5.064849854E-1,2.418060303E-1
1.412555894E1,4.235229492E-1,-6.150665283E-1,1.856079102E-1
1.417555894E1,3.099060059E-1,1.326293945E-1,3.865814209E-1
1.422555894E1,2.830200195E-1,1.094207764E-1,5.426025391E-2
1.427555894E1,3.691558838E-1,5.272521973E-1,9.764099121E-2
1.432555894E1,-6.228942871E-1,-2.198333740E-1,-5.859222412E-1
1.437555894E1,1.920013428E-1,5.333557129E-1,2.014923096E-1
1.442555894E1,-4.915466309E-1,1.246948242E-1,3.389282227E-1
1.447555894E1,8.326721191E-2,-6.517181396E-1,4.928588867E-1
1.452555894E1,-9.582519531E-3,2.297515869E-1,1.929321289E-1
1.457555894E1,4.522399902E-1,-1.905059814E-1,3.138732910E-1
1.462555894E1,2.200927734E-1,-3.823242188E-1,-1.515960693E-1
1.467555894E1,9.852600098E-2,-1.349182129E-1,5.364990234E-2
1.472555894E1,-2.119445801E-2,2.377014160E-1,-3.727264404E-1
1.477555894E1,-3.370056152E-1,7.202911377E-1,-5.874633789E-2
1.482555894E1,-5.428619385E-1,-9.583740234E-1,-8.339385986E-1
1.487555894E1,-1.561889648E-1,5.828399658E-1,-3.491210938E-2
1.492555894E1,-6.430511475E-1,3.800354004E-1,-8.744812012E-2
1.497555894E1,2.042236328E-1,3.714752197E-1,1.990356445E-1
1.502555894E1,-6.028747559E-2,2.810668945E-1,-4.225158691E-2
1.507555894E1,2.805786133E-1,-3.560638428E-1,2.063751221E-1
1.512555894E1,3.117370605E-1,-2.027282715E-1,2.808990479E-1
1.517555894E1,1.425170898E-1,-1.954040527E-1,3.028869629E-1
1.522555894E1,2.243804932E-1,2.248687744E-1,1.794891357E-1
1.527555894E1,-5.526428223E-1,-5.582580566E-1,-1.534271240E-1
1.532555894E1,1.590118408E-1,2.810668945E-1,3.022766113E-1
1.537555894E1,-3.260040283E-1,2.230377197E-1,2.100372314E-1
1.542555894E1,-2.893524170E-1,-1.868438721E-1,2.173614502E-1
1.547555894E1,-4.377746582E-2,-5.753479004E-1,3.255004883E-1
1.552555894E1,1.394653320E-1,-5.191650391E-1,3.010559082E-1
1.557555894E1,2.304840088E-1,-2.552642822E-1,-2.270507812E-2
1.562555894E1,1.339721680E-1,-2.351074219E-1,-3.238525391E-1
1.567555894E1,8.021545410E-2,9.292602539E-2,-5.278778076E-1
1.572555894E1,-2.746887207E-1,4.087371826E-1,-3.910522461E-1
1.577555894E1,-7.310180664E-1,-7.635040283E-1,-9.799346924E-1
1.582555894E1,4.559020996E-1,4.123992920E-1,-4.286193848E-2
1.587555894E1,-3.559417725E-1,3.336029053E-1,2.271423340E-1
1.592555894E1,4.478454590E-2,2.377014160E-1,1.532135010E-1
1.597555894E1,2.767944336E-2,3.757629395E-1,5.609130859E-2
1.602555894E1,3.691558838E-1,3.916931152E-2,2.851715088E-1
1.607555894E1,4.009246826E-1,-1.508026123E-1,1.440582275E-1
1.612555894E1,3.196716309E-1,-9.948730469E-2,3.548126221E-1
1.617555894E1,5.689086914E-1,-3.285675049E-1,2.106475830E-1
1.622555894E1,-6.088256836E-2,7.233428955E-1,2.375183105E-1
1.627555894E1,1.083068848E-1,-5.533599854E-1,-4.469299316E-2
1.632555894E1,-1.476440430E-1,6.610260010E-1,1.892700195E-1
1.637555894E1,-2.746887207E-1,-6.285095215E-1,1.037445068E-1
1.642555894E1,3.500366211E-2,-3.718566895E-2,2.992248535E-1
1.647555894E1,-1.403045654E-1,3.824768066E-1,1.318511963E-1
1.652555894E1,2.817993164E-1,-3.652191162E-1,2.613525391E-1
1.657555894E1,-1.146545410E-1,-3.743743896E-1,-1.772460938E-1
1.662555894E1,3.398284912E-1,-5.857543945E-1,4.264831543E-2
1.667555894E1,4.661560059E-2,1.998291016E-1,-2.664337158E-1
1.672555894E1,-4.194641113E-1,-3.023071289E-1,-4.216003418E-1
1.677555894E1,-1.739044189E-1,2.401428223E-1,-6.225738525E-1
1.682555894E1,-2.520904541E-1,1.056259155E0,9.519958496E-2
1.687555894E1,-7.737731934E-2,-3.914794922E-1,-1.125030518E-1
1.692555894E1,3.805541992E-2,3.782043457E-1,7.014465332E-2
1.697555894E1,1.301574707E-2,3.189392090E-1,1.727752686E-1
1.702555894E1,2.964630127E-1,-3.059692383E-1,1.403961182E-1
1.707555894E1,6.555175781E-2,-1.373596191E-1,1.770477295E-1
1.712555894E1,3.050079346E-1,-8.544921875E-2,7.014465332E-2
1.717555894E1,3.325042725E-1,7.526702881E-1,1.153411865E-1
1.722555894E1,-3.217315674E-1,-5.368804932E-1,-2.694854736E-1
1.727555894E1,2.817993164E-1,1.307983398E-1,-5.201721191E-2
1.732555894E1,-4.414520264E-1,3.348236084E-1,-1.418151855E-1
1.737555894E1,-3.663177490E-1,-5.429840088E-1,-6.546020508E-2
1.742555894E1,1.240539551E-2,6.866455078E-4,-4.469299316E-2
1.747555894E1,-6.210327148E-2,1.918945312E-1,-6.790161133E-2
1.752555894E1,2.879180908E-1,-2.570953369E-1,-7.217407227E-2
1.757555894E1,-8.972167969E-3,-2.801513672E-2,-2.920837402E-1
1.762555894E1,5.883789062E-2,-7.322692871E-2,-2.310028076E-1
1.767555894E1,-1.684112549E-1,8.682250977E-2,-2.224426270E-1
1.772555894E1,-3.602142334E-1,-5.124359131E-1,-6.335754395E-1
1.777555894E1,-1.146545410E-1,1.460723877E-1,-1.766357422E-1
1.782555894E1,-3.455505371E-1,-5.856323242E-2,-1.570892334E-1
1.787555894E1,7.531738281E-2,3.690338135E-1,-7.431030273E-3
1.792555894E1,1.156311035E-1,1.894378662E-1,7.380676270E-2
1.797555894E1,3.605957031E-1,-3.627777100E-1,-9.477233887E-2
1.802555894E1,9.671020508E-2,-2.130126953E-2,-4.591369629E-2
1.807555894E1,1.913909912E-1,2.755737305E-1,-7.951354980E-2
1.812555894E1,2.433166504E-1,8.901062012E-1,9.642028809E-2
1.817555894E1,-4.200897217E-1,-1.885986328E-2,-3.369140625E-2
1.822555894E1,1.254119873E-1,-3.890380859E-1,-1.167602539E-1
1.827555894E1,-3.070678711E-1,3.562164307E-1,3.499298096E-1
1.832555894E1,-3.223419189E-1,-2.473297119E-1,3.829040527E-1
1.837555894E1,5.944824219E-2,-3.951416016E-1,1.532135010E-1
1.842555894E1,2.317047119E-1,1.307983398E-1,3.755798340E-1
1.847555894E1,2.200927734E-1,-5.123901367E-2,-2.148437500E-2
1.852555894E1,3.845214844E-3,-3.004608154E-1,-1.015014648E-1
1.857555894E1,1.118469238E-2,-3.475036621E-1,-2.872009277E-1
1.862555894E1,-7.141113281E-3,4.050750732E-1,-9.233093262E-2
1.867555894E1,-4.903259277E-1,-5.600891113E-1,-6.879425049E-1
1.872555894E1,2.646942139E-1,1.246856689E0,1.214599609E-1
1.877555894E1,-3.431091309E-1,2.572479248E-1,6.404113770E-2
1.882555894E1,1.828308105E-1,5.322265625E-2,1.947631836E-1
1.887555894E1,6.127929688E-2,3.366699219E-1,6.465148926E-2
1.892555894E1,4.339141846E-1,-3.975982666E-1,4.788208008E-1
1.897555894E1,2.714080811E-1,-2.723693848E-1,2.503509521E-1
1.902555894E1,1.339721680E-1,-1.630249023E-1,1.410064697E-1
1.907555894E1,3.612060547E-1,1.289672852E-1,1.287841797E-1
