Acceleration_Timestamp,X,Y,Z
28-Feb-2023 11:33:08.516,-1.110275,2.294724,9.705292
28-Feb-2023 11:33:08.535,-1.682159,2.306686,9.39183
28-Feb-2023 11:33:08.554,-1.447662,2.452637,9.585648
28-Feb-2023 11:33:08.573,-0.976273,2.651245,10.126419
28-Feb-2023 11:33:08.592,-0.65564,2.756531,10.351349
28-Feb-2023 11:33:08.611,-0.528809,2.677567,10.159927
28-Feb-2023 11:33:08.630,-0.94516,2.543564,9.604797
28-Feb-2023 11:33:08.649,-1.476364,2.340179,9.389435
28-Feb-2023 11:33:08.668,-1.572083,2.36171,9.899109
28-Feb-2023 11:33:08.687,-1.119843,2.498108,10.231705
28-Feb-2023 11:33:08.706,-0.59581,2.596207,9.961319
28-Feb-2023 11:33:08.725,-0.435501,2.500504,9.241089
28-Feb-2023 11:33:08.744,-0.863815,2.517242,8.894119
28-Feb-2023 11:33:08.763,-1.287338,2.457428,9.645462
28-Feb-2023 11:33:08.782,-1.488342,2.246857,10.578674
28-Feb-2023 11:33:08.801,-1.146164,2.220535,10.547562
28-Feb-2023 11:33:08.820,-0.619736,2.565109,9.796219
28-Feb-2023 11:33:08.839,-0.423523,2.835495,9.353546
28-Feb-2023 11:33:08.858,-0.550354,2.811569,9.387039
28-Feb-2023 11:33:08.877,-1.028915,2.577072,9.631119
28-Feb-2023 11:33:08.896,-1.258621,2.416748,9.870392
28-Feb-2023 11:33:08.914,-1.043274,2.562714,9.9039
28-Feb-2023 11:33:08.934,-0.729813,2.799606,9.7005
28-Feb-2023 11:33:08.953,-0.9021,3.053238,9.444473
28-Feb-2023 11:33:08.972,-1.04567,2.845062,9.71965
28-Feb-2023 11:33:08.991,-1.184448,2.474182,10.609772
28-Feb-2023 11:33:09.010,-1.19162,2.239685,11.583649
28-Feb-2023 11:33:09.029,-0.827911,2.213364,11.473587
28-Feb-2023 11:33:09.048,-0.289536,2.21814,10.406387
28-Feb-2023 11:33:09.067,0.253632,2.404785,9.176468
28-Feb-2023 11:33:09.086,0.320633,2.675171,8.451447
28-Feb-2023 11:33:09.105,-0.076569,2.737396,8.487335
28-Feb-2023 11:33:09.124,-0.519241,2.711075,8.958725
28-Feb-2023 11:33:09.143,-0.794418,2.787643,9.279373
28-Feb-2023 11:33:09.162,-0.313461,2.725418,9.183655
28-Feb-2023 11:33:09.181,0.547958,2.600998,8.827118
28-Feb-2023 11:33:09.200,0.591034,2.840286,8.542374
28-Feb-2023 11:33:09.219,-0.289536,3.189636,8.975479
28-Feb-2023 11:33:09.238,-1.17009,3.058029,9.116653
28-Feb-2023 11:33:09.257,-1.43808,2.988632,8.685944
28-Feb-2023 11:33:09.276,-1.19162,3.524628,8.274384
28-Feb-2023 11:33:09.295,-0.949951,4.237686,8.413162
28-Feb-2023 11:33:09.314,-0.567093,3.512665,8.690735
28-Feb-2023 11:33:09.333,-1.110275,3.550949,8.453842
28-Feb-2023 11:33:09.352,-1.82811,4.04866,8.164307
28-Feb-2023 11:33:09.371,-2.05304,4.331009,8.956329
28-Feb-2023 11:33:09.390,-2.045868,4.065399,9.607178
28-Feb-2023 11:33:09.409,-1.643875,3.897903,9.875183
28-Feb-2023 11:33:09.428,-0.993027,4.290329,9.915863
28-Feb-2023 11:33:09.447,-0.483353,4.314255,9.889542
28-Feb-2023 11:33:09.466,-0.540771,3.943375,9.664612
28-Feb-2023 11:33:09.485,-1.136597,3.680161,9.621536
28-Feb-2023 11:33:09.504,-1.387833,3.598801,9.817749
28-Feb-2023 11:33:09.523,-1.186844,3.613159,9.702896
28-Feb-2023 11:33:09.542,-0.880554,3.680161,9.231506
28-Feb-2023 11:33:09.561,-1.028915,4.189835,8.561523
28-Feb-2023 11:33:09.580,-0.835098,4.445862,8.197815
28-Feb-2023 11:33:09.599,-0.681961,4.465012,8.846268
