Acceleration_Timestamp,X,Y,Z
28-Feb-2023 11:37:56.011,-0.303528,0.639984,9.92395
28-Feb-2023 11:37:56.263,-0.306473,0.508942,9.592453
28-Feb-2023 11:37:56.515,0.180008,-2.189987,8.805588
28-Feb-2023 11:37:56.767,-8.173508,-2.113602,9.104141
28-Feb-2023 11:37:57.019,-5.638596,-7.1297,6.319809
28-Feb-2023 11:37:57.271,-5.315933,-5.513794,3.431122
28-Feb-2023 11:37:57.523,-8.105408,-10.170975,2.488724
28-Feb-2023 11:37:57.775,-4.477158,-3.727829,2.646271
28-Feb-2023 11:37:58.027,-9.894867,-6.880096,2.472519
28-Feb-2023 11:37:58.279,-6.383133,-4.697845,0.54483
28-Feb-2023 11:37:58.531,-7.910858,-10.364975,0.842636
28-Feb-2023 11:37:58.783,-3.651627,-5.834076,2.411224
28-Feb-2023 11:37:59.035,-5.769272,-9.201508,2.01181
28-Feb-2023 11:37:59.287,-3.520767,-7.907913,-0.300018
28-Feb-2023 11:37:59.539,-6.830032,-9.11113,0.76239
28-Feb-2023 11:37:59.868,-1.14856,-3.55574,3.9673
28-Feb-2023 11:37:59.887,-2.605789,-2.069794,2.943176
28-Feb-2023 11:37:59.906,-2.390427,-0.921234,5.26181
28-Feb-2023 11:37:59.925,-4.11087,-3.529419,5.309677
28-Feb-2023 11:37:59.944,-5.381454,-4.654037,4.575073
28-Feb-2023 11:37:59.963,-5.69014,-4.795212,4.771286
28-Feb-2023 11:37:59.982,-6.798004,-6.309875,4.570297
28-Feb-2023 11:38:00.001,-6.458221,-8.508881,5.027313
28-Feb-2023 11:38:00.020,-7.62114,-9.745972,5.125427
28-Feb-2023 11:38:00.039,-9.415756,-8.257629,7.597214
28-Feb-2023 11:38:00.058,-9.867996,-6.666397,8.525635
28-Feb-2023 11:38:00.077,-8.774475,-8.681168,0.696304
28-Feb-2023 11:38:00.096,-8.525635,-11.112274,-1.962112
28-Feb-2023 11:38:00.115,-9.659821,-10.083359,-1.658234
28-Feb-2023 11:38:00.134,-6.917648,-9.138184,0.993027
28-Feb-2023 11:38:00.153,-3.651443,-10.265213,3.230316
28-Feb-2023 11:38:00.171,-4.170685,-9.305695,-0.756134
28-Feb-2023 11:38:00.191,-6.518051,-8.848663,-0.952347
28-Feb-2023 11:38:00.210,-8.554337,-8.580658,2.825928
28-Feb-2023 11:38:00.229,-8.338989,-6.848251,3.089127
28-Feb-2023 11:38:00.248,-6.403198,-5.24028,2.653641
28-Feb-2023 11:38:00.267,-4.15155,-4.130005,2.232498
28-Feb-2023 11:38:00.286,-4.70668,-5.201996,1.761124
28-Feb-2023 11:38:00.305,-5.151749,-4.594223,1.899902
28-Feb-2023 11:38:00.324,-4.02951,-3.129807,2.065002
28-Feb-2023 11:38:00.343,-3.8022,-2.476578,1.421341
28-Feb-2023 11:38:00.362,-5.005783,-4.060623,2.151154
28-Feb-2023 11:38:00.381,-6.855438,-5.434097,2.538788
28-Feb-2023 11:38:00.400,-6.781265,-5.613556,2.562714
28-Feb-2023 11:38:00.419,-6.898514,-5.252243,1.940582
28-Feb-2023 11:38:00.438,-6.659225,-5.63031,2.366501
28-Feb-2023 11:38:00.457,-6.927216,-6.678375,3.091522
28-Feb-2023 11:38:00.476,-8.511276,-7.673782,1.957336
28-Feb-2023 11:38:00.495,-8.985046,-8.195419,2.706284
28-Feb-2023 11:38:00.514,-9.162125,-8.341385,4.371689
28-Feb-2023 11:38:00.533,-10.504486,-9.032898,3.491135
28-Feb-2023 11:38:00.552,-12.507278,-10.092926,2.342575
28-Feb-2023 11:38:00.571,-14.589035,-11.207977,-0.150742
28-Feb-2023 11:38:00.590,-11.456833,-10.82753,-1.27298
28-Feb-2023 11:38:00.609,-8.047058,-10.155136,0.208176
28-Feb-2023 11:38:00.628,-5.996414,-11.102692,0.681961
28-Feb-2023 11:38:00.647,-5.615952,-11.734406,-1.064804
28-Feb-2023 11:38:00.666,-6.010773,-11.748764,-1.31366
28-Feb-2023 11:38:00.685,-6.209381,-10.593033,1.08873
28-Feb-2023 11:38:00.704,-5.458023,-9.020935,1.780258
28-Feb-2023 11:38:00.723,-4.132401,-6.144775,1.21077
28-Feb-2023 11:38:00.742,-3.890732,-4.436295,2.665604
28-Feb-2023 11:38:00.761,-5.285751,-4.642075,1.782654
28-Feb-2023 11:38:00.780,-5.790634,-4.400406,-0.181854
28-Feb-2023 11:38:00.799,-4.905289,-3.397812,0.423523
28-Feb-2023 11:38:00.818,-3.625122,-2.868988,1.155731
28-Feb-2023 11:38:00.837,-2.804382,-3.321243,2.277969
28-Feb-2023 11:38:00.856,-2.325821,-4.467407,2.854645
28-Feb-2023 11:38:00.875,-3.393021,-4.752151,2.632111
28-Feb-2023 11:38:00.894,-4.237686,-5.067993,2.352142
28-Feb-2023 11:38:00.913,-4.814362,-5.685349,3.778275
28-Feb-2023 11:38:00.932,-5.139786,-5.888733,4.271194
28-Feb-2023 11:38:00.951,-5.467606,-5.965302,4.369293
28-Feb-2023 11:38:00.970,-6.848251,-7.310074,6.12323
28-Feb-2023 11:38:00.989,-9.477966,-8.712265,7.958527
28-Feb-2023 11:38:01.008,-9.932602,-8.676376,9.334396
28-Feb-2023 11:38:01.027,-9.030518,-7.874786,7.841278
28-Feb-2023 11:38:01.046,-7.867599,-11.255844,-0.961914
28-Feb-2023 11:38:01.065,-12.756134,-13.31366,-0.930801
28-Feb-2023 11:38:01.084,-10.308273,-10.126419,-1.112656
28-Feb-2023 11:38:01.103,-5.422134,-10.511673,3.067596
28-Feb-2023 11:38:01.122,-4.661224,-11.042877,2.450256
28-Feb-2023 11:38:01.141,-5.52742,-9.899109,-0.894913
28-Feb-2023 11:38:01.160,-7.568497,-5.754745,-2.790024
28-Feb-2023 11:38:01.179,-6.872192,-7.063614,-0.488129
28-Feb-2023 11:38:01.198,-6.108871,-6.620941,2.574677
28-Feb-2023 11:38:01.217,-4.433899,-5.714066,2.356934
