Compressive displacement,Primary force measurement,Time measurement
(mm),(kN),(s)
"1.49571","26.15104","35.94000"
"1.49689","26.16767","35.96000"
"1.49805","26.19731","35.98000"
"1.49880","26.21767","36.00000"
"1.49930","26.20894","36.02000"
"1.49997","26.18410","36.04000"
"1.50090","26.17247","36.06000"
"1.50184","26.18226","36.08000"
"1.50271","26.19775","36.10000"
"1.50343","26.20685","36.12000"
"1.50402","26.20288","36.14000"
"1.50470","26.19182","36.16000"
"1.50563","26.18812","36.18000"
"1.50680","26.20344","36.20000"
"1.50799","26.23315","36.22000"
"1.50885","26.25752","36.24000"
"1.50935","26.25525","36.26000"
"1.50994","26.23096","36.28000"
"1.51082","26.21313","36.30000"
"1.51182","26.21840","36.32000"
"1.51274","26.23601","36.34000"
"1.51359","26.24997","36.36000"
"1.51419","26.25271","36.38000"
"1.51478","26.24153","36.40000"
"1.51561","26.23026","36.42000"
"1.51673","26.23679","36.44000"
"1.51792","26.26304","36.46000"
"1.51886","26.29081","36.48000"
"1.51940","26.29585","36.50000"
"1.51995","26.27504","36.52000"
"1.52076","26.25362","36.54000"
"1.52177","26.25441","36.56000"
"1.52272","26.27259","36.58000"
"1.52360","26.28853","36.60000"
"1.52424","26.29306","36.62000"
"1.52482","26.28419","36.64000"
"1.52559","26.27254","36.66000"
"1.52663","26.27468","36.68000"
"1.52780","26.29643","36.70000"
"1.52884","26.32405","36.72000"
"1.52952","26.33648","36.74000"
"1.53004","26.32359","36.76000"
"1.53078","26.30195","36.78000"
"1.53175","26.29603","36.80000"
"1.53271","26.30928","36.82000"
"1.53359","26.32546","36.84000"
"1.53429","26.33339","36.86000"
"1.53485","26.32745","36.88000"
"1.53554","26.31407","36.90000"
"1.53652","26.31099","36.92000"
"1.53770","26.32803","36.94000"
"1.53884","26.35763","36.96000"
"1.53961","26.37780","36.98000"
"1.54011","26.37066","37.00000"
"1.54080","26.34798","37.02000"
"1.54175","26.33711","37.04000"
"1.54273","26.34738","37.06000"
"1.54357","26.36391","37.08000"
"1.54426","26.37069","37.10000"
"1.54484","26.36387","37.12000"
"1.54551","26.35126","37.14000"
"1.54642","26.34725","37.16000"
"1.54759","26.36234","37.18000"
"1.54884","26.39283","37.20000"
"1.54973","26.42003","37.22000"
"1.55023","26.41918","37.24000"
"1.55082","26.39417","37.26000"
"1.55170","26.37524","37.28000"
"1.55269","26.37978","37.30000"
"1.55357","26.39696","37.32000"
"1.55431","26.40778","37.34000"
"1.55492","26.40567","37.36000"
"1.55554","26.39467","37.38000"
"1.55637","26.38680","37.40000"
"1.55746","26.39515","37.42000"
"1.55870","26.42191","37.44000"
"1.55973","26.45220","37.46000"
"1.56032","26.46171","37.48000"
"1.56088","26.44337","37.50000"
"1.56169","26.42190","37.52000"
"1.56266","26.41976","37.54000"
"1.56357","26.43321","37.56000"
"1.56438","26.44590","37.58000"
"1.56501","26.44865","37.60000"
"1.56560","26.43867","37.62000"
"1.56637","26.42794","37.64000"
"1.56744","26.43152","37.66000"
"1.56867","26.45471","37.68000"
"1.56977","26.48603","37.70000"
"1.57040","26.50085","37.72000"
"1.57087","26.48453","37.74000"
"1.57159","26.45829","37.76000"
"1.57255","26.45012","37.78000"
"1.57351","26.46365","37.80000"
"1.57438","26.48117","37.82000"
"1.57507","26.48919","37.84000"
"1.57568","26.48358","37.86000"
"1.57640","26.47199","37.88000"
"1.57740","26.47088","37.90000"
"1.57859","26.48946","37.92000"
"1.57972","26.51926","37.94000"
"1.58042","26.53755","37.96000"
"1.58089","26.52618","37.98000"
"1.58155","26.50047","38.00000"
"1.58248","26.48842","38.02000"
"1.58348","26.49939","38.04000"
"1.58440","26.51848","38.06000"
"1.58519","26.53111","38.08000"
"1.58578","26.52966","38.10000"
"1.58643","26.51688","38.12000"
"1.58734","26.50980","38.14000"
"1.58850","26.52196","38.16000"
"1.58968","26.55019","38.18000"
"1.59051","26.57412","38.20000"
"1.59098","26.57091","38.22000"
"1.59155","26.54524","38.24000"
"1.59242","26.52615","38.26000"
"1.59345","26.53185","38.28000"
"1.59440","26.55265","38.30000"
"1.59522","26.56868","38.32000"
"1.59584","26.57035","38.34000"
"1.59645","26.55873","38.36000"
"1.59725","26.54774","38.38000"
"1.59831","26.55227","38.40000"
"1.59949","26.57564","38.42000"
"1.60052","26.60353","38.44000"
"1.60117","26.61446","38.46000"
"1.60171","26.59972","38.48000"
"1.60248","26.57799","38.50000"
"1.60347","26.57419","38.52000"
"1.60440","26.58794","38.54000"
"1.60523","26.60180","38.56000"
"1.60589","26.60542","38.58000"
"1.60646","26.59626","38.60000"
"1.60720","26.58443","38.62000"
"1.60821","26.58541","38.64000"
"1.60938","26.60583","38.66000"
"1.61048","26.63496","38.68000"
"1.61123","26.65241","38.70000"
"1.61176","26.64351","38.72000"
"1.61247","26.62089","38.74000"
"1.61343","26.61111","38.76000"
"1.61438","26.62169","38.78000"
"1.61526","26.63649","38.80000"
"1.61599","26.64454","38.82000"
"1.61656","26.63991","38.84000"
"1.61723","26.62721","38.86000"
"1.61816","26.62255","38.88000"
"1.61932","26.63723","38.90000"
"1.62050","26.66631","38.92000"
"1.62134","26.68988","38.94000"
"1.62185","26.68687","38.96000"
"1.62247","26.66311","38.98000"
"1.62338","26.64721","39.00000"
"1.62435","26.65364","39.02000"
"1.62524","26.66985","39.04000"
"1.62604","26.68154","39.06000"
"1.62662","26.68086","39.08000"
"1.62724","26.66805","39.10000"
"1.62810","26.65910","39.12000"
"1.62923","26.66892","39.14000"
"1.63045","26.69694","39.16000"
"1.63137","26.72481","39.18000"
"1.63191","26.72818","39.20000"
"1.63248","26.70605","39.22000"
"1.63334","26.68604","39.24000"
"1.63433","26.68898","39.26000"
"1.63522","26.70523","39.28000"
"1.63606","26.71837","39.30000"
"1.63669","26.72107","39.32000"
"1.63727","26.71036","39.34000"
"1.63806","26.69850","39.36000"
"1.63915","26.70287","39.38000"
"1.64039","26.72820","39.40000"
"1.64145","26.75913","39.42000"
"1.64203","26.76933","39.44000"
"1.64255","26.75032","39.46000"
"1.64332","26.72600","39.48000"
"1.64429","26.72186","39.50000"
"1.64520","26.73588","39.52000"
"1.64600","26.74968","39.54000"
"1.64665","26.75328","39.56000"
"1.64725","26.74545","39.58000"
"1.64801","26.73571","39.60000"
"1.64905","26.73854","39.62000"
"1.65026","26.76098","39.64000"
"1.65137","26.79158","39.66000"
"1.65204","26.80707","39.68000"
"1.65256","26.79316","39.70000"
"1.65329","26.76921","39.72000"
"1.65427","26.76130","39.74000"
"1.65525","26.77414","39.76000"
"1.65609","26.79035","39.78000"
"1.65676","26.79524","39.80000"
"1.65735","26.78676","39.82000"
"1.65806","26.77413","39.84000"
"1.65906","26.77272","39.86000"
"1.66027","26.79169","39.88000"
"1.66142","26.82301","39.90000"
"1.66209","26.84187","39.92000"
"1.66256","26.82937","39.94000"
"1.66323","26.80247","39.96000"
"1.66419","26.79074","39.98000"
"1.66521","26.80351","40.00000"
"1.66609","26.82405","40.02000"
"1.66681","26.83363","40.04000"
"1.66741","26.82815","40.06000"
"1.66808","26.81554","40.08000"
"1.66899","26.81035","40.10000"
"1.67013","26.82255","40.12000"
"1.67132","26.84985","40.14000"
"1.67217","26.87436","40.16000"
"1.67268","26.87291","40.18000"
"1.67328","26.84965","40.20000"
"1.67419","26.83281","40.22000"
"1.67520","26.83927","40.24000"
"1.67611","26.85717","40.26000"
"1.67687","26.86907","40.28000"
"1.67748","26.86697","40.30000"
"1.67812","26.85464","40.32000"
"1.67898","26.84682","40.34000"
"1.68008","26.85626","40.36000"
"1.68126","26.88181","40.38000"
"1.68219","26.90731","40.40000"
"1.68271","26.91016","40.42000"
"1.68325","26.88786","40.44000"
"1.68409","26.86701","40.46000"
"1.68513","26.86957","40.48000"
"1.68611","26.88964","40.50000"
"1.68690","26.90605","40.52000"
"1.68753","26.90690","40.54000"
"1.68814","26.89504","40.56000"
"1.68893","26.88381","40.58000"
"1.69000","26.88830","40.60000"
"1.69119","26.91195","40.62000"
"1.69223","26.94042","40.64000"
"1.69285","26.95100","40.66000"
"1.69335","26.93356","40.68000"
"1.69412","26.90945","40.70000"
"1.69512","26.90470","40.72000"
"1.69609","26.92076","40.74000"
"1.69691","26.93771","40.76000"
"1.69755","26.94159","40.78000"
"1.69813","26.93154","40.80000"
"1.69886","26.91860","40.82000"
"1.69987","26.91821","40.84000"
"1.70109","26.93782","40.86000"
"1.70220","26.96882","40.88000"
"1.70291","26.98689","40.90000"
"1.70341","26.97593","40.92000"
"1.70412","26.95193","40.94000"
"1.70507","26.94201","40.96000"
"1.70601","26.95269","40.98000"
"1.70690","26.96777","41.00000"
"1.70766","26.97664","41.02000"
"1.70824","26.97358","41.04000"
"1.70889","26.96104","41.06000"
"1.70982","26.95452","41.08000"
"1.71099","26.96754","41.10000"
"1.71216","26.99661","41.12000"
"1.71299","27.02072","41.14000"
"1.71351","27.01792","41.16000"
"1.71414","26.99434","41.18000"
"1.71503","26.97830","41.20000"
"1.71596","26.98336","41.22000"
"1.71684","26.99724","41.24000"
"1.71762","27.00745","41.26000"
"1.71826","27.00758","41.28000"
"1.71893","26.99902","41.30000"
"1.71981","26.99351","41.32000"
"1.72094","27.00383","41.34000"
"1.72211","27.03022","41.36000"
"1.72301","27.05427","41.38000"
"1.72353","27.05462","41.40000"
"1.72409","27.03158","41.42000"
"1.72494","27.01176","41.44000"
"1.72596","27.01501","41.46000"
"1.72690","27.03334","41.48000"
"1.72777","27.04875","41.50000"
"1.72840","27.05258","41.52000"
"1.72897","27.04129","41.54000"
"1.72976","27.02736","41.56000"
"1.73084","27.03031","41.58000"
"1.73205","27.05312","41.60000"
"1.73306","27.08207","41.62000"
"1.73365","27.09176","41.64000"
"1.73416","27.07377","41.66000"
"1.73493","27.05047","41.68000"
"1.73593","27.04658","41.70000"
"1.73687","27.06213","41.72000"
"1.73774","27.07843","41.74000"
"1.73842","27.08479","41.76000"
"1.73900","27.07737","41.78000"
"1.73973","27.06488","41.80000"
"1.74074","27.06398","41.82000"
"1.74190","27.08292","41.84000"
"1.74298","27.11091","41.86000"
"1.74372","27.12730","41.88000"
"1.74425","27.11793","41.90000"
"1.74495","27.09520","41.92000"
"1.74591","27.08552","41.94000"
"1.74689","27.09683","41.96000"
"1.74779","27.11378","41.98000"
"1.74851","27.12230","42.00000"
"1.74908","27.11620","42.02000"
"1.74976","27.10230","42.04000"
"1.75070","27.09697","42.06000"
"1.75185","27.11123","42.08000"
"1.75298","27.13872","42.10000"
"1.75379","27.15971","42.12000"
"1.75429","27.15501","42.14000"
"1.75492","27.13156","42.16000"
"1.75582","27.11658","42.18000"
"1.75683","27.12436","42.20000"
"1.75773","27.14263","42.22000"
"1.75847","27.15381","42.24000"
"1.75906","27.15055","42.26000"
"1.75970","27.13787","42.28000"
"1.76057","27.13022","42.30000"
"1.76170","27.14058","42.32000"
"1.76294","27.16773","42.34000"
"1.76390","27.19639","42.36000"
"1.76443","27.20073","42.38000"
"1.76500","27.17813","42.40000"
"1.76584","27.15676","42.42000"
"1.76685","27.15788","42.44000"
"1.76776","27.17460","42.46000"
"1.76850","27.18703","42.48000"
"1.76911","27.18544","42.50000"
"1.76972","27.17338","42.52000"
"1.77051","27.16335","42.54000"
"1.77158","27.16858","42.56000"
"1.77284","27.19458","42.58000"
"1.77393","27.22776","42.60000"
"1.77456","27.24137","42.62000"
"1.77510","27.22371","42.64000"
"1.77586","27.19850","42.66000"
"1.77682","27.19213","42.68000"
"1.77775","27.20443","42.70000"
"1.77858","27.21838","42.72000"
"1.77923","27.22264","42.74000"
"1.77979","27.21326","42.76000"
"1.78051","27.19998","42.78000"
"1.78151","27.19930","42.80000"
"1.78274","27.21991","42.82000"
"1.78391","27.25314","42.84000"
"1.78462","27.27390","42.86000"
"1.78510","27.26253","42.88000"
"1.78577","27.23468","42.90000"
"1.78672","27.22176","42.92000"
"1.78770","27.23256","42.94000"
"1.78857","27.25012","42.96000"
"1.78927","27.25840","42.98000"
"1.78986","27.25253","43.00000"
"1.79055","27.24005","43.02000"
"1.79149","27.23627","43.04000"
"1.79267","27.25130","43.06000"
"1.79384","27.28056","43.08000"
"1.79461","27.30266","43.10000"
"1.79507","27.29568","43.12000"
"1.79568","27.26915","43.14000"
"1.79659","27.25269","43.16000"
"1.79764","27.26122","43.18000"
"1.79861","27.28312","43.20000"
"1.79941","27.29913","43.22000"
"1.79999","27.29860","43.24000"
"1.80061","27.28393","43.26000"
"1.80148","27.27273","43.28000"
"1.80262","27.28143","43.30000"
"1.80383","27.30892","43.32000"
"1.80474","27.33611","43.34000"
"1.80524","27.33716","43.36000"
"1.80578","27.31215","43.38000"
"1.80660","27.28947","43.40000"
"1.80762","27.29090","43.42000"
"1.80856","27.30977","43.44000"
"1.80938","27.32612","43.46000"
"1.81001","27.32874","43.48000"
"1.81061","27.31779","43.50000"
"1.81139","27.30626","43.52000"
"1.81245","27.30974","43.54000"
"1.81365","27.33300","43.56000"
"1.81472","27.36263","43.58000"
"1.81539","27.37555","43.60000"
"1.81591","27.36106","43.62000"
"1.81664","27.33651","43.64000"
"1.81761","27.32850","43.66000"
"1.81856","27.34069","43.68000"
"1.81942","27.35650","43.70000"
"1.82008","27.36255","43.72000"
"1.82065","27.35453","43.74000"
"1.82135","27.34089","43.76000"
"1.82233","27.33856","43.78000"
"1.82351","27.35715","43.80000"
"1.82464","27.38763","43.82000"
"1.82544","27.40838","43.84000"
"1.82597","27.40166","43.86000"
"1.82664","27.37779","43.88000"
"1.82757","27.36447","43.90000"
"1.82853","27.37257","43.92000"
"1.82941","27.38768","43.94000"
"1.83016","27.39652","43.96000"
"1.83075","27.39222","43.98000"
"1.83140","27.37919","44.00000"
"1.83229","27.37226","44.02000"
"1.83344","27.38433","44.04000"
"1.83461","27.41269","44.06000"
"1.83549","27.43800","44.08000"
"1.83601","27.43780","44.10000"
"1.83661","27.41449","44.12000"
"1.83750","27.39608","44.14000"
"1.83852","27.40142","44.16000"
"1.83944","27.41973","44.18000"
"1.84025","27.43287","44.20000"
"1.84084","27.43239","44.22000"
"1.84142","27.41879","44.24000"
"1.84224","27.40659","44.26000"
"1.84334","27.41224","44.28000"
"1.84456","27.43853","44.30000"
"1.84556","27.46821","44.32000"
"1.84613","27.47610","44.34000"
"1.84667","27.45574","44.36000"
"1.84748","27.43312","44.38000"
"1.84846","27.43157","44.40000"
"1.84936","27.44629","44.42000"
"1.85023","27.45966","44.44000"
"1.85091","27.46491","44.46000"
"1.85148","27.45749","44.48000"
"1.85223","27.44510","44.50000"
"1.85327","27.44565","44.52000"
"1.85449","27.46741","44.54000"
"1.85558","27.49846","44.56000"
"1.85623","27.51261","44.58000"
"1.85674","27.49649","44.60000"
"1.85749","27.47154","44.62000"
"1.85848","27.46515","44.64000"
"1.85939","27.47757","44.66000"
"1.86020","27.49069","44.68000"
"1.86085","27.49365","44.70000"
"1.86144","27.48489","44.72000"
"1.86216","27.47340","44.74000"
"1.86316","27.47391","44.76000"
"1.86438","27.49466","44.78000"
"1.86554","27.52715","44.80000"
"1.86627","27.54751","44.82000"
"1.86676","27.53664","44.84000"
"1.86745","27.50973","44.86000"
"1.86841","27.49732","44.88000"
"1.86941","27.50927","44.90000"
"1.87028","27.52756","44.92000"
"1.87096","27.53465","44.94000"
"1.87154","27.52651","44.96000"
"1.87223","27.51255","44.98000"
"1.87317","27.50841","45.00000"
"1.87434","27.52423","45.02000"
"1.87552","27.55405","45.04000"
"1.87630","27.57673","45.06000"
"1.87680","27.57029","45.08000"
"1.87742","27.54432","45.10000"
"1.87833","27.52835","45.12000"
"1.87935","27.53646","45.14000"
"1.88025","27.55553","45.16000"
"1.88098","27.56655","45.18000"
"1.88159","27.56285","45.20000"
"1.88225","27.55031","45.22000"
"1.88312","27.54281","45.24000"
"1.88425","27.55302","45.26000"
"1.88546","27.58061","45.28000"
"1.88639","27.60824","45.30000"
"1.88692","27.61058","45.32000"
"1.88749","27.58609","45.34000"
"1.88834","27.56456","45.36000"
"1.88935","27.56623","45.38000"
"1.89028","27.58361","45.40000"
"1.89108","27.59794","45.42000"
"1.89169","27.59875","45.44000"
"1.89231","27.58683","45.46000"
"1.89312","27.57635","45.48000"
"1.89420","27.58206","45.50000"
"1.89538","27.60650","45.52000"
"1.89636","27.63413","45.54000"
"1.89693","27.64125","45.56000"
"1.89746","27.62167","45.58000"
"1.89825","27.59866","45.60000"
"1.89928","27.59723","45.62000"
"1.90025","27.61577","45.64000"
"1.90103","27.63234","45.66000"
"1.90167","27.63384","45.68000"
"1.90228","27.62288","45.70000"
"1.90304","27.61115","45.72000"
"1.90409","27.61367","45.74000"
"1.90532","27.63617","45.76000"
"1.90642","27.66704","45.78000"
"1.90708","27.68163","45.80000"
"1.90758","27.66560","45.82000"
"1.90830","27.63876","45.84000"
"1.90928","27.62960","45.86000"
"1.91024","27.64274","45.88000"
"1.91110","27.65987","45.90000"
"1.91177","27.66634","45.92000"
"1.91235","27.65857","45.94000"
"1.91305","27.64501","45.96000"
"1.91400","27.64092","45.98000"
"1.91519","27.65775","46.00000"
"1.91634","27.68879","46.02000"
"1.91711","27.71052","46.04000"
"1.91760","27.70245","46.06000"
"1.91825","27.67635","46.08000"
"1.91918","27.66238","46.10000"
"1.92015","27.67144","46.12000"
"1.92104","27.68817","46.14000"
"1.92184","27.69917","46.16000"
"1.92244","27.69821","46.18000"
"1.92308","27.68575","46.20000"
"1.92397","27.67711","46.22000"
"1.92511","27.68717","46.24000"
"1.92630","27.71513","46.26000"
"1.92719","27.74053","46.28000"
"1.92772","27.74053","46.30000"
"1.92833","27.71741","46.32000"
"1.92920","27.69884","46.34000"
"1.93015","27.70228","46.36000"
"1.93102","27.71637","46.38000"
"1.93180","27.72673","46.40000"
"1.93243","27.72623","46.42000"
"1.93308","27.71635","46.44000"
"1.93393","27.70899","46.46000"
"1.93503","27.71768","46.48000"
"1.93623","27.74366","46.50000"
"1.93721","27.77113","46.52000"
"1.93777","27.77707","46.54000"
"1.93830","27.75608","46.56000"
"1.93910","27.73206","46.58000"
"1.94010","27.72874","46.60000"
"1.94104","27.74437","46.62000"
"1.94193","27.76084","46.64000"
"1.94260","27.76793","46.66000"
"1.94317","27.75976","46.68000"
"1.94392","27.74590","46.70000"
"1.94498","27.74574","46.72000"
"1.94620","27.76779","46.74000"
"1.94725","27.79831","46.76000"
"1.94787","27.81062","46.78000"
"1.94836","27.79319","46.80000"
"1.94909","27.76658","46.82000"
"1.95008","27.75868","46.84000"
"1.95105","27.77329","46.86000"
"1.95195","27.79125","46.88000"
"1.95264","27.79965","46.90000"
"1.95319","27.79221","46.92000"
"1.95388","27.77703","46.94000"
"1.95486","27.77300","46.96000"
"1.95604","27.79080","46.98000"
"1.95715","27.82096","47.00000"
"1.95793","27.84088","47.02000"
"1.95845","27.83371","47.04000"
"1.95910","27.80908","47.06000"
"1.96003","27.79494","47.08000"
"1.96101","27.80350","47.10000"
"1.96191","27.82056","47.12000"
"1.96267","27.83114","47.14000"
"1.96324","27.82784","47.16000"
"1.96388","27.81388","47.18000"
"1.96476","27.80538","47.20000"
"1.96590","27.81622","47.22000"
"1.96708","27.84465","47.24000"
"1.96798","27.87109","47.26000"
"1.96852","27.87199","47.28000"
"1.96912","27.84872","47.30000"
"1.97000","27.82957","47.32000"
"1.97100","27.83246","47.34000"
"1.97192","27.84930","47.36000"
"1.97268","27.86200","47.38000"
"1.97326","27.86020","47.40000"
"1.97387","27.84685","47.42000"
"1.97470","27.83649","47.44000"
"1.97581","27.84388","47.46000"
"1.97710","27.87175","47.48000"
"1.97812","27.90490","47.50000"
"1.97864","27.91276","47.52000"
"1.97915","27.88838","47.54000"
"1.97994","27.86093","47.56000"
"1.98095","27.85787","47.58000"
"1.98190","27.87492","47.60000"
"1.98269","27.89081","47.62000"
"1.98333","27.89304","47.64000"
"1.98393","27.88284","47.66000"
"1.98469","27.87153","47.68000"
"1.98573","27.87391","47.70000"
"1.98697","27.89665","47.72000"
"1.98810","27.92953","47.74000"
"1.98876","27.94595","47.76000"
"1.98927","27.93040","47.78000"
"1.99000","27.90349","47.80000"
"1.99098","27.89395","47.82000"
"1.99194","27.90645","47.84000"
"1.99278","27.92247","47.86000"
"1.99341","27.92703","47.88000"
"1.99397","27.91659","47.90000"
"1.99467","27.90144","47.92000"
"1.99565","27.89886","47.94000"
"1.99688","27.91904","47.96000"
"1.99808","27.95312","47.98000"
"1.99884","27.97645","48.00000"
"1.99930","27.96750","48.02000"
"1.99993","27.93862","48.04000"
"2.00084","27.92148","48.06000"
"2.00184","27.92994","48.08000"
"2.00275","27.94882","48.10000"
"2.00348","27.96084","48.12000"
"2.00406","27.95720","48.14000"
"2.00471","27.94324","48.16000"
"2.00561","27.93529","48.18000"
"2.00679","27.94785","48.20000"
"2.00800","27.97816","48.22000"
"2.00885","28.00457","48.24000"
"2.00931","28.00195","48.26000"
"2.00988","27.97455","48.28000"
"2.01075","27.95325","48.30000"
"2.01180","27.95772","48.32000"
"2.01278","27.97914","48.34000"
"2.01362","27.99688","48.36000"
"2.01421","27.99835","48.38000"
"2.01479","27.98366","48.40000"
"2.01563","27.96955","48.42000"
"2.01675","27.97540","48.44000"
"2.01798","28.00277","48.46000"
"2.01891","28.03179","48.48000"
"2.01941","28.03562","48.50000"
"2.01991","28.01031","48.52000"
"2.02070","27.98454","48.54000"
"2.02174","27.98323","48.56000"
"2.02274","28.00373","48.58000"
"2.02362","28.02436","48.60000"
"2.02426","28.03086","48.62000"
"2.02482","28.01964","48.64000"
"2.02554","28.00366","48.66000"
"2.02655","28.00112","48.68000"
"2.02775","28.02121","48.70000"
"2.02886","28.05261","48.72000"
"2.02961","28.07098","48.74000"
"2.03013","28.06089","48.76000"
"2.03083","28.03628","48.78000"
"2.03179","28.02499","48.80000"
"2.03274","28.03510","48.82000"
"2.03360","28.05009","48.84000"
"2.03429","28.05630","48.86000"
"2.03485","28.04872","48.88000"
"2.03553","28.03502","48.90000"
"2.03646","28.03058","48.92000"
"2.03762","28.04623","48.94000"
"2.03877","28.07551","48.96000"
"2.03964","28.09844","48.98000"
"2.04018","28.09687","49.00000"
"2.04082","28.07435","49.02000"
"2.04171","28.05768","49.04000"
"2.04268","28.06256","49.06000"
"2.04359","28.07761","49.08000"
"2.04438","28.08856","49.10000"
"2.04496","28.08763","49.12000"
"2.04556","28.07438","49.14000"
"2.04640","28.06361","49.16000"
"2.04752","28.07137","49.18000"
"2.04873","28.09851","49.20000"
"2.04971","28.12763","49.22000"
"2.05028","28.13414","49.24000"
"2.05085","28.11366","49.26000"
"2.05169","28.09215","49.28000"
"2.05266","28.09203","49.30000"
"2.05354","28.10600","49.32000"
"2.05437","28.11738","49.34000"
"2.05501","28.11966","49.36000"
"2.05560","28.10960","49.38000"
"2.05638","28.09784","49.40000"
"2.05745","28.10136","49.42000"
"2.05867","28.12560","49.44000"
"2.05972","28.15660","49.46000"
"2.06034","28.16834","49.48000"
"2.06086","28.15006","49.50000"
"2.06163","28.12460","49.52000"
"2.06260","28.11886","49.54000"
"2.06350","28.13192","49.56000"
"2.06438","28.14606","49.58000"
"2.06510","28.15316","49.60000"
"2.06567","28.14739","49.62000"
"2.06638","28.13412","49.64000"
"2.06739","28.13191","49.66000"
"2.06861","28.15163","49.68000"
"2.06976","28.18359","49.70000"
"2.07048","28.20259","49.72000"
"2.07098","28.18996","49.74000"
"2.07168","28.16271","49.76000"
"2.07261","28.15050","49.78000"
"2.07354","28.15987","49.80000"
"2.07438","28.17416","49.82000"
"2.07507","28.18111","49.84000"
"2.07565","28.17493","49.86000"
"2.07633","28.16272","49.88000"
"2.07728","28.15927","49.90000"
"2.07847","28.17620","49.92000"
"2.07967","28.20860","49.94000"
"2.08046","28.23357","49.96000"
"2.08096","28.22725","49.98000"
"2.08159","28.20024","50.00000"
"2.08252","28.18359","50.02000"
"2.08354","28.19162","50.04000"
"2.08445","28.21091","50.06000"
"2.08516","28.22112","50.08000"
"2.08575","28.21515","50.10000"
"2.08641","28.20053","50.12000"
"2.08733","28.19357","50.14000"
"2.08852","28.20736","50.16000"
"2.08972","28.23836","50.18000"
"2.09053","28.26405","50.20000"
"2.09100","28.25870","50.22000"
"2.09159","28.23035","50.24000"
"2.09248","28.20977","50.26000"
"2.09351","28.21535","50.28000"
"2.09445","28.23633","50.30000"
"2.09523","28.25144","50.32000"
"2.09584","28.25078","50.34000"
"2.09646","28.23775","50.36000"
"2.09729","28.22719","50.38000"
"2.09836","28.23324","50.40000"
"2.09954","28.25773","50.42000"
"2.10053","28.28541","50.44000"
"2.10110","28.29246","50.46000"
"2.10164","28.27246","50.48000"
"2.10246","28.24952","50.50000"
"2.10348","28.24824","50.52000"
"2.10443","28.26565","50.54000"
"2.10526","28.28150","50.56000"
"2.10588","28.28379","50.58000"
"2.10648","28.27224","50.60000"
"2.10725","28.25956","50.62000"
"2.10830","28.26184","50.64000"
"2.10949","28.28408","50.66000"
"2.11055","28.31373","50.68000"
"2.11116","28.32627","50.70000"
"2.11165","28.30844","50.72000"
"2.11238","28.28205","50.74000"
"2.11339","28.27506","50.76000"
"2.11440","28.29117","50.78000"
"2.11526","28.31112","50.80000"
"2.11592","28.31783","50.82000"
"2.11650","28.30816","50.84000"
"2.11722","28.29378","50.86000"
"2.11822","28.29154","50.88000"
"2.11943","28.31057","50.90000"
"2.12059","28.34247","50.92000"
"2.12130","28.36137","50.94000"
"2.12178","28.34884","50.96000"
"2.12245","28.32038","50.98000"
"2.12340","28.30696","51.00000"
"2.12440","28.31812","51.02000"
"2.12527","28.33756","51.04000"
"2.12594","28.34623","51.06000"
"2.12650","28.33822","51.08000"
"2.12716","28.32281","51.10000"
"2.12809","28.31700","51.12000"
"2.12928","28.33253","51.14000"
"2.13049","28.36521","51.16000"
"2.13134","28.39230","51.18000"
"2.13183","28.38867","51.20000"
"2.13244","28.36153","51.22000"
"2.13335","28.34217","51.24000"
"2.13432","28.34790","51.26000"
"2.13522","28.36478","51.28000"
"2.13605","28.37747","51.30000"
"2.13666","28.37821","51.32000"
"2.13727","28.36605","51.34000"
"2.13811","28.35482","51.36000"
"2.13923","28.36173","51.38000"
"2.14044","28.38860","51.40000"
"2.14140","28.41758","51.42000"
"2.14195","28.42231","51.44000"
"2.14252","28.39990","51.46000"
"2.14334","28.37778","51.48000"
"2.14429","28.37666","51.50000"
"2.14517","28.38882","51.52000"
"2.14597","28.40004","51.54000"
"2.14662","28.40230","51.56000"
"2.14725","28.39419","51.58000"
"2.14805","28.38609","51.60000"
"2.14915","28.39201","51.62000"
"2.15037","28.41735","51.64000"
"2.15138","28.44708","51.66000"
"2.15198","28.45613","51.68000"
"2.15249","28.43603","51.70000"
"2.15325","28.40999","51.72000"
"2.15426","28.40471","51.74000"
"2.15520","28.42034","51.76000"
"2.15610","28.43696","51.78000"
"2.15680","28.44465","51.80000"
"2.15735","28.43694","51.82000"
"2.15805","28.42128","51.84000"
"2.15906","28.41736","51.86000"
"2.16028","28.43675","51.88000"
"2.16140","28.46915","51.90000"
"2.16209","28.48801","51.92000"
"2.16258","28.47509","51.94000"
"2.16326","28.44735","51.96000"
"2.16422","28.43512","51.98000"
"2.16519","28.44638","52.00000"
"2.16607","28.46327","52.02000"
"2.16682","28.47312","52.04000"
"2.16740","28.46934","52.06000"
"2.16807","28.45624","52.08000"
"2.16901","28.45041","52.10000"
"2.17018","28.46482","52.12000"
"2.17131","28.49295","52.14000"
"2.17213","28.51408","52.16000"
"2.17265","28.50963","52.18000"
"2.17328","28.48545","52.20000"
"2.17419","28.46932","52.22000"
"2.17519","28.47668","52.24000"
"2.17609","28.49435","52.26000"
"2.17687","28.50554","52.28000"
"2.17746","28.50358","52.30000"
"2.17809","28.48999","52.32000"
"2.17895","28.48043","52.34000"
