"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.303832354E1,-9.902954102E-1,-2.177734375E1,5.204772949E1
2.308834185E1,-3.953552246E0,-1.934661865E1,5.176086426E1
2.318828692E1,-1.699829102E0,-2.016601562E1,5.234832764E1
2.328826251E1,-2.514648438E0,-2.197570801E1,5.100860596E1
2.333825030E1,-2.412414551E0,-2.345428467E1,5.204772949E1
2.343822589E1,-2.896118164E0,-1.961212158E1,5.101470947E1
2.353822714E1,8.407592773E-1,-2.142028809E1,5.382690430E1
2.358818442E1,-6.469726562E-1,-2.042541504E1,5.383148193E1
2.368816000E1,-5.950927734E-2,-2.115173340E1,5.249176025E1
2.378816611E1,-6.607055664E-1,-2.102355957E1,5.160064697E1
2.383848959E1,-2.410888672E-1,-2.204895020E1,5.263977051E1
2.393809897E1,-3.326416016E-1,-2.027130127E1,5.219726562E1
2.403807455E1,1.388549805E-1,-1.966400146E1,5.234527588E1
2.408806234E1,-2.291870117E0,-1.974029541E1,5.160827637E1
2.418843466E1,-1.037597656E0,-1.851348877E1,5.220184326E1
2.428804403E1,-1.268005371E0,-2.104644775E1,5.056304932E1
2.433800131E1,-1.243591309E0,-2.015228271E1,5.234680176E1
2.443800741E1,-1.068115234E-2,-1.951751709E1,5.398101807E1
2.453834921E1,-8.758544922E-1,-1.806182861E1,5.309295654E1
2.458794028E1,-1.213073730E0,-1.911010742E1,5.383453369E1
2.468791586E1,-1.063537598E0,-1.925506592E1,5.294189453E1
2.478789145E1,-1.123046875E0,-2.118682861E1,5.219726562E1
2.483790976E1,8.590698242E-1,-2.097625732E1,5.204467773E1
2.493785483E1,3.143310547E-1,-1.891479492E1,5.293884277E1
2.503786093E1,-1.170349121E0,-1.777191162E1,5.383758545E1
2.508781820E1,2.273559570E-1,-1.698913574E1,5.160675049E1
2.518779379E1,-7.507324219E-1,-1.894836426E1,5.294189453E1
2.528776938E1,-2.784729004E0,-2.079315186E1,5.234985352E1
2.533781820E1,-1.710510254E0,-2.045898438E1,5.338745117E1
2.543776327E1,-1.193237305E0,-1.866607666E1,5.160675049E1
2.553770834E1,9.246826172E-1,-1.859283447E1,5.576324463E1
2.558800131E1,1.895141602E0,-2.168426514E1,5.411987305E1
2.568773276E1,-8.789062500E-1,-1.806030273E1,5.413360596E1
2.578764731E1,-7.537841797E-1,-1.894531250E1,5.428009033E1
2.583766562E1,1.739501953E-1,-1.862335205E1,5.205078125E1
2.593791586E1,-6.988525391E-1,-1.716308594E1,5.472869873E1
2.603764731E1,-2.326965332E0,-1.587829590E1,5.369567871E1
2.608757406E1,-2.900695801E0,-1.470642090E1,5.518341064E1
2.618754965E1,-3.302001953E0,-1.783752441E1,5.458679199E1
2.628783041E1,-2.397155762E0,-1.826019287E1,5.146026611E1
2.633751303E1,-3.298950195E0,-1.784057617E1,5.310058594E1
2.643751913E1,-8.148193359E-1,-1.597595215E1,5.547637939E1
2.653746420E1,2.288818359E-1,-1.669006348E1,5.413360596E1
2.658745199E1,-7.308959961E-1,-1.820220947E1,5.428161621E1
2.668742758E1,-1.962280273E0,-1.868743896E1,5.413665771E1
2.678740316E1,7.629394531E-3,-1.892089844E1,5.427703857E1
2.683742148E1,-1.031494141E0,-1.821441650E1,5.324096680E1
2.693736654E1,-2.766418457E0,-1.529693604E1,5.429229736E1
2.703734213E1,-3.056335449E0,-1.486053467E1,5.473937988E1
2.708751303E1,-5.030822754E0,-1.477508545E1,5.489196777E1
2.718733603E1,-2.825927734E0,-1.723175049E1,5.324707031E1
2.728728110E1,-1.347351074E0,-1.851959229E1,5.398712158E1
2.733760458E1,-1.216125488E0,-1.910705566E1,5.517120361E1
2.743736654E1,7.827758789E-1,-1.845092773E1,5.427703857E1
2.753725058E1,3.784179688E-1,-1.683349609E1,5.398559570E1
2.758723837E1,-1.782226562E0,-1.793975830E1,5.324401855E1
2.768751913E1,2.322387695E0,-1.796112061E1,5.263977051E1
2.778734213E1,1.248168945E0,-1.829071045E1,5.264129639E1
2.783717734E1,1.422119141E0,-1.754455566E1,5.323638916E1
2.793712240E1,2.243041992E-1,-1.698760986E1,5.264739990E1
2.803746420E1,-1.901245117E0,-1.675720215E1,5.413970947E1
2.808711630E1,-3.395080566E0,-1.591033936E1,5.473785400E1
2.818709189E1,-5.889892578E-1,-1.864471436E1,5.309143066E1
2.828703695E1,-3.021240234E-1,-1.923065186E1,5.323791504E1
2.833702475E1,-7.598876953E-1,-1.924591064E1,5.323944092E1
2.843703085E1,-7.400512695E-1,-1.849975586E1,5.428161621E1
2.853700644E1,-1.158142090E0,-1.732482910E1,5.458068848E1
2.858699423E1,1.876831055E-1,-1.802673340E1,5.383300781E1
2.868693930E1,1.370239258E0,-1.917877197E1,5.323333740E1
2.878691488E1,1.313781738E0,-2.080841064E1,5.427093506E1
2.883708578E1,8.621215820E-1,-2.067565918E1,5.412445068E1
2.893690878E1,4.272460938E-2,-1.788177490E1,5.368652344E1
2.903685385E1,6.408691406E-2,-1.713867188E1,5.428009033E1
2.908684164E1,6.546020508E-1,-1.771545410E1,5.383300781E1
2.918703085E1,-1.043701172E0,-1.850891113E1,5.428161621E1
2.928679281E1,-8.697509766E-1,-1.776123047E1,5.487670898E1
2.933678061E1,-1.628112793E0,-1.778564453E1,5.413665771E1
2.943675619E1,3.326416016E-1,-1.816864014E1,5.502166748E1
2.953694540E1,2.308654785E0,-1.825408936E1,5.457153320E1
2.958671957E1,1.666259766E0,-1.931457520E1,5.457153320E1
2.968669516E1,6.881713867E-1,-2.157440186E1,5.248870850E1
2.978667074E1,-3.997802734E-1,-2.220001221E1,5.368041992E1
2.983671957E1,-9.231567383E-1,-1.939392090E1,5.517120361E1
2.993663412E1,-3.973388672E0,-1.963806152E1,5.562591553E1
3.003660971E1,-3.039550781E0,-1.916656494E1,5.383911133E1
3.008662802E1,-3.498840332E0,-1.933135986E1,5.294799805E1
3.018657309E1,-4.136657715E0,-2.024078369E1,5.309753418E1
3.028654867E1,-3.057861328E0,-1.976013184E1,5.339202881E1
3.033656698E1,-3.967285156E0,-1.964263916E1,5.324707031E1
3.043654257E1,-1.847839355E0,-1.986846924E1,5.428009033E1
3.053648764E1,-1.510620117E-1,-1.907501221E1,5.487213135E1
3.058671957E1,-1.361083984E0,-1.896514893E1,5.398559570E1
3.068648153E1,1.307678223E0,-2.110900879E1,5.293273926E1
3.078642660E1,-4.425048828E-2,-2.055664062E1,5.397949219E1
3.083641440E1,-3.555297852E-1,-2.086334229E1,5.323486328E1
3.093666464E1,-3.280639648E-1,-1.981964111E1,5.561523438E1
3.103636557E1,-7.553100586E-1,-1.894531250E1,5.502319336E1
3.108635336E1,3.295898438E-1,-1.816711426E1,5.606231689E1
3.118632895E1,-9.536743164E-1,-2.043609619E1,5.413055420E1
3.128657919E1,-3.265380859E-1,-1.982116699E1,5.502014160E1
3.133629233E1,-3.265380859E-1,-1.982116699E1,5.502014160E1
3.143626791E1,-2.441406250E-2,-1.981048584E1,5.531616211E1
3.153624350E1,-4.577636719E-3,-1.921691895E1,5.561523438E1
3.158623129E1,7.614135742E-1,-1.919555664E1,5.397949219E1
3.168620688E1,8.560180664E-1,-2.097473145E1,5.308380127E1
3.178621298E1,-1.080322266E0,-1.954803467E1,5.532073975E1
3.183624599E1,-1.046752930E0,-1.850738525E1,5.532226562E1
3.193616055E1,1.663208008E-1,-1.861877441E1,5.487213135E1
3.203613613E1,2.449035645E0,-1.839599609E1,5.635223389E1
3.208630703E1,3.691101074E0,-2.221221924E1,5.827484131E1
3.218616054E1,2.340698242E0,-2.181549072E1,5.605010986E1
3.228610561E1,2.694702148E0,-2.031860352E1,5.575561523E1
3.233636806E1,2.803039551E0,-2.149963379E1,5.857696533E1
3.243613003E1,1.937866211E0,-2.004394531E1,5.768890381E1
3.253607510E1,3.475952148E0,-1.940002441E1,5.813293457E1
3.258655117E1,2.032470703E0,-2.182159424E1,5.738983154E1
3.268658779E1,8.026123047E-1,-2.230529785E1,5.694732666E1
3.278616665E1,1.869201660E0,-2.227325439E1,5.649719238E1
3.283597134E1,2.009582520E0,-2.256317139E1,5.738830566E1
3.293594692E1,1.774597168E0,-2.049560547E1,5.664825439E1
3.303628872E1,1.358032227E-1,-1.935729980E1,5.724945068E1
3.308603237E1,1.612854004E0,-2.064514160E1,5.828247070E1
3.318603848E1,-1.995849609E0,-1.972808838E1,5.413513184E1
3.328601406E1,1.083374023E-1,-2.039947510E1,5.546569824E1
3.333581875E1,-3.067016602E-1,-1.922760010E1,5.502166748E1
3.343579433E1,-1.216125488E0,-1.910705566E1,5.517120361E1
3.353575862E1,9.994506836E-1,-1.636352539E1,5.517120361E1
3.358605159E1,-2.853393555E-1,-1.848297119E1,5.532073975E1
3.368572200E1,-1.269531250E0,-2.073974609E1,5.516815186E1
3.378569759E1,2.639770508E-1,-2.024688721E1,5.605926514E1
3.383571590E1,1.635742188E0,-2.005310059E1,5.724487305E1
3.393572200E1,1.225280762E0,-1.857910156E1,5.799102783E1
3.403563655E1,-1.159667969E-1,-1.773071289E1,5.799713135E1
3.408617366E1,1.622009277E0,-2.034759521E1,5.873107910E1
3.418569148E1,-8.651733398E-1,-2.221069336E1,5.665283203E1
3.428560604E1,1.138305664E0,-2.140655518E1,5.650024414E1
3.433556331E1,5.584716797E-1,-2.038116455E1,5.798950195E1
3.443593562E1,1.199340820E0,-1.932220459E1,5.828552246E1
3.453557552E1,1.013183594E0,-2.051849365E1,5.665130615E1
3.458553279E1,8.117675781E-1,-2.200775146E1,5.724334717E1
3.468547786E1,1.264953613E0,-2.214355469E1,5.634918213E1
3.478578914E1,1.754760742E0,-2.108764648E1,5.709381104E1
