"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.014083715E0,-1.675415039E-2,1.904693604E0,7.652252197E0
2.064083715E0,-4.785156250E-2,1.689331055E0,9.731613159E0
2.114083715E0,-6.939697266E-2,1.698898315E0,1.154298401E1
2.164083715E0,2.488555908E-1,9.188385010E-1,1.300259399E1
2.214083715E0,4.019927979E-1,8.207397461E-1,1.070788574E1
2.264083715E0,-5.742797852E-1,-5.359954834E-1,1.374676514E1
2.314083715E0,-2.153472900E-1,-8.542327881E-1,1.061216736E1
2.364083715E0,6.029968262E-1,1.081558228E0,8.616561890E0
2.414083715E0,1.603240967E-1,1.318450928E0,8.197814941E0
2.464083715E0,-1.675415039E-2,1.868789673E0,7.341186523E0
2.514083715E0,-1.507415771E-1,1.897506714E0,8.379669189E0
2.564083715E0,3.062744141E-1,1.995620728E0,9.942184448E0
2.614083715E0,-2.919311523E-1,1.727615356E0,1.193061829E1
2.664083715E0,-3.661041260E-1,1.763504028E0,1.193539429E1
2.714083715E0,-4.450683594E-1,1.749160767E0,1.204307556E1
2.764083715E0,-1.493118286E0,-5.743408203E-2,1.152862549E1
2.814083715E0,-1.600799561E0,-2.440643311E-1,1.010488892E1
2.864083715E0,-6.986999512E-1,3.924255371E-1,8.480163574E0
2.914083715E0,-8.829498291E-1,1.292129517E0,7.625930786E0
2.964083715E0,-8.733825684E-1,1.785049438E0,7.525421143E0
3.014083715E0,-2.991027832E-1,2.069793701E0,7.788635254E0
3.064083715E0,-1.153335571E0,1.342376709E0,1.131086731E1
3.114083715E0,-8.255310059E-1,1.830505371E0,1.169372559E1
3.164083715E0,-8.015899658E-1,8.757781982E-1,1.348834229E1
3.214083715E0,-3.111267090E-2,1.414154053E0,1.158364868E1
3.264083715E0,2.679901123E-1,7.274169922E-1,1.060260010E1
3.314083715E0,-2.153472900E-1,-3.014984131E-1,9.140579224E0
3.364083715E0,4.115600586E-1,3.995971680E-1,9.023330688E0
3.414083715E0,-1.842498779E-1,1.016952515E0,8.566299438E0
3.464083715E0,1.627044678E-1,1.837692261E0,6.352951050E0
3.514083715E0,-7.656860352E-2,2.105682373E0,8.327026367E0
3.564083715E0,8.327026367E-1,2.256439209E0,9.765106201E0
3.614083715E0,-9.567260742E-3,2.428710938E0,1.088494873E1
3.664083715E0,1.579284668E-1,2.091323853E0,1.259820557E1
3.714083715E0,-8.255310059E-1,2.629714966E0,1.142094421E1
3.764083715E0,-5.479583740E-1,6.364898682E-1,1.380897522E1
3.814083715E0,-1.488342285E0,5.288085938E-1,8.231307983E0
3.864083715E0,-2.225341797E-1,7.154541016E-1,9.413360596E0
3.914083715E0,-1.148529053E-1,8.159484863E-1,8.606979370E0
3.964083715E0,-5.742797852E-1,1.909469604E0,7.750350952E0
4.014083715E0,-6.340942383E-1,2.160720825E0,7.896316528E0
4.064083715E0,-3.325958252E-1,2.718246460E0,8.719451904E0
4.114083715E0,-7.417297363E-2,1.914260864E0,1.099263000E1
4.164083715E0,5.551300049E-1,1.670196533E0,1.233978271E1
4.214083715E0,-3.158569336E-1,1.969299316E0,1.164587402E1
4.264083715E0,1.655838013E0,1.320831299E0,1.185404968E1
4.314083715E0,-1.402191162E0,-6.221313477E-1,1.242831421E1
4.364083715E0,-7.656860352E-2,2.129669189E-1,7.877166748E0
4.414083715E0,3.828430176E-2,9.762725830E-1,8.011169434E0
4.464083715E0,-3.517456055E-1,1.703689575E0,6.891326904E0
4.514083715E0,-4.307098389E-1,1.954940796E0,7.814956665E0
4.564083715E0,-6.029968262E-1,1.674972534E0,1.066241455E1
4.614083715E0,4.091796875E-1,1.811370850E0,1.160758972E1
4.664083715E0,-2.895355225E-1,1.095916748E0,1.368933105E1
4.714083715E0,-1.040878296E0,1.497909546E0,1.062413025E1
4.764083715E0,-1.019348145E0,1.770629883E-1,1.175833130E1
4.814083715E0,-1.986083984E-1,-6.221313477E-1,1.143769836E1
4.864083715E0,-4.331054688E-1,4.737854004E-1,9.032897949E0
4.914083715E0,-1.866455078E-1,4.163513184E-1,6.728622437E0
4.964083715E0,-6.891326904E-1,5.766754150E-1,8.140380859E0
5.014083715E0,-6.508483887E-1,1.335189819E0,6.659225464E0
5.064083715E0,-1.160522461E0,6.340942383E-1,9.736389160E0
5.114083715E0,1.722869873E-1,2.560272217E-1,1.191386414E1
5.164083715E0,-1.172485352E-1,5.264282227E-2,1.294517517E1
5.214083715E0,-3.948211670E-1,6.077728271E-1,1.195933533E1
5.264083715E0,3.900299072E-1,7.010955811E-1,1.110987854E1
5.314083715E0,-8.853454590E-1,-1.318450928E0,9.894317627E0
5.364083715E0,8.853149414E-2,-2.608184814E-1,1.058106995E1
5.414083715E0,4.474639893E-1,1.038482666E0,8.018356323E0
5.464083715E0,-2.799530029E-1,1.873580933E0,6.498901367E0
5.514083715E0,-5.024871826E-1,1.414154053E0,7.700103760E0
5.564083715E0,-2.823486328E-1,1.387832642E0,9.951751709E0
5.614083715E0,-5.312042236E-1,1.198806763E0,1.185643005E1
5.664083715E0,-2.727813721E-1,8.398742676E-1,1.352902222E1
5.714083715E0,-7.848510742E-1,1.103088379E0,1.091606140E1
5.764083715E0,-1.026519775E0,4.450683594E-1,1.201914978E1
5.814083715E0,-1.452438354E0,-1.440475464E0,1.078684998E1
5.864083715E0,-3.852386475E-1,-5.120697021E-1,8.743377686E0
5.914083715E0,-6.891326904E-1,2.273254395E-1,8.645263672E0
5.964083715E0,-7.250213623E-1,8.614196777E-1,8.061416626E0
6.014083715E0,-5.216369629E-1,1.749160767E0,7.750350952E0
6.064083715E0,-1.256225586E0,1.270584106E0,9.571289062E0
6.114083715E0,-8.255310059E-1,8.087768555E-1,1.059303284E1
6.164083715E0,-1.414154053E0,2.225341797E-1,1.191386414E1
6.214083715E0,-7.171630859E-3,2.871398926E-1,1.114097595E1
6.264083715E0,-9.451599121E-1,-1.933395386E0,1.624487305E1
6.314083715E0,6.364898682E-1,-1.071990967E0,9.896713257E0
6.364083715E0,9.809875488E-2,-3.062744141E-1,7.953735352E0
6.414083715E0,-1.105484009E0,6.077728271E-1,6.606582642E0
6.464083715E0,-9.786682129E-1,1.545761108E0,6.388839722E0
6.514083715E0,-8.877410889E-1,1.220336914E0,8.963516235E0
6.564083715E0,-4.547119141E-2,1.404586792E0,1.039202881E1
6.614083715E0,-8.853454590E-1,1.284942627E0,1.308874512E1
6.664083715E0,-3.397827148E-1,1.330413818E0,1.337348938E1
6.714083715E0,9.427795410E-1,-9.690856934E-1,1.290209961E1
6.764083715E0,-1.808975220E0,-9.068756104E-1,1.074617004E1
6.814083715E0,-6.484527588E-1,-1.962127686E-1,9.963714600E0
6.864083715E0,-9.643096924E-1,-1.674957275E-1,7.929809570E0
6.914083715E0,-9.068756104E-1,1.222732544E0,6.616149902E0
6.964083715E0,-1.086334229E0,1.576873779E0,7.025329590E0
7.014083715E0,-1.160522461E0,1.986038208E0,8.281555176E0
7.064083715E0,-1.670196533E0,1.076766968E0,1.074377441E1
7.114083715E0,-1.201202393E0,6.460571289E-1,1.182533264E1
7.164083715E0,-1.435699463E0,1.890258789E-1,1.403150940E1
7.214083715E0,4.522399902E-1,-3.588867188E-2,1.093280029E1
7.264083715E0,-1.674972534E0,-1.433303833E0,1.279203796E1
7.314083715E0,-2.344970703E-1,-7.082824707E-1,9.683746338E0
7.364083715E0,2.440643311E-1,1.698913574E-1,8.303100586E0
7.414083715E0,-6.340942383E-1,1.433303833E0,6.108871460E0
7.464083715E0,-1.088729858E0,1.095916748E0,7.410568237E0
7.514083715E0,-1.627044678E-1,1.368698120E0,1.015753174E1
7.564083715E0,-3.924255371E-1,1.572082520E0,1.055712891E1
7.614083715E0,-1.117446899E0,1.316055298E0,1.181814575E1
7.664083715E0,-5.647125244E-1,1.210769653E0,1.264128113E1
7.714083715E0,-8.829498291E-1,3.278198242E-1,1.047816467E1
7.764083715E0,-1.229904175E0,-1.028915405E0,1.287577820E1
7.814083715E0,-1.878372192E0,-1.112655640E0,9.221939087E0
7.864083715E0,-1.112655640E0,-7.322082520E-1,8.764907837E0
7.914083715E0,-7.250213623E-1,5.599212646E-1,7.556533813E0
7.964083715E0,-1.502685547E0,7.010955811E-1,7.494323730E0
8.014083715E0,-1.363906860E0,1.009765625E0,8.616561890E0
8.064083715E0,-1.272979736E0,1.210769653E0,9.456436157E0
8.114083715E0,-1.081558228E0,9.571228027E-1,1.083949280E1
8.164083715E0,-8.973083496E-1,3.708801270E-1,1.304327393E1
8.214083715E0,-8.518524170E-1,1.031311035E0,1.089213562E1
8.264083715E0,-1.828109741E0,-1.179656982E0,1.336869812E1
8.314083715E0,-1.993225098E0,-1.292129517E0,1.094238281E1
8.364083715E0,-8.135528564E-1,-3.828582764E-1,8.305480957E0
8.414083715E0,-1.296905518E0,1.196441650E-1,7.659423828E0
8.464083715E0,-1.969299316E0,-2.416687012E-1,8.059020996E0
8.514083715E0,-2.694320679E0,-1.227523804E0,9.308074951E0
8.564083715E0,-1.505081177E0,-1.031311035E0,1.048535156E1
8.614083715E0,-2.388031006E0,-1.258621216E0,1.067677307E1
8.664083715E0,-1.213165283E0,-1.435699463E0,1.221296692E1
8.714083715E0,-2.672790527E0,-7.274169922E-1,8.611770630E0
8.764083715E0,-2.830703735E0,-5.623168945E-1,1.222253418E1
8.814083715E0,-6.412811279E-1,-9.020996094E-1,9.891921997E0
8.864083715E0,-1.019348145E0,-1.392623901E0,1.204307556E1
8.914083715E0,-1.438079834E0,-1.153335571E0,7.451248169E0
8.964083715E0,-1.464401245E0,3.565368652E-1,8.425125122E0
9.014083715E0,-8.446655273E-1,5.503845215E-2,9.710067749E0
9.064083715E0,-1.172485352E-1,4.546356201E-1,1.124148560E1
9.114083715E0,7.274169922E-1,-5.479583740E-1,1.241635132E1
9.164083715E0,4.785614014E-1,-7.178497314E-1,1.411047363E1
9.214083715E0,1.337585449E0,6.700134277E-2,1.064088440E1
9.264083715E0,-3.038940430E-1,-3.062744141E-1,1.164825439E1
9.314083715E0,7.369842529E-1,-1.765899658E0,1.053320312E1
9.364083715E0,7.680969238E-1,-8.781585693E-1,9.245864868E0
9.414083715E0,1.067199707E0,-2.799530029E-1,9.059234619E0
9.464083715E0,9.427795410E-1,7.633056641E-1,7.795822144E0
9.514083715E0,3.589172363E-1,4.642028809E-1,7.980056763E0
9.564083715E0,5.192413330E-1,1.356735229E0,8.889343262E0
9.614083715E0,-7.776641846E-1,8.446655273E-1,1.073420715E1
9.664083715E0,2.919311523E-1,8.781585693E-1,1.363191223E1
9.714083715E0,-1.737182617E0,1.081558228E0,1.246421814E1
9.764083715E0,2.679901123E-1,1.866455078E-1,1.067437744E1
9.814083715E0,-8.015899658E-1,-1.450057983E0,1.226560974E1
9.864083715E0,-7.130584717E-1,-7.058868408E-1,8.836700439E0
9.914083715E0,-9.595184326E-1,-2.129669189E-1,7.022933960E0
9.964083715E0,-1.184448242E0,6.388854980E-1,6.293121338E0
1.001408372E1,-5.168457031E-1,1.148559570E0,7.066009521E0
1.006408372E1,-1.201202393E0,1.136596680E0,9.006591797E0
1.011408372E1,-4.450683594E-1,8.015899658E-1,1.058345032E1
1.016408372E1,-6.604156494E-1,2.632141113E-1,1.323709106E1
1.021408372E1,-4.235229492E-1,8.015899658E-1,1.329930115E1
1.026408372E1,1.911865234E0,7.130584717E-1,1.065763855E1
1.031408372E1,-7.082824707E-1,-1.272979736E0,1.190190125E1
1.036408372E1,-1.986083984E-1,-4.642028809E-1,9.195617676E0
1.041408372E1,1.375869751E0,3.373870850E-1,7.702499390E0
1.046408372E1,-3.349914551E-1,8.590240479E-1,7.836486816E0
1.051408372E1,3.111267090E-2,1.861618042E0,6.867401123E0
1.056408372E1,-5.216369629E-1,1.792221069E0,8.690734863E0
1.061408372E1,-3.206329346E-1,1.849655151E0,1.000679016E1
1.066408372E1,-8.566284180E-1,1.146163940E0,1.306242371E1
1.071408372E1,-6.412811279E-1,1.239486694E0,1.441436768E1
1.076408372E1,6.700134277E-2,9.212341309E-1,1.003071594E1
1.081408372E1,-1.160522461E0,-1.890258789E-1,1.053080750E1
1.086408372E1,-1.112655640E0,-6.532440186E-1,1.026998901E1
1.091408372E1,-8.781585693E-1,-2.727813721E-1,8.472991943E0
1.096408372E1,-2.512512207E-1,1.048049927E0,8.145172119E0
1.101408372E1,-5.766754150E-1,1.234695435E0,7.604385376E0
1.106408372E1,-5.934143066E-1,2.098510742E0,8.903686523E0
1.111408372E1,-8.901367188E-1,1.215560913E0,1.028913879E1
1.116408372E1,-5.455627441E-1,1.062408447E0,1.303849792E1
1.121408372E1,-1.416549683E0,1.220336914E0,1.233978271E1
1.126408372E1,1.074371338E0,1.062408447E0,1.217228699E1
1.131408372E1,-1.540985107E0,-1.217941284E0,1.102851868E1
1.136408372E1,-4.426727295E-1,-6.029968262E-1,9.119049072E0
1.141408372E1,8.375549316E-2,8.566284180E-1,8.200210571E0
1.146408372E1,-3.613128662E-1,1.081558228E0,6.352951050E0
1.151408372E1,-3.110656738E-1,1.533798218E0,7.470397949E0
1.156408372E1,-3.995971680E-1,1.383056641E0,9.384643555E0
1.161408372E1,-3.302154541E-1,1.368698120E0,1.111705017E1
1.166408372E1,-6.340942383E-1,1.335189819E0,1.255274963E1
1.171408372E1,-1.048049927E0,2.163116455E0,1.214596558E1
1.176408372E1,3.469543457E-1,1.275375366E0,1.097587585E1
1.181408372E1,-1.746765137E0,-1.110275269E0,1.127976990E1
1.186408372E1,-9.403839111E-1,-2.847442627E-1,9.205184937E0
1.191408372E1,-5.216369629E-1,6.460571289E-2,7.058822632E0
1.196408372E1,-5.216369629E-1,8.231353760E-1,8.860626221E0
1.201408372E1,-3.325958252E-1,1.225128174E0,7.647460938E0
1.206408372E1,-9.379882812E-1,1.060012817E0,9.858428955E0
1.211408372E1,-2.225341797E-1,1.033706665E0,1.150468445E1
1.216408372E1,-3.924255371E-1,1.962127686E-1,1.311984253E1
1.221408372E1,-6.460571289E-1,1.182052612E0,1.137786865E1
1.226408372E1,9.164581299E-1,8.279113770E-1,1.251446533E1
1.231408372E1,-9.044799805E-1,-1.021728516E0,1.139462280E1
1.236408372E1,6.460571289E-2,5.718841553E-1,8.240875244E0
1.241408372E1,-2.608184814E-1,1.545761108E0,7.503890991E0
1.246408372E1,2.392578125E-2,1.648651123E0,7.592422485E0
1.251408372E1,4.791259766E-3,1.665405273E0,8.985046387E0
1.256408372E1,2.225341797E-1,1.612762451E0,9.710067749E0
1.261408372E1,1.363983154E-1,1.069595337E0,1.245942688E1
1.266408372E1,-9.595184326E-1,9.906311035E-1,1.347398376E1
1.271408372E1,-8.350982666E-1,2.172683716E0,9.487548828E0
1.276408372E1,-1.098312378E0,-1.675415039E-2,1.287817383E1
1.281408372E1,-6.819610596E-1,-8.518524170E-1,1.108595276E1
1.286408372E1,-9.020996094E-1,2.584228516E-1,7.116256714E0
1.291408372E1,-7.537384033E-1,1.143768311E0,6.941574097E0
1.296408372E1,-5.072784424E-1,1.131805420E0,8.085342407E0
1.301408372E1,-1.914978027E-2,1.875976562E0,8.839080811E0
1.306408372E1,-1.100769043E-1,1.404586792E0,1.000439453E1
1.311408372E1,3.421783447E-1,1.251449585E0,1.109791565E1
1.316408372E1,-6.221313477E-1,8.135528564E-1,1.239721680E1
1.321408372E1,1.684539795E0,1.112655640E0,1.094955444E1
1.326408372E1,-1.387786865E-1,-6.460571289E-2,1.343809509E1
1.331408372E1,1.914215088E-1,-4.474639893E-1,8.858230591E0
1.336408372E1,6.412811279E-1,4.737854004E-1,9.236297607E0
1.341408372E1,6.006011963E-1,1.440475464E0,6.637695312E0
1.346408372E1,-3.349304199E-2,1.567306519E0,7.475173950E0
1.351408372E1,-1.914215088E-1,1.270584106E0,8.683547974E0
1.356408372E1,-4.187469482E-1,1.751541138E0,1.193539429E1
1.361408372E1,-1.294509888E0,1.019348145E0,1.262692261E1
1.366408372E1,-6.484527588E-1,1.469192505E0,1.342373657E1
1.371408372E1,-4.019927979E-1,1.026519775E0,9.669403076E0
1.376408372E1,-1.222732544E0,4.307556152E-2,1.177268982E1
1.381408372E1,-6.723785400E-1,-7.824554443E-1,1.056671143E1
1.386408372E1,5.288085938E-1,-1.052856445E-1,9.040084839E0
1.391408372E1,-2.201385498E-1,6.436767578E-1,7.544570923E0
1.396408372E1,-3.086700439E-1,8.757781982E-1,7.680953979E0
1.401408372E1,2.368927002E-1,1.521835327E0,8.068603516E0
1.406408372E1,-7.130584717E-1,7.322082520E-1,1.033938599E1
1.411408372E1,1.483612061E-1,5.766754150E-1,1.145443726E1
1.416408372E1,-6.723785400E-1,6.963043213E-1,1.259820557E1
1.421408372E1,2.495712280E0,5.838470459E-1,1.113140869E1
1.426408372E1,-6.628112793E-1,-1.057632446E0,1.330169678E1
1.431408372E1,3.637084961E-1,-5.766754150E-1,9.643081665E0
1.436408372E1,7.609100342E-1,4.307098389E-1,9.159729004E0
1.441408372E1,5.072784424E-1,1.837692261E0,6.082550049E0
1.446408372E1,-3.445739746E-1,1.777862549E0,7.161712646E0
1.451408372E1,-1.866455078E-1,1.576873779E0,9.434906006E0
1.456408372E1,0.000000000E0,1.753936768E0,1.077726746E1
1.461408372E1,-1.674957275E-1,1.591232300E0,1.245225525E1
1.466408372E1,5.216369629E-1,1.572082520E0,1.393341064E1
1.471408372E1,8.303070068E-1,3.948211670E-1,1.107637024E1
1.476408372E1,-1.237091064E0,6.077728271E-1,9.789031982E0
1.481408372E1,-8.494567871E-1,-2.703857422E-1,9.760330200E0
1.486408372E1,6.460571289E-2,9.332275391E-2,1.000917053E1
1.491408372E1,5.192413330E-1,1.258621216E0,7.278961182E0
1.496408372E1,-3.637084961E-1,1.962112427E0,7.147354126E0
1.501408372E1,-2.153015137E-2,2.519638062E0,7.427322388E0
1.506408372E1,-7.992095947E-1,1.311264038E0,1.076052856E1
1.511408372E1,-3.349914551E-1,1.141372681E0,1.036810303E1
1.516408372E1,-7.968139648E-1,6.197357178E-1,1.150708008E1
1.521408372E1,1.722869873E-1,4.929199219E-1,1.089213562E1
1.526408372E1,1.698913574E-1,-9.690856934E-1,1.552224731E1
1.531408372E1,3.780670166E-1,-7.561340332E-1,1.036810303E1
1.536408372E1,9.786682129E-1,9.092712402E-2,8.468200684E0
1.541408372E1,2.871398926E-1,1.280166626E0,7.111465454E0
1.546408372E1,-6.197357178E-1,1.335189819E0,7.336395264E0
1.551408372E1,-4.665985107E-1,1.883148193E0,8.863021851E0
1.556408372E1,9.092712402E-2,2.014755249E0,9.915863037E0
1.561408372E1,-4.378814697E-1,1.562515259E0,1.169132996E1
1.566408372E1,5.024719238E-2,5.694885254E-1,1.277049255E1
1.571408372E1,7.171630859E-3,1.986083984E-1,1.160519409E1
1.576408372E1,1.009765625E0,-1.581649780E0,1.587637329E1
1.581408372E1,5.168457031E-1,-1.634292603E0,8.506484985E0
1.586408372E1,3.589172363E-1,-1.191619873E0,1.093759155E1
1.591408372E1,1.483612061E-1,-8.159484863E-1,7.874786377E0
1.596408372E1,5.838470459E-1,1.172485352E-1,8.161911011E0
1.601408372E1,5.264282227E-1,2.799530029E-1,7.611572266E0
1.606408372E1,4.426727295E-1,1.435852051E-2,9.856033325E0
1.611408372E1,9.379882812E-1,-3.254241943E-1,1.060737610E1
1.616408372E1,1.251449585E0,-9.355926514E-1,1.191146851E1
1.621408372E1,1.378265381E0,-1.153335571E0,1.104527283E1
1.626408372E1,2.919311523E-1,-1.596008301E0,1.148315430E1
1.631408372E1,1.031311035E0,-9.116668701E-1,8.161911011E0
1.636408372E1,-1.124633789E0,-2.498107910E0,1.242593384E1
1.641408372E1,1.172485352E-1,-8.733825684E-1,1.008335876E1
1.646408372E1,1.287338257E0,-6.436767578E-1,8.683547974E0
1.651408372E1,3.038940430E-1,-2.060226440E0,9.834503174E0
1.656408372E1,3.684997559E-1,-2.067398071E0,1.025085449E1
1.661408372E1,-2.273254395E-1,-2.201400757E0,1.060499573E1
1.666408372E1,-2.081756592E-1,-2.170288086E0,1.116252136E1
1.671408372E1,-1.938171387E-1,-1.404586792E0,1.039682007E1
1.676408372E1,-1.225128174E0,-8.255310059E-1,1.004028320E1
1.681408372E1,-1.359130859E0,1.028900146E-1,9.556930542E0
1.686408372E1,-2.012359619E0,1.627044678E-1,1.059063721E1
1.691408372E1,-1.832901001E0,7.513427734E-1,1.044706726E1
1.696408372E1,-2.672790527E0,7.609100342E-1,1.129173279E1
1.701408372E1,-2.553146362E0,1.335189819E0,1.126541138E1
1.706408372E1,-1.974075317E0,-4.187469482E-1,1.009771729E1
1.711408372E1,-1.299301147E0,-1.272979736E0,1.195933533E1
1.716408372E1,-3.756713867E-1,-1.184448242E0,9.958923340E0
1.721408372E1,-1.452438354E0,-7.848510742E-1,9.281753540E0
1.726408372E1,-1.514663696E0,4.426727295E-1,6.898513794E0
1.731408372E1,-1.866409302E0,1.040878296E0,8.262420654E0
1.736408372E1,-1.584045410E0,1.337585449E0,9.250656128E0
1.741408372E1,-1.100692749E0,1.715652466E0,1.029393005E1
1.746408372E1,-1.131805420E0,1.557723999E0,1.137786865E1
1.751408372E1,-9.858398438E-1,1.213165283E0,1.127020264E1
1.756408372E1,-1.325622559E0,5.575256348E-1,1.308634949E1
1.761408372E1,2.368927002E-1,4.450683594E-1,1.141854858E1
1.766408372E1,-9.547424316E-1,-7.010955811E-1,1.136351013E1
1.771408372E1,5.503845215E-2,-4.426727295E-1,8.499313354E0
1.776408372E1,3.349914551E-1,3.421783447E-1,8.181060791E0
1.781408372E1,8.638153076E-1,5.958099365E-1,8.537597656E0
1.786408372E1,-3.110656738E-1,8.374938965E-1,8.937194824E0
1.791408372E1,2.751770020E-1,1.452438354E0,8.228912354E0
1.796408372E1,2.536315918E-1,1.871185303E0,9.049652100E0
1.801408372E1,8.135986328E-2,1.880752563E0,1.026042175E1
1.806408372E1,-1.962127686E-1,1.524230957E0,1.192343140E1
1.811408372E1,-6.939239502E-1,1.698898315E0,1.180140686E1
1.816408372E1,3.206329346E-1,-1.459655762E-1,1.353141785E1
1.821408372E1,-2.043472290E0,-3.708801270E-1,1.016709900E1
1.826408372E1,-1.103088379E0,7.322082520E-1,8.977874756E0
1.831408372E1,-7.824554443E-1,3.182525635E-1,9.042480469E0
1.836408372E1,-6.460571289E-2,9.810638428E-1,7.743179321E0
1.841408372E1,-5.958099365E-1,1.182052612E0,8.059020996E0
1.846408372E1,-3.661041260E-1,1.768295288E0,8.480163574E0
1.851408372E1,-6.269226074E-1,1.734802246E0,1.081317139E1
1.856408372E1,-2.344970703E-1,1.323226929E0,1.141375732E1
1.861408372E1,-2.033843994E-1,9.499511719E-1,1.283509827E1
1.866408372E1,1.031311035E0,4.977111816E-1,1.078205872E1
1.871408372E1,-8.446655273E-1,-5.647125244E-1,1.319880676E1
1.876408372E1,-1.962127686E-1,-5.862426758E-1,9.901504517E0
1.881408372E1,6.364898682E-1,4.594268799E-1,9.717254639E0
1.886408372E1,-4.091796875E-1,1.545761108E0,6.317047119E0
1.891408372E1,-7.968139648E-1,1.761123657E0,7.020538330E0
1.896408372E1,1.052856445E-1,1.567306519E0,9.104690552E0
1.901408372E1,-2.584228516E-1,1.885543823E0,1.050927734E1
1.906408372E1,-4.235229492E-1,1.696517944E0,1.202871704E1
1.911408372E1,-3.804626465E-1,1.569686890E0,1.264367676E1
1.916408372E1,-4.067993164E-2,9.547424316E-1,1.081555176E1
1.921408372E1,-7.752685547E-1,-2.225341797E-1,1.232781982E1
1.926408372E1,-6.795654297E-1,3.972015381E-1,9.260223389E0
1.931408372E1,-5.766754150E-1,3.014984131E-1,8.968292236E0
1.936408372E1,-2.703857422E-1,9.762725830E-1,7.360321045E0
1.941408372E1,-1.014556885E0,1.490722656E0,7.410568237E0
1.946408372E1,-6.221313477E-1,1.897506714E0,7.925033569E0
1.951408372E1,-4.498443604E-1,2.275573730E0,1.042074585E1
1.956408372E1,-1.033706665E0,1.246658325E0,1.135154724E1
1.961408372E1,-9.571838379E-2,1.170089722E0,1.292602539E1
1.966408372E1,-5.551300049E-1,1.253845215E0,1.008575439E1
1.971408372E1,-4.331054688E-1,-1.028900146E-1,1.337348938E1
1.976408372E1,-3.900299072E-1,-6.699829102E-1,1.004267883E1
1.981408372E1,1.316070557E-1,9.567260742E-3,9.434906006E0
1.986408372E1,-2.608184814E-1,1.337585449E0,7.580459595E0
1.991408372E1,-1.103088379E0,1.629516602E0,6.675979614E0
1.996408372E1,-4.067840576E-1,1.789825439E0,8.977874756E0
2.001408372E1,-2.464599609E-1,1.789825439E0,1.009771729E1
2.006408372E1,-5.886383057E-1,1.038482666E0,1.257427979E1
2.011408372E1,5.743408203E-2,1.418945312E0,1.205503845E1
2.016408372E1,-9.858398438E-1,1.452438354E0,1.129652405E1
2.021408372E1,-5.910339355E-1,2.395629883E-3,1.354098511E1
2.026408372E1,-1.311264038E0,4.785156250E-2,7.652252197E0
