Time measurement,Displacement,Primary force measurement
(s),(mm),(N)
"58.80000","195.91708","449.29202"
"58.82000","195.98357","449.45273"
"58.84000","196.05032","449.59113"
"58.86000","196.11711","449.42270"
"58.88000","196.18362","449.28171"
"58.90000","196.25026","449.39658"
"58.92000","196.31711","449.72250"
"58.94000","196.38365","449.64020"
"58.96000","196.45023","449.71402"
"58.98000","196.51707","449.83212"
"59.00000","196.58371","449.81335"
"59.02000","196.65024","449.81427"
"59.04000","196.71706","449.87976"
"59.06000","196.78375","449.94992"
"59.08000","196.85022","449.92972"
"59.10000","196.91701","450.03973"
"59.12000","196.98378","450.12198"
"59.14000","197.05029","450.00165"
"59.16000","197.11697","450.05103"
"59.18000","197.18381","450.25897"
"59.20000","197.25029","450.14865"
"59.22000","197.31691","450.01163"
"59.24000","197.38374","450.42081"
"59.26000","197.45033","450.63168"
"59.28000","197.51689","450.69489"
"59.30000","197.58376","450.67715"
"59.32000","197.65039","450.50662"
"59.34000","197.71689","450.59448"
"59.36000","197.78368","450.41748"
"59.38000","197.85042","450.74179"
"59.40000","197.91690","450.82788"
"59.42000","197.98367","450.73782"
"59.44000","198.05046","450.89325"
"59.46000","198.11696","450.90918"
"59.48000","198.18361","450.68860"
"59.50000","198.25044","450.68991"
"59.52000","198.31696","450.85129"
"59.54000","198.38358","451.07520"
"59.56000","198.45041","451.09103"
"59.58000","198.51703","451.03339"
"59.60000","198.58354","451.11826"
"59.62000","198.65039","451.15799"
"59.64000","198.71706","451.20050"
"59.66000","198.78355","451.45340"
"59.68000","198.85033","451.60754"
"59.70000","198.91710","451.54984"
"59.72000","198.98357","451.69781"
"59.74000","199.05031","451.77933"
"59.76000","199.11711","451.57693"
"59.78000","199.18361","451.58603"
"59.80000","199.25026","451.64273"
"59.82000","199.31711","451.55902"
"59.84000","199.38367","451.59418"
"59.86000","199.45024","451.48920"
"59.88000","199.51712","451.63156"
"59.90000","199.58374","451.70126"
"59.92000","199.65022","451.87677"
"59.94000","199.71704","452.14417"
"59.96000","199.78371","452.27023"
"59.98000","199.85017","452.03320"
"60.00000","199.91693","451.97424"
"60.02000","199.98372","452.01141"
"60.04000","200.05020","451.81097"
"60.06000","200.11694","451.93658"
"60.08000","200.18379","451.91571"
"60.10000","200.25032","451.81210"
"60.12000","200.31694","451.99655"
"60.14000","200.38379","452.10016"
"60.16000","200.45035","452.11887"
"60.18000","200.51691","452.26492"
"60.20000","200.58376","452.33267"
"60.22000","200.65039","452.39999"
"60.24000","200.71689","452.50623"
"60.26000","200.78371","452.46490"
"60.28000","200.85043","452.36856"
"60.30000","200.91690","452.60950"
"60.32000","200.98363","452.71533"
"60.34000","201.05043","452.55722"
"60.36000","201.11694","452.74942"
"60.38000","201.18362","452.84811"
"60.40000","201.25044","453.18329"
"60.42000","201.31700","453.22437"
"60.44000","201.38358","452.92624"
"60.46000","201.45042","453.00461"
"60.48000","201.51700","453.14798"
"60.50000","201.58354","452.98431"
"60.52000","201.65041","452.85980"
"60.54000","201.71709","452.84036"
"60.56000","201.78360","452.99927"
"60.58000","201.85037","452.97638"
"60.60000","201.91711","453.02502"
"60.62000","201.98358","453.32858"
"60.64000","202.05032","453.47638"
"60.66000","202.11710","453.39145"
"60.68000","202.18361","453.13565"
"60.70000","202.25024","453.07666"
"60.72000","202.31712","453.18903"
"60.74000","202.38367","453.37604"
"60.76000","202.45024","453.53058"
"60.78000","202.51709","453.63959"
"60.80000","202.58371","453.65164"
"60.82000","202.65021","453.51321"
"60.84000","202.71707","453.45728"
"60.86000","202.78375","453.56677"
"60.88000","202.85023","453.55148"
"60.90000","202.91699","453.63181"
"60.92000","202.98376","453.92328"
"60.94000","203.05023","454.07660"
"60.96000","203.11694","454.09933"
"60.98000","203.18375","454.07071"
"61.00000","203.25029","453.87070"
"61.02000","203.31693","454.04123"
"61.04000","203.38379","453.97693"
"61.06000","203.45035","453.97961"
"61.08000","203.51691","454.06879"
"61.10000","203.58372","454.08093"
"61.12000","203.65041","453.93808"
"61.14000","203.71689","453.91974"
"61.16000","203.78372","454.00610"
"61.18000","203.85045","454.02533"
"61.20000","203.91693","454.02115"
"61.22000","203.98366","454.15076"
"61.24000","204.05042","454.17087"
"61.26000","204.11688","454.38507"
"61.28000","204.18355","454.44482"
"61.30000","204.25040","454.38074"
"61.32000","204.31696","454.32675"
"61.34000","204.38358","454.34213"
"61.36000","204.45044","454.47162"
"61.38000","204.51704","454.55396"
"61.40000","204.58356","454.56979"
"61.42000","204.65041","454.76636"
"61.44000","204.71707","454.80365"
"61.46000","204.78351","454.72717"
"61.48000","204.85033","454.73105"
"61.50000","204.91707","454.82245"
"61.52000","204.98357","454.86670"
"61.54000","205.05029","454.85455"
"61.56000","205.11711","454.92374"
"61.58000","205.18361","455.06732"
"61.60000","205.25026","455.15756"
"61.62000","205.31711","455.04892"
"61.64000","205.38368","454.97055"
"61.66000","205.45026","454.81250"
"61.68000","205.51712","454.83954"
"61.70000","205.58372","455.18536"
"61.72000","205.65022","455.30377"
"61.74000","205.71704","455.21326"
"61.76000","205.78372","455.12595"
"61.78000","205.85020","455.44171"
"61.80000","205.91701","455.58331"
"61.82000","205.98380","455.46350"
"61.84000","206.05026","455.26630"
"61.86000","206.11696","455.38120"
"61.88000","206.18376","455.56729"
"61.90000","206.25027","455.50848"
"61.92000","206.31691","455.40616"
"61.94000","206.38376","455.36334"
"61.96000","206.45035","455.45520"
"61.98000","206.51691","455.46335"
"62.00000","206.58377","455.53137"
"62.02000","206.65041","455.57172"
"62.04000","206.71690","455.62494"
"62.06000","206.78372","455.69049"
"62.08000","206.85046","455.65204"
"62.10000","206.91693","455.83771"
"62.12000","206.98369","455.85815"
"62.14000","207.05046","455.80524"
"62.16000","207.11691","455.85394"
"62.18000","207.18361","456.06860"
"62.20000","207.25041","456.12903"
"62.22000","207.31697","456.15863"
"62.24000","207.38356","455.98624"
"62.26000","207.45045","455.87463"
"62.28000","207.51704","456.10709"
"62.30000","207.58357","456.21820"
"62.32000","207.65039","456.31378"
"62.34000","207.71706","456.14569"
"62.36000","207.78354","456.08276"
"62.38000","207.85037","456.22211"
"62.40000","207.91711","456.15820"
"62.42000","207.98358","456.10754"
"62.44000","208.05029","456.08847"
"62.46000","208.11710","456.37222"
"62.48000","208.18361","456.19788"
"62.50000","208.25024","456.08859"
"62.52000","208.31708","456.12805"
"62.54000","208.38364","456.34705"
"62.56000","208.45020","456.36002"
"62.58000","208.51707","456.53549"
"62.60000","208.58371","456.47519"
"62.62000","208.65024","456.58383"
"62.64000","208.71703","456.62262"
"62.66000","208.78375","456.55695"
"62.68000","208.85022","456.68674"
"62.70000","208.91699","456.62451"
"62.72000","208.98376","456.57703"
"62.74000","209.05025","456.57492"
"62.76000","209.11696","456.58063"
"62.78000","209.18379","456.57080"
"62.80000","209.25031","456.85278"
"62.82000","209.31694","457.00647"
"62.84000","209.38377","456.81308"
"62.86000","209.45035","456.85443"
"62.88000","209.51688","456.91510"
"62.90000","209.58372","456.96161"
"62.92000","209.65036","456.88861"
"62.94000","209.71686","456.73605"
"62.96000","209.78368","456.79770"
"62.98000","209.85042","456.89465"
"63.00000","209.91689","456.83710"
"63.02000","209.98364","456.79645"
"63.04000","210.05043","456.93433"
"63.06000","210.11697","457.22360"
"63.08000","210.18364","457.30896"
"63.10000","210.25047","457.41257"
"63.12000","210.31696","457.39786"
"63.14000","210.38358","457.22601"
"63.16000","210.45042","457.29602"
"63.18000","210.51701","457.32101"
"63.20000","210.58354","457.38812"
"63.22000","210.65038","457.20316"
"63.24000","210.71706","457.17932"
"63.26000","210.78355","457.14349"
"63.28000","210.85037","457.23087"
"63.30000","210.91713","457.38565"
"63.32000","210.98360","457.21689"
"63.34000","211.05032","457.39648"
"63.36000","211.11711","457.52097"
"63.38000","211.18361","457.64899"
"63.40000","211.25023","457.73779"
"63.42000","211.31708","457.68170"
"63.44000","211.38364","457.55542"
"63.46000","211.45024","457.52661"
"63.48000","211.51709","457.59030"
"63.50000","211.58371","457.76208"
"63.52000","211.65024","457.69019"
"63.54000","211.71707","457.63431"
"63.56000","211.78378","457.67734"
"63.58000","211.85025","457.86557"
"63.60000","211.91704","457.74588"
"63.62000","211.98380","457.78464"
"63.64000","212.05028","457.98434"
"63.66000","212.11694","458.05243"
"63.68000","212.18379","458.13080"
"63.70000","212.25029","458.09439"
"63.72000","212.31694","458.02429"
"63.74000","212.38379","457.99255"
"63.76000","212.45036","458.04608"
"63.78000","212.51691","458.03134"
"63.80000","212.58374","457.92694"
"63.82000","212.65034","457.91565"
"63.84000","212.71684","458.03793"
"63.86000","212.78363","458.02789"
"63.88000","212.85037","457.98007"
"63.90000","212.91687","457.93130"
"63.92000","212.98366","457.91525"
"63.94000","213.05046","457.95166"
"63.96000","213.11696","458.17819"
"63.98000","213.18361","458.36282"
"64.00000","213.25044","458.33624"
"64.02000","213.31694","458.27365"
"64.04000","213.38356","458.33746"
"64.06000","213.45041","458.39700"
"64.08000","213.51701","458.30524"
"64.10000","213.58356","458.34537"
"64.12000","213.65041","458.35291"
"64.14000","213.71706","458.63046"
"64.16000","213.78355","458.48050"
"64.18000","213.85034","458.45499"
"64.20000","213.91710","458.41574"
"64.22000","213.98360","458.43494"
"64.24000","214.05034","458.38031"
"64.26000","214.11711","458.67731"
"64.28000","214.18361","458.61179"
"64.30000","214.25023","458.72131"
"64.32000","214.31706","458.87143"
"64.34000","214.38362","458.76434"
"64.36000","214.45020","458.67432"
"64.38000","214.51709","458.59335"
"64.40000","214.58372","458.56772"
"64.42000","214.65022","458.85001"
"64.44000","214.71706","458.79303"
"64.46000","214.78374","458.57733"
"64.48000","214.85023","458.53806"
"64.50000","214.91699","458.65570"
"64.52000","214.98378","459.24783"
"64.54000","215.05025","459.27350"
"64.56000","215.11697","458.99466"
"64.58000","215.18378","458.87357"
"64.60000","215.25032","459.17212"
"64.62000","215.31693","459.21304"
"64.64000","215.38379","459.10785"
"64.66000","215.45035","459.18665"
"64.68000","215.51691","459.10495"
"64.70000","215.58377","459.14105"
"64.72000","215.65041","459.06870"
"64.74000","215.71689","459.11273"
"64.76000","215.78372","459.16211"
"64.78000","215.85042","459.23535"
"64.80000","215.91690","459.28415"
"64.82000","215.98364","459.20886"
"64.84000","216.05043","459.27780"
"64.86000","216.11691","459.17233"
"64.88000","216.18361","459.24387"
"64.90000","216.25044","459.10495"
"64.92000","216.31699","459.19464"
"64.94000","216.38361","459.28983"
"64.96000","216.45045","459.22543"
"64.98000","216.51704","459.16397"
"65.00000","216.58357","459.31738"
"65.02000","216.65041","459.30930"
"65.04000","216.71707","459.50784"
"65.06000","216.78354","459.48373"
"65.08000","216.85033","459.36462"
"65.10000","216.91707","459.63239"
"65.12000","216.98354","459.64142"
"65.14000","217.05028","459.50302"
"65.16000","217.11711","459.33960"
"65.18000","217.18367","459.43222"
"65.20000","217.25031","459.40765"
"65.22000","217.31715","459.51785"
"65.24000","217.38368","459.65387"
"65.26000","217.45024","459.63089"
"65.28000","217.51706","459.50516"
"65.30000","217.58368","459.53644"
"65.32000","217.65019","459.67004"
"65.34000","217.71704","459.71088"
"65.36000","217.78375","459.71741"
"65.38000","217.85022","459.77863"
"65.40000","217.91699","459.81607"
"65.42000","217.98376","459.90427"
"65.44000","218.05025","459.93784"
"65.46000","218.11696","459.95749"
"65.48000","218.18378","460.09320"
"65.50000","218.25031","460.12720"
"65.52000","218.31689","460.06824"
"65.54000","218.38376","460.05240"
"65.56000","218.45032","460.04831"
"65.58000","218.51689","460.02246"
"65.60000","218.58372","460.09930"
"65.62000","218.65039","460.03732"
"65.64000","218.71689","460.12827"
"65.66000","218.78372","460.10693"
"65.68000","218.85045","460.17679"
"65.70000","218.91692","460.39648"
"65.72000","218.98364","460.23898"
"65.74000","219.05042","460.02441"
"65.76000","219.11688","460.12885"
"65.78000","219.18358","460.15405"
"65.80000","219.25040","460.29602"
"65.82000","219.31696","460.20551"
"65.84000","219.38359","460.23535"
"65.86000","219.45045","460.13263"
"65.88000","219.51706","460.08221"
"65.90000","219.58357","460.24051"
"65.92000","219.65039","460.38754"
"65.94000","219.71707","460.59079"
"65.96000","219.78355","460.45609"
"65.98000","219.85034","460.37817"
"66.00000","219.91710","460.54935"
"66.02000","219.98358","460.59396"
"66.04000","220.05028","460.67145"
"66.06000","220.11710","460.62628"
"66.08000","220.18358","460.52402"
"66.10000","220.25026","460.55582"
"66.12000","220.31712","460.60883"
"66.14000","220.38370","460.70340"
"66.16000","220.45029","460.74652"
"66.18000","220.51712","460.80215"
"66.20000","220.58371","460.78790"
"66.22000","220.65021","460.78043"
"66.24000","220.71704","460.60867"
"66.26000","220.78377","460.59488"
"66.28000","220.85025","460.82324"
"66.30000","220.91704","460.73831"
"66.32000","220.98380","460.82736"
"66.34000","221.05026","461.16919"
"66.36000","221.11693","461.06131"
"66.38000","221.18375","460.98642"
"66.40000","221.25026","461.14774"
"66.42000","221.31689","461.18051"
"66.44000","221.38374","461.25763"
"66.46000","221.45036","461.12976"
"66.48000","221.51691","461.06311"
"66.50000","221.58374","461.23886"
"66.52000","221.65039","461.47299"
"66.54000","221.71689","461.31863"
"66.56000","221.78369","461.16876"
"66.58000","221.85040","461.18912"
"66.60000","221.91690","461.29837"
"66.62000","221.98369","461.32245"
"66.64000","222.05046","461.21188"
"66.66000","222.11693","461.24045"
"66.68000","222.18361","461.37329"
"66.70000","222.25043","461.54285"
"66.72000","222.31699","461.46344"
"66.74000","222.38354","461.52264"
"66.76000","222.45044","461.54321"
"66.78000","222.51701","461.29889"
"66.80000","222.58356","461.29861"
"66.82000","222.65039","461.55484"
"66.84000","222.71704","461.71277"
"66.86000","222.78352","461.59177"
"66.88000","222.85033","461.57059"
"66.90000","222.91708","461.43387"
"66.92000","222.98360","461.52667"
"66.94000","223.05031","461.97269"
"66.96000","223.11711","462.13696"
"66.98000","223.18359","461.85184"
"67.00000","223.25024","461.72485"
"67.02000","223.31709","461.51117"
"67.04000","223.38365","461.51959"
"67.06000","223.45023","461.58777"
"67.08000","223.51712","461.57544"
"67.10000","223.58371","461.76099"
"67.12000","223.65025","461.97070"
"67.14000","223.71706","461.64026"
"67.16000","223.78378","461.66931"
"67.18000","223.85022","461.86499"
"67.20000","223.91701","461.76654"
"67.22000","223.98376","461.89407"
"67.24000","224.05023","462.02783"
"67.26000","224.11693","461.99887"
"67.28000","224.18375","461.90430"
"67.30000","224.25027","461.80179"
"67.32000","224.31693","461.79196"
"67.34000","224.38379","461.86932"
"67.36000","224.45036","461.81931"
"67.38000","224.51691","461.87979"
"67.40000","224.58377","462.09250"
"67.42000","224.65039","462.22452"
"67.44000","224.71690","462.04129"
"67.46000","224.78368","461.92621"
"67.48000","224.85043","462.17245"
"67.50000","224.91690","462.27997"
"67.52000","224.98366","462.25888"
"67.54000","225.05045","462.03424"
"67.56000","225.11694","462.16510"
"67.58000","225.18359","462.26849"
"67.60000","225.25043","462.23578"
"67.62000","225.31696","462.24091"
"67.64000","225.38354","462.18814"
"67.66000","225.45041","462.15768"
"67.68000","225.51703","461.98825"
"67.70000","225.58357","462.16342"
"67.72000","225.65041","462.49014"
"67.74000","225.71706","462.37320"
"67.76000","225.78355","462.39203"
"67.78000","225.85036","462.44516"
"67.80000","225.91711","462.32486"
"67.82000","225.98360","462.26651"
"67.84000","226.05032","462.22000"
"67.86000","226.11713","462.24869"
"67.88000","226.18365","462.41443"
"67.90000","226.25031","462.54382"
"67.92000","226.31711","462.61465"
"67.94000","226.38365","462.58218"
"67.96000","226.45021","462.36185"
"67.98000","226.51709","462.40845"
"68.00000","226.58369","462.57816"
"68.02000","226.65019","462.77301"
"68.04000","226.71703","462.59357"
"68.06000","226.78374","462.52020"
"68.08000","226.85022","462.45538"
"68.10000","226.91704","462.65973"
"68.12000","226.98380","462.50830"
"68.14000","227.05029","462.48358"
"68.16000","227.11697","462.50443"
"68.18000","227.18381","462.60849"
"68.20000","227.25027","462.59863"
"68.22000","227.31689","462.91357"
"68.24000","227.38376","462.87402"
"68.26000","227.45035","462.69159"
"68.28000","227.51686","462.76428"
"68.30000","227.58372","462.99823"
"68.32000","227.65034","462.90607"
"68.34000","227.71687","462.75397"
"68.36000","227.78368","462.77872"
"68.38000","227.85043","462.90900"
"68.40000","227.91692","463.01559"
"68.42000","227.98367","462.88580"
"68.44000","228.05046","462.84570"
"68.46000","228.11694","463.10541"
"68.48000","228.18356","462.99011"
"68.50000","228.25044","463.01541"
"68.52000","228.31694","462.93442"
"68.54000","228.38356","462.76520"
"68.56000","228.45042","462.96463"
"68.58000","228.51703","463.23044"
"68.60000","228.58354","463.32458"
"68.62000","228.65041","463.19803"
"68.64000","228.71706","463.27444"
"68.66000","228.78355","463.22830"
"68.68000","228.85037","463.09222"
"68.70000","228.91710","463.08954"
"68.72000","228.98357","463.18668"
"68.74000","229.05029","463.26639"
"68.76000","229.11711","463.27924"
"68.78000","229.18362","463.08511"
"68.80000","229.25027","463.21509"
"68.82000","229.31711","463.45728"
"68.84000","229.38370","463.54230"
"68.86000","229.45027","463.38284"
"68.88000","229.51711","463.59320"
"68.90000","229.58371","463.54745"
"68.92000","229.65019","463.44971"
"68.94000","229.71701","463.34531"
"68.96000","229.78371","463.39896"
"68.98000","229.85020","463.35458"
"69.00000","229.91699","463.26318"
"69.02000","229.98378","463.24734"
"69.04000","230.05026","463.27142"
"69.06000","230.11697","463.61572"
"69.08000","230.18378","463.72110"
"69.10000","230.25029","463.54681"
"69.12000","230.31688","463.69904"
"69.14000","230.38376","463.64017"
"69.16000","230.45032","463.61765"
"69.18000","230.51686","463.65942"
"69.20000","230.58376","463.74271"
"69.22000","230.65041","463.77731"
"69.24000","230.71692","463.61304"
"69.26000","230.78372","463.88638"
"69.28000","230.85043","463.98578"
"69.30000","230.91692","463.79352"
"69.32000","230.98367","463.90506"
"69.34000","231.05046","463.98627"
"69.36000","231.11693","463.85141"
"69.38000","231.18359","463.72189"
"69.40000","231.25043","463.78030"
"69.42000","231.31694","463.78360"
"69.44000","231.38356","464.08664"
"69.46000","231.45042","464.28857"
"69.48000","231.51703","464.30524"
"69.50000","231.58356","464.17740"
"69.52000","231.65044","464.16684"
"69.54000","231.71710","464.28424"
"69.56000","231.78358","464.27567"
"69.58000","231.85034","464.40665"
"69.60000","231.91710","464.37979"
"69.62000","231.98357","464.29169"
"69.64000","232.05029","464.57831"
"69.66000","232.11711","464.67606"
"69.68000","232.18364","464.50986"
"69.70000","232.25026","464.62863"
"69.72000","232.31712","464.60620"
"69.74000","232.38367","464.36996"
"69.76000","232.45024","464.18277"
"69.78000","232.51707","464.33151"
"69.80000","232.58369","464.45374"
"69.82000","232.65021","464.58871"
"69.84000","232.71704","464.59238"
"69.86000","232.78372","464.51907"
"69.88000","232.85023","464.68954"
"69.90000","232.91699","464.80933"
"69.92000","232.98375","464.77032"
"69.94000","233.05023","464.88043"
"69.96000","233.11693","464.94986"
"69.98000","233.18378","464.89532"
"70.00000","233.25032","464.66272"
"70.02000","233.31694","464.55264"
"70.04000","233.38380","464.70981"
"70.06000","233.45035","464.70789"
"70.08000","233.51691","464.59540"
"70.10000","233.58374","464.69754"
"70.12000","233.65039","464.95209"
"70.14000","233.71683","464.97821"
"70.16000","233.78366","464.90421"
"70.18000","233.85040","464.66199"
"70.20000","233.91690","464.70999"
"70.22000","233.98364","464.99612"
"70.24000","234.05043","464.89807"
"70.26000","234.11694","464.99185"
"70.28000","234.18364","465.04080"
"70.30000","234.25047","464.94977"
"70.32000","234.31702","464.85434"
"70.34000","234.38359","465.02393"
"70.36000","234.45042","465.19650"
"70.38000","234.51701","465.18930"
"70.40000","234.58356","465.13254"
"70.42000","234.65039","465.38794"
"70.44000","234.71707","465.68167"
"70.46000","234.78355","465.42636"
"70.48000","234.85034","465.44498"
"70.50000","234.91710","465.62338"
"70.52000","234.98358","465.54376"
"70.54000","235.05029","465.38528"
"70.56000","235.11710","465.23264"
"70.58000","235.18356","465.31628"
"70.60000","235.25023","465.36807"
"70.62000","235.31708","465.52280"
"70.64000","235.38367","465.60986"
"70.66000","235.45023","465.76453"
"70.68000","235.51709","465.76755"
"70.70000","235.58372","465.53915"
"70.72000","235.65024","465.66403"
"70.74000","235.71707","465.80704"
"70.76000","235.78378","465.85547"
"70.78000","235.85025","466.04468"
"70.80000","235.91701","466.10693"
"70.82000","235.98376","466.14319"
"70.84000","236.05023","466.02237"
"70.86000","236.11691","465.90939"
"70.88000","236.18375","465.99173"
"70.90000","236.25026","466.11182"
"70.92000","236.31693","466.05328"
"70.94000","236.38377","466.06152"
"70.96000","236.45039","466.22321"
"70.98000","236.51694","466.24249"
"71.00000","236.58374","466.21356"
"71.02000","236.65039","466.27475"
"71.04000","236.71687","466.21039"
"71.06000","236.78369","466.49728"
"71.08000","236.85043","466.34845"
"71.10000","236.91693","466.43192"
"71.12000","236.98366","466.74240"
"71.14000","237.05045","466.52994"
"71.16000","237.11691","466.38626"
"71.18000","237.18361","466.33893"
"71.20000","237.25044","466.40793"
"71.22000","237.31700","466.56729"
"71.24000","237.38361","466.52509"
"71.26000","237.45047","466.33630"
"71.28000","237.51704","466.71945"
"71.30000","237.58356","466.80896"
"71.32000","237.65036","466.84778"
"71.34000","237.71707","467.08203"
"71.36000","237.78355","467.07202"
"71.38000","237.85036","467.07672"
"71.40000","237.91711","467.09491"
"71.42000","237.98358","466.88016"
"71.44000","238.05028","467.04733"
"71.46000","238.11710","467.17395"
"71.48000","238.18358","467.25058"
"71.50000","238.25023","467.14502"
"71.52000","238.31709","467.23877"
"71.54000","238.38365","467.09137"
"71.56000","238.45023","466.99512"
"71.58000","238.51707","467.04309"
"71.60000","238.58369","467.34763"
"71.62000","238.65022","467.51602"
"71.64000","238.71703","467.33679"
"71.66000","238.78377","467.30508"
"71.68000","238.85023","467.39862"
"71.70000","238.91701","467.36029"
"71.72000","238.98376","467.40948"
"71.74000","239.05026","467.65503"
"71.76000","239.11694","467.85413"
"71.78000","239.18378","467.76566"
"71.80000","239.25027","467.63663"
"71.82000","239.31693","467.60043"
"71.84000","239.38376","467.60617"
"71.86000","239.45036","467.72968"
"71.88000","239.51689","467.80923"
"71.90000","239.58374","467.90097"
"71.92000","239.65038","467.97595"
"71.94000","239.71687","468.00418"
"71.96000","239.78368","468.00604"
"71.98000","239.85042","468.02066"
"72.00000","239.91689","467.94168"
"72.02000","239.98361","468.13171"
"72.04000","240.05042","468.36060"
"72.06000","240.11693","468.40454"
"72.08000","240.18358","468.46005"
"72.10000","240.25041","468.40479"
"72.12000","240.31696","468.37167"
"72.14000","240.38358","468.38800"
"72.16000","240.45044","468.47620"
"72.18000","240.51707","468.57562"
"72.20000","240.58360","468.42368"
"72.22000","240.65044","468.51971"
"72.24000","240.71709","468.72711"
"72.26000","240.78355","468.74280"
"72.28000","240.85036","468.67725"
"72.30000","240.91711","468.65976"
"72.32000","240.98360","468.81622"
"72.34000","241.05031","468.81897"
"72.36000","241.11711","468.82108"
"72.38000","241.18361","469.00623"
"72.40000","241.25024","469.06403"
"72.42000","241.31712","469.01022"
"72.44000","241.38368","469.12000"
"72.46000","241.45024","469.10150"
"72.48000","241.51709","469.03131"
"72.50000","241.58371","469.00430"
"72.52000","241.65022","469.15976"
"72.54000","241.71704","469.29108"
"72.56000","241.78374","469.44022"
"72.58000","241.85022","469.27814"
"72.60000","241.91704","469.25171"
"72.62000","241.98380","469.31003"
"72.64000","242.05028","469.57703"
"72.66000","242.11696","469.64349"
"72.68000","242.18379","469.66867"
"72.70000","242.25027","469.68256"
"72.72000","242.31689","469.70230"
"72.74000","242.38374","469.71957"
"72.76000","242.45035","469.49316"
"72.78000","242.51689","469.46643"
"72.80000","242.58376","469.66202"
"72.82000","242.65039","469.68594"
"72.84000","242.71687","469.64133"
"72.86000","242.78366","469.61737"
"72.88000","242.85042","469.76297"
"72.90000","242.91689","469.91135"
"72.92000","242.98367","469.77740"
"72.94000","243.05046","469.95343"
"72.96000","243.11694","470.15146"
"72.98000","243.18361","470.14706"
"73.00000","243.25044","470.05472"
"73.02000","243.31694","470.09952"
"73.04000","243.38354","470.07520"
"73.06000","243.45041","469.90570"
"73.08000","243.51703","470.03851"
"73.10000","243.58354","470.27753"
"73.12000","243.65038","470.51389"
"73.14000","243.71706","470.48639"
"73.16000","243.78360","470.36554"
"73.18000","243.85037","470.41672"
"73.20000","243.91713","470.57196"
"73.22000","243.98360","470.73816"
"73.24000","244.05029","470.64227"
"73.26000","244.11714","470.71661"
"73.28000","244.18362","470.63135"
"73.30000","244.25027","470.55936"
"73.32000","244.31709","470.59177"
"73.34000","244.38365","470.61807"
"73.36000","244.45021","470.84912"
"73.38000","244.51709","470.96582"
"73.40000","244.58371","471.03738"
"73.42000","244.65021","470.86453"
"73.44000","244.71703","470.89014"
"73.46000","244.78374","471.01196"
"73.48000","244.85022","470.98160"
"73.50000","244.91701","471.12244"
"73.52000","244.98376","470.99033"
"73.54000","245.05022","471.00113"
"73.56000","245.11694","471.27512"
"73.58000","245.18376","471.54828"
"73.60000","245.25029","471.49268"
"73.62000","245.31693","471.40704"
"73.64000","245.38377","471.35800"
"73.66000","245.45035","471.40582"
"73.68000","245.51689","471.55573"
"73.70000","245.58376","471.55838"
"73.72000","245.65041","471.50793"
"73.74000","245.71692","471.58450"
"73.76000","245.78372","471.71530"
"73.78000","245.85043","471.51331"
"73.80000","245.91690","471.50861"
"73.82000","245.98366","471.77487"
"73.84000","246.05046","471.60257"
"73.86000","246.11696","471.61185"
"73.88000","246.18364","471.96582"
"73.90000","246.25047","472.04788"
"73.92000","246.31700","471.87360"
"73.94000","246.38359","471.80109"
"73.96000","246.45042","471.88861"
"73.98000","246.51700","471.82889"
"74.00000","246.58351","472.00647"
"74.02000","246.65038","472.26334"
"74.04000","246.71704","472.13486"
"74.06000","246.78357","472.01157"
"74.08000","246.85034","472.17822"
"74.10000","246.91710","472.30679"
"74.12000","246.98360","472.27609"
"74.14000","247.05032","472.29572"
"74.16000","247.11714","472.22260"
"74.18000","247.18362","472.28778"
"74.20000","247.25024","472.37360"
"74.22000","247.31711","472.54166"
"74.24000","247.38365","472.62717"
"74.26000","247.45023","472.50824"
"74.28000","247.51707","472.58548"
"74.30000","247.58371","472.59290"
"74.32000","247.65021","472.64508"
"74.34000","247.71707","472.71634"
"74.36000","247.78375","472.73917"
"74.38000","247.85023","472.65274"
"74.40000","247.91699","472.82941"
"74.42000","247.98378","472.96750"
"74.44000","248.05023","473.02353"
"74.46000","248.11694","472.72183"
"74.48000","248.18373","472.64664"
"74.50000","248.25027","472.62149"
"74.52000","248.31689","472.78140"
"74.54000","248.38379","472.91885"
"74.56000","248.45033","473.07516"
"74.58000","248.51691","473.01236"
"74.60000","248.58374","473.16696"
"74.62000","248.65041","473.06003"
"74.64000","248.71689","472.91293"
"74.66000","248.78372","473.16388"
"74.68000","248.85040","473.21292"
"74.70000","248.91690","473.00522"
"74.72000","248.98366","473.06717"
"74.74000","249.05045","473.15909"
"74.76000","249.11694","473.16663"
"74.78000","249.18362","473.29971"
"74.80000","249.25046","473.45883"
"74.82000","249.31700","473.44836"
"74.84000","249.38361","473.40118"
"74.86000","249.45044","473.31467"
"74.88000","249.51701","473.32361"
"74.90000","249.58354","473.39117"
"74.92000","249.65038","473.59326"
"74.94000","249.71706","473.64929"
"74.96000","249.78351","473.73883"
"74.98000","249.85033","473.80878"
"75.00000","249.91708","473.65070"
"75.02000","249.98355","473.65878"
"75.04000","250.05028","473.86609"
"75.06000","250.11710","473.74820"
"75.08000","250.18358","473.94946"
"75.10000","250.25027","474.06842"
"75.12000","250.31712","474.13174"
"75.14000","250.38370","473.92059"
"75.16000","250.45026","474.02527"
"75.18000","250.51711","474.22601"
"75.20000","250.58371","474.31345"
