Time measurement,Displacement,Primary force measurement
(s),(mm),(N)
"30.18000","100.51710","434.38593"
"30.20000","100.58372","434.72549"
"30.22000","100.65025","434.72153"
"30.24000","100.71707","434.71753"
"30.26000","100.78378","434.64896"
"30.28000","100.85024","434.58896"
"30.30000","100.91702","434.86157"
"30.32000","100.98378","434.79819"
"30.34000","101.05025","434.85187"
"30.36000","101.11697","434.97327"
"30.38000","101.18378","434.76373"
"30.40000","101.25027","434.84412"
"30.42000","101.31689","434.89709"
"30.44000","101.38374","434.65454"
"30.46000","101.45033","434.64383"
"30.48000","101.51691","434.70514"
"30.50000","101.58378","434.77994"
"30.52000","101.65043","435.02673"
"30.54000","101.71690","435.02576"
"30.56000","101.78370","434.84378"
"30.58000","101.85041","434.86859"
"30.60000","101.91689","435.00214"
"30.62000","101.98365","435.04605"
"30.64000","102.05048","435.14343"
"30.66000","102.11697","435.02744"
"30.68000","102.18365","435.01797"
"30.70000","102.25047","435.04160"
"30.72000","102.31698","435.29608"
"30.74000","102.38354","435.26511"
"30.76000","102.45041","435.16833"
"30.78000","102.51699","435.06693"
"30.80000","102.58353","435.12167"
"30.82000","102.65038","434.96375"
"30.84000","102.71709","435.02716"
"30.86000","102.78355","435.14603"
"30.88000","102.85035","435.11005"
"30.90000","102.91710","435.12207"
"30.92000","102.98358","435.19220"
"30.94000","103.05031","435.30078"
"30.96000","103.11713","435.57645"
"30.98000","103.18361","435.43625"
"31.00000","103.25027","435.40237"
"31.02000","103.31709","435.46091"
"31.04000","103.38363","435.25681"
"31.06000","103.45020","435.20200"
"31.08000","103.51706","435.27036"
"31.10000","103.58368","435.36426"
"31.12000","103.65022","435.14828"
"31.14000","103.71706","435.15195"
"31.16000","103.78378","435.30023"
"31.18000","103.85023","435.62091"
"31.20000","103.91700","435.60519"
"31.22000","103.98375","435.73877"
"31.24000","104.05024","435.56854"
"31.26000","104.11694","435.62335"
"31.28000","104.18378","435.71576"
"31.30000","104.25029","435.92310"
"31.32000","104.31692","435.82874"
"31.34000","104.38377","435.71884"
"31.36000","104.45033","435.69702"
"31.38000","104.51686","435.82224"
"31.40000","104.58374","435.88187"
"31.42000","104.65039","435.93100"
"31.44000","104.71691","435.83237"
"31.46000","104.78372","435.69543"
"31.48000","104.85044","435.75400"
"31.50000","104.91690","435.90433"
"31.52000","104.98365","435.90268"
"31.54000","105.05043","435.88220"
"31.56000","105.11691","435.78442"
"31.58000","105.18358","435.63229"
"31.60000","105.25043","435.94427"
"31.62000","105.31696","436.23914"
"31.64000","105.38357","436.30563"
"31.66000","105.45042","436.21841"
"31.68000","105.51702","436.25763"
"31.70000","105.58356","436.24030"
"31.72000","105.65042","436.17444"
"31.74000","105.71710","436.24905"
"31.76000","105.78357","436.36459"
"31.78000","105.85036","436.33347"
"31.80000","105.91710","436.27661"
"31.82000","105.98357","436.24988"
"31.84000","106.05032","436.30713"
"31.86000","106.11710","436.46417"
"31.88000","106.18362","436.25897"
"31.90000","106.25027","436.39569"
"31.92000","106.31713","436.56668"
"31.94000","106.38368","436.62024"
"31.96000","106.45023","436.50922"
"31.98000","106.51706","436.24915"
"32.00000","106.58366","436.23560"
"32.02000","106.65019","436.35214"
"32.04000","106.71703","436.44080"
"32.06000","106.78374","436.49887"
"32.08000","106.85023","436.52390"
"32.10000","106.91702","436.75290"
"32.12000","106.98378","436.68994"
"32.14000","107.05026","436.68967"
"32.16000","107.11697","436.76639"
"32.18000","107.18382","436.76355"
"32.20000","107.25032","436.75281"
"32.22000","107.31695","436.66385"
"32.24000","107.38378","436.63229"
"32.26000","107.45036","436.91974"
"32.28000","107.51688","437.07919"
"32.30000","107.58375","436.60034"
"32.32000","107.65037","436.59750"
"32.34000","107.71687","437.03387"
"32.36000","107.78367","437.20856"
"32.38000","107.85043","437.05707"
"32.40000","107.91690","437.00687"
"32.42000","107.98367","437.01068"
"32.44000","108.05043","437.26404"
"32.46000","108.11694","437.13828"
"32.48000","108.18358","436.89417"
"32.50000","108.25045","437.00534"
"32.52000","108.31696","437.14352"
"32.54000","108.38358","437.24622"
"32.56000","108.45042","437.25079"
"32.58000","108.51703","437.30936"
"32.60000","108.58354","437.22699"
"32.62000","108.65040","437.27927"
"32.64000","108.71706","437.36975"
"32.66000","108.78355","437.26749"
"32.68000","108.85033","437.21982"
"32.70000","108.91708","437.17734"
"32.72000","108.98357","437.15634"
"32.74000","109.05032","437.29605"
"32.76000","109.11713","437.40097"
"32.78000","109.18363","437.33749"
"32.80000","109.25027","437.46609"
"32.82000","109.31713","437.48175"
"32.84000","109.38366","437.13544"
"32.86000","109.45023","437.22769"
"32.88000","109.51708","437.63089"
"32.90000","109.58370","437.46786"
"32.92000","109.65020","437.35825"
"32.94000","109.71703","437.32901"
"32.96000","109.78371","437.43613"
"32.98000","109.85020","437.44739"
"33.00000","109.91697","437.49673"
"33.02000","109.98376","437.47510"
"33.04000","110.05024","437.54144"
"33.06000","110.11697","437.61053"
"33.08000","110.18379","437.59491"
"33.10000","110.25031","437.70523"
"33.12000","110.31693","437.76810"
"33.14000","110.38380","437.73645"
"33.16000","110.45038","437.77939"
"33.18000","110.51694","437.83932"
"33.20000","110.58378","437.80707"
"33.22000","110.65041","437.94440"
"33.24000","110.71689","437.92227"
"33.26000","110.78370","437.89185"
"33.28000","110.85039","437.81656"
"33.30000","110.91685","437.84232"
"33.32000","110.98360","437.76138"
"33.34000","111.05042","437.77643"
"33.36000","111.11693","437.81976"
"33.38000","111.18363","437.98465"
"33.40000","111.25046","437.93573"
"33.42000","111.31699","438.04678"
"33.44000","111.38358","438.18323"
"33.46000","111.45040","438.09937"
"33.48000","111.51701","437.90671"
"33.50000","111.58352","438.12558"
"33.52000","111.65036","438.21671"
"33.54000","111.71706","438.24567"
"33.56000","111.78356","438.04831"
"33.58000","111.85037","438.05173"
"33.60000","111.91713","437.84842"
"33.62000","111.98359","437.99286"
"33.64000","112.05032","438.32263"
"33.66000","112.11712","438.34482"
"33.68000","112.18363","438.30048"
"33.70000","112.25027","438.32697"
"33.72000","112.31713","438.29135"
"33.74000","112.38365","438.22675"
"33.76000","112.45021","438.15970"
"33.78000","112.51704","438.18863"
"33.80000","112.58369","438.09409"
"33.82000","112.65021","438.14383"
"33.84000","112.71707","438.24167"
"33.86000","112.78376","438.44366"
"33.88000","112.85025","438.39423"
"33.90000","112.91702","438.32547"
"33.92000","112.98379","438.23593"
"33.94000","113.05025","438.33185"
"33.96000","113.11694","438.49731"
"33.98000","113.18375","438.46024"
"34.00000","113.25027","438.47934"
"34.02000","113.31689","438.50735"
"34.04000","113.38378","438.71021"
"34.06000","113.45035","438.66379"
"34.08000","113.51691","438.42932"
"34.10000","113.58376","438.55243"
"34.12000","113.65042","438.38617"
"34.14000","113.71690","438.34912"
"34.16000","113.78371","438.62769"
"34.18000","113.85042","438.62527"
"34.20000","113.91690","438.64902"
"34.22000","113.98364","438.70044"
"34.24000","114.05044","438.71762"
"34.26000","114.11692","438.64780"
"34.28000","114.18360","438.70859"
"34.30000","114.25041","438.90454"
"34.32000","114.31696","438.88550"
"34.34000","114.38358","438.89960"
"34.36000","114.45044","438.64529"
"34.38000","114.51704","438.60352"
"34.40000","114.58357","438.91846"
"34.42000","114.65041","438.80545"
"34.44000","114.71707","438.55841"
"34.46000","114.78353","438.51761"
"34.48000","114.85033","438.65176"
"34.50000","114.91707","438.81094"
"34.52000","114.98354","438.89661"
"34.54000","115.05025","438.97339"
"34.56000","115.11709","439.14612"
"34.58000","115.18358","439.25928"
"34.60000","115.25026","439.05084"
"34.62000","115.31712","438.87244"
"34.64000","115.38370","439.07007"
"34.66000","115.45026","438.96008"
"34.68000","115.51711","439.10980"
"34.70000","115.58372","439.10345"
"34.72000","115.65023","439.02563"
"34.74000","115.71704","438.85718"
"34.76000","115.78373","439.01065"
"34.78000","115.85021","439.09378"
"34.80000","115.91702","439.01544"
"34.82000","115.98380","439.09885"
"34.84000","116.05027","439.16068"
"34.86000","116.11697","439.00864"
"34.88000","116.18376","438.96985"
"34.90000","116.25027","438.88568"
"34.92000","116.31690","438.87430"
"34.94000","116.38374","438.97815"
"34.96000","116.45031","438.87430"
"34.98000","116.51688","438.79044"
"35.00000","116.58373","438.88306"
"35.02000","116.65041","439.10068"
"35.04000","116.71690","439.41675"
"35.06000","116.78371","439.51474"
"35.08000","116.85043","439.11691"
"35.10000","116.91692","439.07071"
"35.12000","116.98368","439.08325"
"35.14000","117.05046","439.26617"
"35.16000","117.11694","439.30365"
"35.18000","117.18362","439.45779"
"35.20000","117.25043","439.29248"
"35.22000","117.31696","439.18622"
"35.24000","117.38353","439.51929"
"35.26000","117.45042","439.52087"
"35.28000","117.51701","439.28043"
"35.30000","117.58360","439.55441"
"35.32000","117.65043","439.69397"
"35.34000","117.71711","439.43106"
"35.36000","117.78355","439.17993"
"35.38000","117.85033","439.26993"
"35.40000","117.91708","439.25769"
"35.42000","117.98357","439.07590"
"35.44000","118.05028","439.49219"
"35.46000","118.11712","439.95706"
"35.48000","118.18361","439.68903"
"35.50000","118.25027","439.42267"
"35.52000","118.31710","439.61227"
"35.54000","118.38366","439.47519"
"35.56000","118.45023","439.33746"
"35.58000","118.51711","439.50299"
"35.60000","118.58372","439.45004"
"35.62000","118.65024","439.48596"
"35.64000","118.71706","439.66000"
"35.66000","118.78377","439.67450"
"35.68000","118.85022","439.57959"
"35.70000","118.91699","439.58084"
"35.72000","118.98376","439.67722"
"35.74000","119.05025","439.63678"
"35.76000","119.11699","439.49207"
"35.78000","119.18382","439.72522"
"35.80000","119.25030","439.86612"
"35.82000","119.31689","440.01480"
"35.84000","119.38371","439.95792"
"35.86000","119.45028","439.92209"
"35.88000","119.51685","439.80124"
"35.90000","119.58371","439.69470"
"35.92000","119.65036","439.83310"
"35.94000","119.71687","439.84274"
"35.96000","119.78370","439.72531"
"35.98000","119.85044","439.47998"
"36.00000","119.91690","439.73065"
"36.02000","119.98364","439.80750"
"36.04000","120.05043","439.88367"
"36.06000","120.11693","439.73584"
"36.08000","120.18360","439.83008"
"36.10000","120.25045","439.86734"
"36.12000","120.31698","439.85950"
"36.14000","120.38356","439.92722"
"36.16000","120.45041","439.99893"
"36.18000","120.51701","439.95779"
"36.20000","120.58353","439.91446"
"36.22000","120.65040","440.00818"
"36.24000","120.71710","440.08475"
"36.26000","120.78360","439.89117"
"36.28000","120.85037","439.96078"
"36.30000","120.91710","439.93079"
"36.32000","120.98354","440.15469"
"36.34000","121.05025","440.24271"
"36.36000","121.11710","440.32455"
"36.38000","121.18359","440.32495"
"36.40000","121.25024","440.37936"
"36.42000","121.31709","440.16345"
"36.44000","121.38367","440.14273"
"36.46000","121.45022","440.38248"
"36.48000","121.51707","440.37698"
"36.50000","121.58369","440.05713"
"36.52000","121.65024","440.21985"
"36.54000","121.71709","440.09177"
"36.56000","121.78379","440.18625"
"36.58000","121.85025","440.39441"
"36.60000","121.91702","440.21216"
"36.62000","121.98378","439.88287"
"36.64000","122.05026","439.94809"
"36.66000","122.11695","440.23007"
"36.68000","122.18379","440.35028"
"36.70000","122.25029","440.49652"
"36.72000","122.31693","440.43948"
"36.74000","122.38377","440.14618"
"36.76000","122.45035","440.02991"
"36.78000","122.51688","439.99432"
"36.80000","122.58376","439.95404"
"36.82000","122.65038","440.07828"
"36.84000","122.71688","440.28967"
"36.86000","122.78368","440.21951"
"36.88000","122.85041","439.91772"
"36.90000","122.91688","440.29321"
"36.92000","122.98365","440.49307"
"36.94000","123.05045","440.40460"
"36.96000","123.11694","440.26202"
"36.98000","123.18362","440.28851"
"37.00000","123.25047","440.42264"
"37.02000","123.31699","440.38800"
"37.04000","123.38360","440.19199"
"37.06000","123.45041","440.41467"
"37.08000","123.51699","440.52048"
"37.10000","123.58350","440.49188"
"37.12000","123.65038","440.34241"
"37.14000","123.71706","440.39954"
"37.16000","123.78357","440.28458"
"37.18000","123.85034","440.27325"
"37.20000","123.91711","440.39883"
"37.22000","123.98360","440.48367"
"37.24000","124.05033","440.53714"
"37.26000","124.11711","440.49277"
"37.28000","124.18361","440.39706"
"37.30000","124.25024","440.13773"
"37.32000","124.31711","440.24637"
"37.34000","124.38366","440.33633"
"37.36000","124.45021","440.50400"
"37.38000","124.51706","440.60611"
"37.40000","124.58370","440.53552"
"37.42000","124.65021","440.64224"
"37.44000","124.71706","440.46588"
"37.46000","124.78374","440.42249"
"37.48000","124.85022","440.32178"
"37.50000","124.91698","440.43628"
"37.52000","124.98377","440.40598"
"37.54000","125.05025","440.40408"
"37.56000","125.11694","440.54208"
"37.58000","125.18378","440.57941"
"37.60000","125.25030","440.48950"
"37.62000","125.31692","440.55069"
"37.64000","125.38378","440.77631"
"37.66000","125.45034","440.66721"
"37.68000","125.51689","440.41104"
"37.70000","125.58374","440.48660"
"37.72000","125.65038","440.59286"
"37.74000","125.71687","440.61713"
"37.76000","125.78365","440.37289"
"37.78000","125.85040","440.42874"
"37.80000","125.91687","440.53220"
"37.82000","125.98364","440.50482"
"37.84000","126.05043","440.69089"
"37.86000","126.11693","440.51056"
"37.88000","126.18363","440.43771"
"37.90000","126.25046","440.68219"
"37.92000","126.31699","440.72452"
"37.94000","126.38358","440.56982"
"37.96000","126.45042","440.63568"
"37.98000","126.51703","440.74817"
"38.00000","126.58356","440.51547"
"38.02000","126.65041","440.49280"
"38.04000","126.71706","440.44733"
"38.06000","126.78355","440.40811"
"38.08000","126.85035","440.66068"
"38.10000","126.91714","440.76428"
"38.12000","126.98360","440.74753"
"38.14000","127.05031","440.58649"
"38.16000","127.11713","440.48001"
"38.18000","127.18365","440.55228"
"38.20000","127.25028","440.56741"
"38.22000","127.31715","440.77887"
"38.24000","127.38367","440.83289"
"38.26000","127.45026","440.77350"
"38.28000","127.51709","440.68768"
"38.30000","127.58372","440.80145"
"38.32000","127.65022","440.74258"
"38.34000","127.71705","440.60083"
"38.36000","127.78371","440.63855"
"38.38000","127.85019","440.78897"
"38.40000","127.91696","440.86832"
"38.42000","127.98376","440.96536"
"38.44000","128.05025","440.72183"
"38.46000","128.11696","440.66318"
"38.48000","128.18378","440.76093"
"38.50000","128.25032","440.71512"
"38.52000","128.31691","440.88922"
"38.54000","128.38377","440.87717"
"38.56000","128.45032","440.76328"
"38.58000","128.51686","440.54379"
"38.60000","128.58369","440.69803"
"38.62000","128.65036","440.84222"
"38.64000","128.71687","440.77133"
"38.66000","128.78372","440.98779"
"38.68000","128.85046","441.02148"
"38.70000","128.91693","440.83731"
"38.72000","128.98366","440.81351"
"38.74000","129.05045","440.72879"
"38.76000","129.11693","440.80112"
"38.78000","129.18359","440.66684"
"38.80000","129.25043","440.60168"
"38.82000","129.31696","440.64615"
"38.84000","129.38353","440.49347"
"38.86000","129.45041","440.54617"
"38.88000","129.51700","440.78961"
"38.90000","129.58356","440.96988"
"38.92000","129.65039","441.02878"
"38.94000","129.71709","440.79059"
"38.96000","129.78357","440.86133"
"38.98000","129.85036","441.00369"
"39.00000","129.91708","440.87564"
"39.02000","129.98358","440.77863"
"39.04000","130.05029","440.72079"
"39.06000","130.11710","440.56625"
"39.08000","130.18359","440.61426"
"39.10000","130.25024","440.94092"
"39.12000","130.31709","440.82413"
"39.14000","130.38367","440.70398"
"39.16000","130.45026","440.86539"
"39.18000","130.51711","441.03497"
"39.20000","130.58372","440.95590"
"39.22000","130.65024","440.85294"
"39.24000","130.71704","440.81839"
"39.26000","130.78372","440.88266"
"39.28000","130.85019","440.91806"
"39.30000","130.91696","441.10104"
"39.32000","130.98376","441.15298"
"39.34000","131.05026","441.12582"
"39.36000","131.11697","440.97266"
"39.38000","131.18379","440.75266"
"39.40000","131.25029","440.85184"
"39.42000","131.31689","440.91296"
"39.44000","131.38377","440.66803"
"39.46000","131.45035","440.78091"
"39.48000","131.51692","441.09970"
"39.50000","131.58377","441.01160"
"39.52000","131.65044","440.99945"
"39.54000","131.71690","440.93243"
"39.56000","131.78371","441.01608"
"39.58000","131.85040","441.16302"
"39.60000","131.91689","441.08295"
"39.62000","131.98364","440.91718"
"39.64000","132.05046","440.90640"
"39.66000","132.11693","441.01276"
"39.68000","132.18361","440.92630"
"39.70000","132.25044","440.92126"
"39.72000","132.31699","440.83371"
"39.74000","132.38358","440.93240"
"39.76000","132.45042","440.94580"
"39.78000","132.51701","440.74487"
"39.80000","132.58356","440.73840"
"39.82000","132.65039","440.90329"
"39.84000","132.71709","440.94095"
"39.86000","132.78357","440.90518"
"39.88000","132.85034","440.75204"
"39.90000","132.91708","440.81262"
"39.92000","132.98360","441.11548"
"39.94000","133.05031","441.21704"
"39.96000","133.11713","441.10184"
"39.98000","133.18359","440.82819"
"40.00000","133.25024","440.96872"
"40.02000","133.31708","440.94775"
"40.04000","133.38364","441.07678"
"40.06000","133.45021","441.03339"
"40.08000","133.51709","440.99832"
"40.10000","133.58371","440.87091"
"40.12000","133.65024","440.85849"
"40.14000","133.71706","441.07925"
"40.16000","133.78377","440.97174"
"40.18000","133.85022","440.98810"
"40.20000","133.91698","441.01913"
"40.22000","133.98376","441.00098"
"40.24000","134.05025","441.14670"
"40.26000","134.11694","441.20386"
"40.28000","134.18379","441.13434"
"40.30000","134.25029","441.02869"
"40.32000","134.31689","441.13333"
"40.34000","134.38374","441.14944"
"40.36000","134.45032","441.03806"
"40.38000","134.51688","440.92554"
"40.40000","134.58376","440.86053"
"40.42000","134.65042","440.87540"
"40.44000","134.71692","440.81882"
"40.46000","134.78369","440.99503"
"40.48000","134.85042","441.12973"
"40.50000","134.91687","440.98758"
"40.52000","134.98363","440.86972"
"40.54000","135.05042","440.85547"
"40.56000","135.11691","440.84195"
"40.58000","135.18361","440.89108"
"40.60000","135.25044","441.06931"
"40.62000","135.31700","440.99600"
"40.64000","135.38359","440.89188"
"40.66000","135.45042","440.88782"
"40.68000","135.51703","440.73840"
"40.70000","135.58356","440.88605"
"40.72000","135.65039","440.91656"
"40.74000","135.71706","440.85468"
"40.76000","135.78354","440.92090"
"40.78000","135.85034","440.94644"
"40.80000","135.91710","441.05347"
"40.82000","135.98358","441.09738"
"40.84000","136.05032","440.98599"
"40.86000","136.11716","440.92377"
"40.88000","136.18365","440.76682"
"40.90000","136.25026","440.94733"
"40.92000","136.31709","441.12509"
"40.94000","136.38361","441.01910"
"40.96000","136.45018","440.93677"
"40.98000","136.51707","440.95251"
"41.00000","136.58369","440.75061"
"41.02000","136.65024","440.64304"
"41.04000","136.71706","440.93320"
"41.06000","136.78378","441.04916"
"41.08000","136.85025","440.64856"
"41.10000","136.91702","440.70221"
"41.12000","136.98376","440.95837"
"41.14000","137.05026","440.91864"
"41.16000","137.11694","440.85175"
"41.18000","137.18379","440.74216"
"41.20000","137.25029","440.62711"
"41.22000","137.31691","440.90256"
"41.24000","137.38376","441.26053"
"41.26000","137.45032","441.06674"
"41.28000","137.51688","440.80383"
"41.30000","137.58374","440.67743"
"41.32000","137.65041","440.70795"
"41.34000","137.71692","440.71008"
"41.36000","137.78372","440.59717"
"41.38000","137.85045","440.60028"
"41.40000","137.91689","440.50446"
"41.42000","137.98363","440.60791"
"41.44000","138.05040","440.95697"
"41.46000","138.11693","440.79349"
"41.48000","138.18359","440.51889"
"41.50000","138.25046","440.52393"
"41.52000","138.31696","440.58755"
"41.54000","138.38356","440.48730"
"41.56000","138.45041","440.49210"
"41.58000","138.51704","440.55475"
"41.60000","138.58354","440.61612"
"41.62000","138.65039","440.69662"
"41.64000","138.71707","440.58035"
"41.66000","138.78357","440.45889"
"41.68000","138.85033","440.41168"
"41.70000","138.91708","440.50839"
"41.72000","138.98358","440.60455"
"41.74000","139.05031","440.59250"
"41.76000","139.11713","440.31329"
"41.78000","139.18361","440.39978"
"41.80000","139.25024","440.49121"
"41.82000","139.31711","440.40182"
"41.84000","139.38365","440.37863"
"41.86000","139.45024","440.25226"
"41.88000","139.51709","440.19873"
"41.90000","139.58372","440.24704"
"41.92000","139.65021","440.08145"
"41.94000","139.71704","440.06784"
"41.96000","139.78372","440.20883"
"41.98000","139.85022","440.27689"
"42.00000","139.91696","440.39273"
"42.02000","139.98376","440.40186"
"42.04000","140.05026","440.34436"
"42.06000","140.11697","440.17654"
"42.08000","140.18379","440.27280"
"42.10000","140.25031","440.24951"
"42.12000","140.31691","440.39246"
"42.14000","140.38376","440.44055"
"42.16000","140.45033","440.44556"
"42.18000","140.51686","440.22775"
"42.20000","140.58369","440.17163"
"42.22000","140.65038","440.28082"
"42.24000","140.71689","440.22458"
"42.26000","140.78371","440.16470"
"42.28000","140.85045","440.33029"
"42.30000","140.91693","440.42529"
"42.32000","140.98367","440.30478"
"42.34000","141.05046","440.11246"
"42.36000","141.11693","439.92383"
"42.38000","141.18361","440.24619"
"42.40000","141.25044","440.28848"
"42.42000","141.31700","440.04736"
"42.44000","141.38359","439.85144"
"42.46000","141.45044","439.86938"
"42.48000","141.51703","439.86002"
"42.50000","141.58356","440.14264"
"42.52000","141.65041","440.37439"
"42.54000","141.71707","440.35013"
"42.56000","141.78357","440.29980"
"42.58000","141.85036","440.40210"
"42.60000","141.91711","440.24432"
"42.62000","141.98357","440.04828"
"42.64000","142.05029","439.95438"
"42.66000","142.11707","440.03461"
"42.68000","142.18361","439.89172"
"42.70000","142.25027","439.97195"
"42.72000","142.31714","440.13095"
"42.74000","142.38368","439.91571"
"42.76000","142.45024","439.91302"
"42.78000","142.51709","439.87424"
"42.80000","142.58371","439.87204"
"42.82000","142.65022","439.93207"
"42.84000","142.71704","439.94025"
"42.86000","142.78372","439.83514"
"42.88000","142.85020","439.99286"
"42.90000","142.91699","440.20560"
"42.92000","142.98378","439.98746"
"42.94000","143.05026","439.87347"
"42.96000","143.11696","439.91046"
"42.98000","143.18379","440.09943"
"43.00000","143.25032","439.99292"
"43.02000","143.31691","439.89127"
"43.04000","143.38377","439.96698"
"43.06000","143.45032","440.10635"
"43.08000","143.51688","439.99139"
"43.10000","143.58371","439.78485"
"43.12000","143.65038","439.89288"
"43.14000","143.71684","439.65411"
"43.16000","143.78368","439.65244"
"43.18000","143.85043","439.80060"
"43.20000","143.91692","439.80997"
"43.22000","143.98366","439.86441"
"43.24000","144.05048","439.90948"
"43.26000","144.11696","439.90320"
"43.28000","144.18362","439.68442"
"43.30000","144.25046","439.75488"
"43.32000","144.31699","439.77127"
"43.34000","144.38358","439.58411"
"43.36000","144.45044","439.65433"
"43.38000","144.51704","439.52585"
"43.40000","144.58357","439.59222"
"43.42000","144.65039","439.62723"
"43.44000","144.71704","439.67487"
"43.46000","144.78349","439.72229"
"43.48000","144.85033","439.86716"
"43.50000","144.91707","439.94156"
"43.52000","144.98357","439.58038"
"43.54000","145.05031","439.48535"
"43.56000","145.11713","439.38361"
"43.58000","145.18361","439.59641"
"43.60000","145.25026","439.58868"
"43.62000","145.31711","439.60321"
"43.64000","145.38365","439.53751"
"43.66000","145.45023","439.72372"
"43.68000","145.51707","439.56717"
"43.70000","145.58372","439.46457"
"43.72000","145.65024","439.44534"
"43.74000","145.71706","439.35419"
"43.76000","145.78377","439.18500"
"43.78000","145.85023","439.28204"
"43.80000","145.91701","439.31027"
"43.82000","145.98378","439.35300"
"43.84000","146.05026","439.14194"
"43.86000","146.11696","439.26108"
"43.88000","146.18379","439.37952"
"43.90000","146.25027","439.37988"
"43.92000","146.31688","439.45657"
"43.94000","146.38374","439.47882"
"43.96000","146.45035","439.26862"
"43.98000","146.51691","439.22406"
"44.00000","146.58376","439.20508"
"44.02000","146.65042","439.24786"
"44.04000","146.71690","439.35986"
"44.06000","146.78371","439.36310"
"44.08000","146.85042","439.35898"
"44.10000","146.91690","439.16321"
"44.12000","146.98366","439.13867"
"44.14000","147.05046","439.08148"
"44.16000","147.11694","439.25195"
"44.18000","147.18361","439.15579"
"44.20000","147.25044","438.96600"
"44.22000","147.31699","438.83841"
"44.24000","147.38358","438.97043"
"44.26000","147.45044","439.11292"
"44.28000","147.51706","439.08832"
"44.30000","147.58359","438.84744"
"44.32000","147.65039","438.67755"
"44.34000","147.71709","438.74011"
"44.36000","147.78354","438.93591"
"44.38000","147.85034","438.88010"
"44.40000","147.91708","438.56924"
"44.42000","147.98357","438.69574"
"44.44000","148.05031","438.90149"
"44.46000","148.11714","438.80035"
"44.48000","148.18361","438.77579"
"44.50000","148.25026","438.57480"
"44.52000","148.31706","438.60367"
"44.54000","148.38364","438.58496"
"44.56000","148.45023","438.53195"
"44.58000","148.51709","438.76688"
"44.60000","148.58371","438.59125"
"44.62000","148.65022","438.72342"
"44.64000","148.71704","438.88483"
"44.66000","148.78375","438.81055"
"44.68000","148.85020","438.35626"
"44.70000","148.91698","438.59851"
"44.72000","148.98375","439.02515"
"44.74000","149.05023","438.67374"
"44.76000","149.11694","438.61078"
"44.78000","149.18378","438.80209"
"44.80000","149.25031","438.72623"
"44.82000","149.31694","438.51151"
"44.84000","149.38379","438.68268"
"44.86000","149.45035","438.71976"
"44.88000","149.51688","438.74164"
"44.90000","149.58376","438.69495"
"44.92000","149.65039","438.52701"
"44.94000","149.71692","438.39389"
"44.96000","149.78371","438.37094"
"44.98000","149.85042","438.55402"
"45.00000","149.91689","438.55920"
"45.02000","149.98363","438.41986"
"45.04000","150.05043","438.48572"
"45.06000","150.11691","438.46570"
"45.08000","150.18358","438.32300"
"45.10000","150.25044","438.15039"
"45.12000","150.31697","438.20642"
"45.14000","150.38359","438.31360"
"45.16000","150.45044","438.19424"
"45.18000","150.51704","438.06363"
"45.20000","150.58356","438.21991"
"45.22000","150.65041","438.30499"
"45.24000","150.71709","438.17200"
"45.26000","150.78357","438.26294"
"45.28000","150.85034","438.26318"
"45.30000","150.91710","438.21780"
"45.32000","150.98357","438.24945"
"45.34000","151.05031","438.40186"
"45.36000","151.11710","438.30908"
"45.38000","151.18361","438.13669"
"45.40000","151.25026","438.05124"
"45.42000","151.31711","438.21289"
"45.44000","151.38365","438.21805"
"45.46000","151.45023","438.27097"
"45.48000","151.51709","438.16907"
"45.50000","151.58371","438.17776"
"45.52000","151.65024","438.10583"
"45.54000","151.71707","438.11716"
"45.56000","151.78375","438.34708"
"45.58000","151.85022","438.12363"
"45.60000","151.91701","438.13287"
"45.62000","151.98378","438.14304"
"45.64000","152.05028","438.12296"
"45.66000","152.11697","438.24585"
"45.68000","152.18382","438.29730"
"45.70000","152.25031","438.02350"
"45.72000","152.31694","438.02499"
"45.74000","152.38377","437.99667"
"45.76000","152.45035","438.03485"
"45.78000","152.51689","438.20810"
"45.80000","152.58376","437.84827"
"45.82000","152.65039","437.68826"
"45.84000","152.71687","437.81985"
"45.86000","152.78366","437.84598"
"45.88000","152.85043","437.58502"
"45.90000","152.91692","437.84241"
"45.92000","152.98369","437.98108"
"45.94000","153.05046","437.94568"
"45.96000","153.11697","437.81268"
"45.98000","153.18358","437.98737"
"46.00000","153.25040","438.08618"
"46.02000","153.31691","438.02396"
"46.04000","153.38350","437.90616"
"46.06000","153.45035","437.81876"
"46.08000","153.51701","437.77130"
"46.10000","153.58354","438.02206"
"46.12000","153.65041","438.08334"
"46.14000","153.71710","438.00931"
"46.16000","153.78358","437.91211"
"46.18000","153.85037","437.73605"
"46.20000","153.91711","437.86526"
"46.22000","153.98357","437.64072"
"46.24000","154.05029","437.56702"
"46.26000","154.11710","437.74777"
"46.28000","154.18362","437.91858"
"46.30000","154.25024","437.86041"
"46.32000","154.31711","437.65506"
"46.34000","154.38365","437.82388"
"46.36000","154.45024","437.65710"
"46.38000","154.51711","437.54709"
"46.40000","154.58374","437.84412"
"46.42000","154.65022","437.84146"
"46.44000","154.71706","437.86685"
"46.46000","154.78374","437.72253"
"46.48000","154.85020","437.77386"
"46.50000","154.91696","437.82397"
"46.52000","154.98372","437.63840"
"46.54000","155.05022","437.56625"
"46.56000","155.11694","437.54947"
"46.58000","155.18378","437.66782"
