"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.362175709E1,-1.193695068E1,1.622467041E1,4.149322510E1
2.365129811E1,-1.102905273E1,1.610565186E1,4.163818359E1
2.372173268E1,-1.315765381E1,1.603851318E1,4.164428711E1
2.377175099E1,-9.045410156E0,1.631469727E1,4.148559570E1
2.387169606E1,-8.598327637E0,1.618194580E1,4.341583252E1
2.392168385E1,-7.530212402E0,1.621398926E1,4.207458496E1
2.402165944E1,-4.446411133E0,1.749877930E1,4.147491455E1
2.407167775E1,-7.598876953E-1,1.865081787E1,4.116973877E1
2.412163502E1,-1.405334473E0,1.744232178E1,4.057464600E1
2.415129811E1,6.790161133E-1,1.617584229E1,4.160766602E1
2.422161061E1,2.949523926E0,1.564788818E1,3.996734619E1
2.427159840E1,-1.251220703E0,1.729431152E1,3.790130615E1
2.437160450E1,4.797363281E0,1.614685059E1,3.713836670E1
2.442156178E1,7.495117188E0,1.504364014E1,3.727722168E1
2.452153736E1,1.118621826E1,1.634521484E1,3.741912842E1
2.457152516E1,1.092681885E1,1.767425537E1,3.712615967E1
2.462151295E1,9.690856934E0,1.703948975E1,3.623657227E1
2.465129811E1,1.036071777E1,1.883850098E1,3.475189209E1
2.472148854E1,1.082000732E1,1.884918213E1,3.326416016E1
2.477147633E1,1.026000977E1,2.031860352E1,3.312072754E1
2.487145192E1,9.233093262E0,2.132110596E1,3.134155273E1
2.492147023E1,6.536865234E0,1.797485352E1,3.297729492E1
2.502141530E1,4.379272461E0,1.686401367E1,3.119659424E1
2.507140309E1,4.492187500E0,1.567993164E1,3.164062500E1
