x,y,z,intensity
-10.236045,4.4417095,1.910399,1.0
-10.274633,4.381925,1.912459,1.0
-10.100973,4.1591196,1.8695407,1.0
-9.936972,4.4426465,1.1896003,1.0
-10.19229,4.365561,0.8323776,132.0
-9.915578,4.3586454,1.1830584,167.0
-10.140495,4.2683444,0.8248769,149.0
-9.975598,4.310371,1.1874197,88.0
-10.168956,4.205304,0.82505137,139.0
-10.092237,4.1619477,2.38148,96.0
-9.986026,4.2406545,1.1852391,131.0
-10.224734,4.1532707,0.8278423,103.0
-10.24761,4.412769,1.8518761,1.0
-10.109145,4.0947723,2.3793192,66.0
-10.052812,4.1945705,1.1905695,153.0
-10.255173,4.3398037,1.8482096,10.0
-10.189269,4.1762958,1.2051073,77.0
-10.044804,4.510762,1.1429685,27.0
-10.096647,4.1977186,1.8142105,29.0
-9.835499,4.360683,1.1136,48.0
-10.186081,4.3551717,0.77500796,41.0
-10.11267,4.148589,1.8135438,11.0
-9.97188,4.346631,1.1274749,60.0
-10.073691,4.2321506,0.7625188,148.0
-9.962502,4.2681756,1.12285,103.0
-10.190295,4.206204,0.770571,68.0
-10.227608,4.500684,2.3556054,51.0
-10.005589,4.212464,1.1249312,106.0
-10.225752,4.145855,0.77139264,75.0
-10.297002,4.454117,2.3652263,113.0
-10.10523,4.1800246,1.1341811,73.0
-9.977622,4.443385,1.4557384,1.0
-10.310374,4.3832364,2.3618798,42.0
-10.271065,4.1735425,1.1517559,67.0
-10.05433,4.401946,1.4635416,124.0
-10.04951,4.3435726,1.4594954,99.0
-10.023305,4.4296126,1.0937521,1.0
-10.093009,4.287277,1.4620966,92.0
-10.132935,4.273851,0.7068401,168.0
-10.210243,4.3778234,1.7639847,73.0
-10.1033745,4.091186,2.2970438,102.0
-9.974317,4.3334284,1.084364,171.0
-10.145335,4.234401,1.4661427,74.0
-10.196461,4.2253,0.70990485,74.0
-10.166537,4.2838173,1.751523,52.0
-10.11615,4.0225897,2.2941158,117.0
-10.098298,4.3118577,1.0962108,73.0
-10.228353,4.163396,0.7103646,131.0
-10.080068,4.173242,1.7317122,88.0
-10.473045,4.087772,2.3702457,35.0
-10.046324,4.2154045,1.0865992,159.0
-10.309808,4.151467,1.483772,99.0
-10.120731,4.115748,1.7342684,65.0
-10.321114,4.5942173,2.280212,82.0
-10.113857,4.187695,1.0924109,66.0
-9.996556,4.3931932,1.4001015,149.0
-10.270957,4.513867,2.2641563,123.0
-10.285521,4.182948,1.1100694,104.0
-9.9404,4.2940135,1.3872592,118.0
-10.025472,4.256346,1.396193,64.0
-10.04659,4.358828,1.0180242,1.0
-10.156118,4.2369256,1.4121065,133.0
-10.031733,4.2775965,1.0131928,141.0
-10.036939,4.112541,2.187892,44.0
-10.107903,4.2353263,1.0188644,101.0
-10.427019,4.19737,1.4453292,158.0
-10.008047,4.477229,1.344511,49.0
-10.050158,4.2917266,1.6349934,10.0
-10.153395,4.0861397,2.2079616,142.0
-10.274676,4.2487187,1.0356694,46.0
-9.914726,4.379779,1.3276149,139.0
-10.053886,4.2373776,1.6322759,34.0
-9.934772,4.3142524,1.3265421,95.0
-10.096739,4.180962,1.6349934,42.0
-9.956209,4.249422,1.3257376,105.0
-10.086973,4.230279,1.3410245,81.0
-10.234598,4.5717845,2.1551049,116.0
-10.089315,4.325077,0.9666387,49.0
-10.234391,4.216423,1.3587253,67.0
-10.214558,4.4861655,2.144754,82.0
-10.118126,4.262368,0.966839,153.0
-10.448216,4.227522,1.386081,128.0
-10.024174,4.4761662,1.2688061,1.0
-10.195106,4.2382154,0.9730497,83.0
-9.939962,4.3822665,1.2540517,142.0
-10.326621,4.216762,0.9844694,70.0
-9.927289,4.302296,1.2484552,69.0
-9.959597,4.2421794,1.2492183,127.0
-10.090331,4.151336,2.0968323,49.0
-10.004339,4.1872115,1.2517622,95.0
-10.092683,4.32175,0.8823193,95.0
-10.2119465,4.199295,1.2769464,49.0
-10.134311,4.264457,0.88380045,73.0
-10.434798,4.2149024,1.3041658,71.0
-10.137754,4.209749,0.88213414,89.0
-10.189799,4.1565466,0.8847262,99.0
-10.22059,4.496034,2.0439174,1.0
-10.324376,4.464643,2.0592864,1.0
-10.07689,4.2074723,1.9981762,1.0
-10.082073,4.15392,1.9952488,1.0
