x,y,z,intensity
-12.61386,4.6780176,-0.33750844,146.0
-12.970771,4.4956408,1.0635031,119.0
-12.814657,4.410159,0.110796385,139.0
-12.792853,4.494359,-0.33908132,171.0
-12.873811,4.432039,-0.33991227,120.0
-12.947649,4.416531,0.59090275,25.0
-12.946904,4.366333,-0.3406245,104.0
-12.758853,4.4722466,0.03421408,151.0
-12.97171,4.496923,0.9935679,114.0
-12.911467,4.435057,0.03589393,94.0
-12.793181,4.5064898,-0.4194345,159.0
-12.97734,4.510086,1.4604719,61.0
-12.870361,4.4430575,-0.4205137,131.0
-12.998336,4.4428916,0.51682156,1.0
-12.930208,4.373042,-0.42121932,102.0
-12.802302,4.5080295,-0.016028108,71.0
-12.955763,4.501017,0.9157039,66.0
-12.892794,4.448937,-0.015435749,84.0
-12.950822,4.378044,-0.015148543,43.0
-12.7116585,4.4085174,-0.4709412,45.0
-12.969549,4.4786224,1.4044521,134.0
-12.886527,4.4155107,0.44806916,1.0
-12.854645,4.3676243,-0.47396028,51.0
-12.797345,4.5009985,-0.106714554,175.0
-12.900968,4.446684,-0.106530964,90.0
-12.951379,4.3732495,-0.10647589,72.0
-12.827486,4.4445944,-0.5617243,103.0
-12.967396,4.4816546,1.3104314,77.0
-12.959566,4.443876,0.36356318,1.0
-12.906242,4.381336,-0.5634093,190.0
-12.770481,4.540352,-0.18291311,99.0
-12.844108,4.4757504,-0.18307272,194.0
-12.985047,4.481384,1.7197126,124.0
-12.9664345,4.4421606,0.7566465,51.0
-12.934466,4.4161935,-0.18329218,172.0
-12.961586,4.496607,1.2427148,122.0
-12.918375,4.4567194,0.29622057,117.0
-12.733613,4.5315447,-0.24546155,119.0
-12.814681,4.46997,-0.2459074,173.0
-12.972577,4.4779053,1.620877,52.0
-12.931718,4.4301867,0.67630184,85.0
-12.897367,4.4082055,-0.24636917,129.0
-12.920859,4.510117,1.1339359,51.0
-12.891328,4.4606333,0.20299983,110.0
