x,y,z,intensity
6.1127524,4.4842057,2.1187434,76.0
6.153779,4.2516665,0.516477,1.0
5.8375077,4.530189,1.6435558,1.0
6.172554,4.32237,0.5213612,116.0
5.818108,4.574035,1.6462132,1.0
6.185368,4.260931,0.2621761,1.0
6.124192,4.346021,0.5190935,142.0
6.0865583,4.2492104,0.25749367,184.0
6.1032224,4.389085,0.51979125,84.0
6.1313367,4.3383203,0.2621761,206.0
6.033742,4.3967247,0.515256,62.0
5.811741,4.5214224,1.2491128,1.0
6.090998,4.367413,0.26132476,202.0
5.815777,4.59791,2.0711958,25.0
5.9756055,4.41198,0.51194173,171.0
6.142622,4.2232647,0.47625455,1.0
5.807923,4.5774307,1.2546064,1.0
6.0558205,4.3854856,0.26036698,202.0
5.970688,4.452044,0.51368606,96.0
6.189902,4.2985973,0.4829921,109.0
6.012077,4.4115896,0.2593028,169.0
6.228077,4.2495155,0.2214135,1.0
6.18794,4.4934373,2.076675,54.0
5.9314923,4.4810333,0.512465,146.0
6.14644,4.3259764,0.4813488,80.0
5.9698443,4.4385133,0.25834504,186.0
6.248992,4.3213873,0.2241752,49.0
5.8890104,4.507276,0.51089513,116.0
6.0996275,4.3506737,0.47937685,84.0
5.9227357,4.461463,0.257068,175.0
6.1397667,4.3034563,0.21941362,68.0
6.039799,4.365648,0.47609022,92.0
5.839346,4.5548015,1.6044997,50.0
5.8803277,4.487644,0.25611025,178.0
6.088129,4.3246613,0.21798515,139.0
5.9913034,4.3882565,0.47395393,81.0
5.802235,4.468218,0.75491965,1.0
5.8409786,4.515921,0.2553653,126.0
5.607899,4.7724543,2.0569863,82.0
6.068959,4.368642,0.2184613,76.0
5.9620094,4.4246306,0.4737896,83.0
5.8421035,4.5432086,0.7643692,59.0
6.0013533,4.363253,0.2156996,100.0
5.9139223,4.4324293,0.47099596,83.0
6.2288456,4.297489,0.4432702,207.0
5.8727818,4.5388613,1.2205598,1.0
5.9657617,4.394972,0.21522345,100.0
5.8649154,4.5920286,2.021849,15.0
5.8827744,4.4670978,0.4706673,75.0
6.1968274,4.3331,0.44281048,192.0
5.928405,4.4252253,0.21465205,97.0
5.846675,4.4979167,0.46984565,104.0
6.2376738,4.2849064,0.18759833,1.0
6.159736,4.3650055,0.44189104,190.0
5.8749366,4.4431767,0.21312834,97.0
6.136973,4.272439,0.18372995,178.0
6.114406,4.390779,0.44020543,188.0
5.853152,4.494446,0.7202475,1.0
5.848492,4.4812126,0.21322358,97.0
6.165412,4.350231,0.18665273,89.0
6.0673866,4.4149785,0.43836656,191.0
5.829511,4.53478,0.72094125,1.0
6.1103787,4.3690515,0.18519135,124.0
6.017102,4.436385,0.43622124,179.0
6.2239075,4.2676,0.3948355,1.0
6.075172,4.387229,0.18441767,90.0
6.1174793,4.4658713,1.9949516,1.0
5.984956,4.4563236,0.43514857,171.0
6.159364,4.266331,0.39103082,162.0
5.6789703,4.7872515,2.0159936,5.0
6.0233464,4.4075484,0.18312821,81.0
6.199604,4.221607,0.1366169,1.0
5.9441285,4.4841976,0.43392265,181.0
6.165156,4.3277836,0.3938491,73.0
5.871116,4.5643497,1.556241,26.0
5.6590667,4.8315735,2.0197196,1.0
5.95709,4.4166403,0.18106507,97.0
