x,y,z,intensity
6.7127576,-13.184924,2.5442173,1.0
6.7618957,-13.077776,2.5315135,1.0
6.862298,-13.069896,2.5383804,46.0
7.029437,-13.235643,2.577522,28.0
6.4205747,-13.11342,0.63996166,177.0
6.5626035,-13.192542,0.6470917,199.0
6.7786164,-13.162732,1.1578721,49.0
6.7678967,-13.067493,0.13215052,161.0
6.646268,-13.152829,0.64719814,194.0
6.82786,-13.056368,1.1515924,201.0
6.9058614,-13.130825,0.13435198,130.0
6.7002754,-13.167298,1.6642601,1.0
6.714556,-13.133802,0.6479431,195.0
6.9509563,-13.1402,1.1631051,132.0
6.8389826,-13.259382,-0.35926148,1.0
6.738095,-13.038581,1.6523875,186.0
6.7950997,-13.087812,0.64773023,193.0
6.828202,-13.037357,-0.35626414,189.0
6.730717,-13.209351,2.4718595,140.0
6.868907,-13.089089,1.6652293,89.0
6.8865366,-13.062513,0.6487944,133.0
6.783751,-13.108962,2.4608598,131.0
6.464703,-13.230618,0.56396115,143.0
6.8797064,-13.092284,2.4658597,54.0
6.5512486,-13.1969,0.564342,186.0
6.71945,-13.05619,1.0722823,167.0
7.1303406,-13.365691,2.5265248,151.0
6.7909303,-13.100329,0.0499436,152.0
6.6448016,-13.176897,0.5654848,147.0
6.8483114,-13.10387,1.0806632,173.0
6.907483,-13.122927,0.050885335,120.0
6.779333,-13.25376,1.5941331,149.0
6.705917,-13.143658,0.5653896,139.0
6.9313555,-13.112012,1.0844429,138.0
6.8153725,-13.249269,-0.4471616,1.0
6.8158937,-13.120931,1.5823394,138.0
6.791118,-13.106588,0.56567526,138.0
6.8874044,-13.184902,-0.44666353,189.0
6.9240837,-13.127081,1.5888144,57.0
6.871479,-13.060122,0.5654848,130.0
6.9729147,-13.14667,-0.44678804,55.0
6.539783,-13.317613,2.3672552,105.0
6.7749434,-13.264096,2.0357745,49.0
6.555836,-13.22301,0.49698263,1.0
6.783493,-13.194414,1.0018238,99.0
6.800172,-13.155118,-0.004934809,1.0
6.801503,-13.112427,2.0178561,150.0
6.6243687,-13.153025,0.49560723,171.0
6.8283234,-13.079108,0.99554104,221.0
6.7561193,-13.127077,2.3554325,162.0
6.845416,-13.041351,-0.005652822,158.0
6.699905,-13.230341,1.5291792,46.0
6.882579,-13.117004,2.0239253,48.0
6.7081084,-13.16436,0.49767035,91.0
6.9272265,-13.117268,1.0016706,184.0
6.7825146,-13.221823,-0.505735,1.0
6.807848,-13.075845,2.3519177,192.0
6.7664948,-13.156192,1.5251557,49.0
6.7934523,-13.127272,0.49792823,119.0
6.771913,-12.99998,-0.5007362,1.0
6.9074483,-13.06595,2.3579888,150.0
6.8407207,-13.097574,1.523144,194.0
6.88139,-13.0949335,0.49844402,88.0
6.938752,-13.117888,-0.5052401,37.0
6.971425,-13.145572,1.5347673,74.0
6.7168245,-13.175735,1.9456248,164.0
6.498964,-13.122523,0.3980953,176.0
6.7101574,-13.077621,0.90001124,159.0
6.827046,-13.20318,-0.10373586,135.0
6.803109,-13.140312,1.9467416,124.0
6.642199,-13.202925,0.40307027,203.0
6.8252935,-13.098942,0.90508413,222.0
6.8848305,-13.112181,-0.103859775,216.0
6.8667884,-13.111619,1.9473,92.0
6.707959,-13.178608,0.4033629,194.0
6.9082837,-13.107255,0.90832514,130.0
6.6174445,-13.299225,2.2346318,59.0
6.760254,-13.159117,1.4238652,49.0
6.793376,-13.141531,0.4035824,174.0
6.852418,-13.153123,-0.6009157,99.0
6.8272033,-13.086382,1.4202942,199.0
6.883224,-13.112755,0.40416768,188.0
6.950775,-13.13987,-0.6019766,95.0
6.6876855,-13.0266905,2.2023249,94.0
6.9575796,-13.134687,1.4312174,97.0
6.8286533,-13.098449,2.2219505,161.0
6.7402654,-13.250504,1.8725826,65.0
6.462934,-13.103945,0.3262586,166.0
6.726001,-13.145166,0.8258299,133.0
6.93665,-13.104247,2.2304046,59.0
6.779256,-13.272476,-0.18740197,106.0
6.7880826,-13.190417,1.8682914,149.0
6.585483,-13.194885,0.33057696,111.0
6.7897105,-13.116867,0.8260905,197.0
6.805268,-13.119626,-0.18698965,210.0
6.868065,-13.142241,1.8674868,129.0
6.674603,-13.165719,0.33102152,124.0
6.8952665,-13.11808,0.8293477,92.0
6.939896,-13.175631,-0.18736206,102.0
6.745339,-13.159997,1.3503003,1.0
6.9747195,-13.144315,1.8744599,48.0
6.7562757,-13.121745,0.330958,101.0
6.772619,-13.011523,1.3382796,196.0
6.8404455,-13.082576,0.331085,117.0
6.9316177,-13.114631,1.3549082,141.0
6.757366,-13.248033,-0.2562575,1.0
6.7347803,-13.095127,1.7493422,166.0
6.804252,-13.151591,0.7440997,149.0
6.7973514,-13.121791,-0.2555091,1.0
6.83616,-13.089506,1.7546843,85.0
6.886751,-13.10858,0.7440997,162.0
6.9075217,-13.131962,-0.2559868,157.0
6.760161,-13.2068,1.2409517,149.0
6.9405155,-13.088388,1.7607896,96.0
6.7976346,-13.18806,0.23287801,139.0
6.810029,-13.1004095,1.2342863,198.0
6.886836,-13.157497,0.23322776,234.0
6.911677,-13.094373,1.2381744,73.0
6.995575,-13.163438,0.23462674,37.0
6.7622886,-12.922684,2.6802688,1.0
