x,y,z,intensity
4.573744,-3.494028,-0.032261677,64.0
4.60497,-3.088973,1.8429966,19.0
4.4296885,-3.4297516,-0.22099768,1.0
4.7224674,-3.1244292,1.8827813,219.0
4.454337,-3.4042687,-0.22105703,76.0
4.5465198,-3.3839984,-0.03387608,1.0
4.631176,-3.0796473,1.228568,43.0
4.592592,-3.0082235,1.8243876,225.0
4.4799237,-3.3904464,-0.22123508,58.0
4.5091553,-3.3235765,-0.03508688,1.0
4.652169,-3.0620546,1.2303395,151.0
4.6799817,-3.0232565,1.8519802,220.0
4.5236287,-3.378905,-0.22165056,71.0
4.5137353,-3.283475,-0.035453793,1.0
4.723787,-3.0665574,1.244512,254.0
4.568842,-3.071474,1.5290449,99.0
4.6828723,-2.9836717,1.8455633,207.0
4.5415416,-3.348054,-0.2215912,53.0
4.5573893,-3.0745673,0.9239633,1.0
4.4870453,-3.2214036,-0.03651783,1.0
4.7693024,-3.0535483,1.2515982,254.0
4.61253,-3.0513823,2.1602855,72.0
4.711809,-3.1241243,1.571127,239.0
4.410085,-3.2094095,-0.21880159,24.0
4.5651073,-3.038273,0.9215599,179.0
4.4066353,-3.4320111,-0.25381878,1.0
4.445032,-3.1494489,-0.037912086,1.0
4.611326,-3.00921,2.1506891,81.0
4.773306,-3.1216865,1.5853367,254.0
4.74371,-3.3305187,0.36908,1.0
4.4643645,-3.2060065,-0.2194248,1.0
4.7079377,-3.0901706,0.9473109,82.0
4.445501,-3.417725,-0.25427538,1.0
4.4335136,-3.0998044,-0.038609214,1.0
4.6364093,-2.984178,2.1536417,60.0
4.7928257,-3.0916333,1.5853367,254.0
4.6988726,-3.2554948,0.36210263,149.0
4.4369793,-3.144537,-0.21856418,1.0
4.7040515,-3.0456214,0.94250405,79.0
4.4748297,-3.3957984,-0.2544829,1.0
4.322533,-2.9826715,-0.0415078,1.0
4.7096615,-2.9967642,1.5509057,202.0
4.854437,-3.3176224,0.37640625,239.0
4.591715,-3.0977483,1.8025662,1.0
4.4648647,-3.1222963,-0.21871257,1.0
4.731417,-3.021277,0.9442208,68.0
4.460964,-3.3411162,-0.25356972,1.0
4.5263495,-3.2915573,-0.06662793,1.0
4.741195,-3.3177128,0.5673818,1.0
4.7837744,-3.3346648,0.17267817,1.0
4.8584385,-3.2869346,0.3751852,254.0
4.4850087,-2.9944577,1.754067,159.0
4.443263,-3.0763142,-0.21805967,1.0
4.6792674,-3.151627,-0.034353063,1.0
4.776686,-3.2979577,0.5695625,189.0
4.821127,-3.3158019,0.17374235,209.0
4.668047,-3.1166072,0.35303202,254.0
4.763075,-3.1384292,1.857364,254.0
4.432705,-3.028144,-0.2175255,1.0
4.675604,-3.1067555,-0.034866735,127.0
4.716725,-3.213396,0.5576899,237.0
4.617222,-3.155044,1.5092509,1.0
4.587464,-3.021826,0.34256598,254.0
4.7603307,-3.3586457,0.3419963,71.0
4.711244,-3.0616353,1.8290204,254.0
4.7209744,-3.1802711,-0.22233312,61.0
4.4258776,-3.196466,-0.2512038,1.0
4.7017374,-3.0816772,-0.034719974,48.0
4.5640707,-3.4927053,-0.086267725,1.0
4.6740603,-3.1418376,0.54848266,230.0
4.686083,-3.137806,0.162462,189.0
4.606657,-3.1053855,1.4991373,1.0
4.7671313,-3.096558,0.35931167,254.0
4.8074493,-3.3469822,0.3446256,169.0
4.8483744,-3.1082015,1.87563,254.0
4.6390247,-3.0833921,-0.22052284,152.0
4.449122,-3.1709278,-0.2512868,1.0
4.6724534,-3.1510258,0.9185679,1.0
4.742889,-3.066109,-0.03424299,50.0
4.4271064,-3.0616274,-0.06935132,1.0
4.6621966,-3.0916758,0.543879,229.0
4.797578,-3.168511,0.16831501,254.0
4.638889,-3.0849671,1.5033956,159.0
4.715291,-3.2384453,0.33328676,219.0
4.726933,-2.9879107,1.8202022,71.0
4.7303905,-3.1010695,-0.22179894,98.0
4.451013,-3.1301908,-0.25083023,1.0
4.7003493,-3.127097,0.9202345,76.0
4.6258516,-3.1572888,-0.066577025,1.0
4.5982633,-3.0082855,0.53176415,231.0
4.7578464,-3.3176472,0.53640544,1.0
4.7855234,-3.1177044,0.16629305,254.0
4.793261,-3.1450791,1.5481082,254.0
4.7649302,-3.0810049,-0.22206603,67.0
4.42963,-3.0735106,-0.24979253,1.0
4.71826,-3.0964143,0.9199012,106.0
5.0100904,-3.1491413,-0.02928971,1.0
4.677038,-3.1494987,-0.06609343,15.0
4.4557037,-3.3770192,-0.27628398,1.0
4.717624,-3.0541735,0.54702884,91.0
4.691882,-3.238474,0.52484304,187.0
4.7739944,-3.3037944,0.13875256,159.0
4.7096295,-3.0580566,1.5156384,214.0
4.522721,-3.0323696,0.31060913,189.0
4.4276247,-3.041219,-0.24937746,1.0
4.7575474,-3.090348,0.92490107,28.0
5.0078588,-3.1149938,-0.02965662,1.0
4.705108,-3.1363454,-0.06588981,1.0
4.679377,-3.1864495,0.52021813,120.0
4.730469,-3.2295754,0.13503854,120.0
4.7044554,-3.012721,1.507654,82.0
4.6129947,-3.0514417,0.31767535,220.0
4.888352,-3.0846722,-0.22363889,36.0
4.6909986,-3.1802826,-0.2555206,54.0
4.9863353,-3.0585167,-0.030537203,1.0
4.7180533,-3.1023016,-0.065991625,1.0
4.6269245,-3.1079812,0.5100432,68.0
4.691161,-3.1594012,0.1316102,226.0
4.6070967,-3.0059671,0.31521037,67.0
4.8906207,-3.0433915,-0.22334214,1.0
4.705914,-3.1473927,-0.25539607,124.0
4.91972,-2.975684,-0.032371752,1.0
4.7575397,-3.085727,-0.065686196,1.0
4.385544,-3.4235368,-0.31159866,1.0
4.580281,-3.0347135,0.5007933,189.0
4.6661,-3.0998535,0.12903896,225.0
4.753216,-3.3422947,0.30826724,1.0
