x,y,z,intensity
-3.8542213,-10.942586,1.9876521,1.0
-3.7489336,-10.860361,1.9680812,1.0
-3.6912963,-10.91545,1.9739182,1.0
-3.9748764,-11.009963,0.88645226,1.0
-3.8361628,-10.837388,0.86813664,184.0
-3.8024275,-10.961102,0.8773817,133.0
-3.9214466,-10.969329,1.2828847,1.0
-3.7544575,-10.712545,1.2465402,112.0
-3.9409864,-11.059878,1.9505402,1.0
-3.7058675,-10.735752,1.247267,91.0
-3.8225288,-10.890509,1.9168744,1.0
-3.659849,-10.822805,1.2555051,78.0
-3.5086386,-10.939443,0.8674389,1.0
-3.940224,-10.929693,0.8195416,1.0
-3.7346861,-10.858401,1.9068747,38.0
-3.6315053,-10.966272,1.2710122,64.0
-3.4285645,-10.925134,0.86412466,115.0
-3.8401017,-10.865961,0.81181806,144.0
-3.5935857,-11.085242,1.2833693,156.0
-3.7835555,-10.923756,0.814776,78.0
-3.5381932,-11.153043,1.2891845,54.0
-3.8101673,-10.755496,1.1894493,1.0
-3.7353096,-10.758593,1.1869056,59.0
-3.70266,-10.828675,1.1933806,58.0
-3.9388611,-11.168747,2.4986627,38.0
-3.6510396,-10.900674,1.199393,94.0
-3.533089,-11.034528,0.8169123,1.0
-3.7738903,-10.917689,2.4363365,12.0
-3.6496987,-11.127148,1.2243677,144.0
-3.8065054,-10.641981,1.5112276,1.0
-3.4223423,-10.925337,0.80557346,52.0
-3.8651392,-10.894386,0.7500533,1.0
-3.7008498,-10.92821,2.4334085,44.0
-3.5858188,-11.168764,1.2266803,74.0
-3.7610624,-10.727356,1.5207648,71.0
-3.7692437,-10.839301,0.74361724,185.0
-3.9091573,-11.031305,1.8601629,68.0
-3.6921287,-11.133274,2.4744015,15.0
-3.9442918,-10.964212,1.1717623,1.0
-3.7370844,-10.878124,1.5404173,35.0
-3.74137,-10.981758,0.7532713,58.0
-3.762428,-10.831712,1.8218194,57.0
-3.7904768,-10.746841,1.1429276,95.0
-3.668034,-10.899513,1.5401284,22.0
-3.7018898,-10.87758,1.8256537,53.0
-3.7307072,-10.738284,1.1397983,89.0
-3.6314878,-10.96179,1.5470644,20.0
-3.6778162,-10.804812,1.1449393,87.0
-3.601404,-11.1049385,1.5655608,46.0
-3.5182893,-10.94219,0.7449964,1.0
-3.6361148,-10.906943,1.1543274,74.0
-3.808899,-10.650857,1.4553798,46.0
-3.400076,-10.806109,0.73227763,167.0
-3.6073818,-11.052454,1.1688565,181.0
-3.7550728,-10.711933,1.4609635,77.0
-3.5679402,-11.169615,1.1800328,88.0
-3.7264988,-10.847626,1.4777144,60.0
-3.7439458,-10.899637,2.3267734,1.0
-3.8263702,-10.859902,1.0774719,1.0
-3.662713,-10.883956,1.4796687,36.0
-3.8554838,-10.710054,1.7044379,1.0
-3.680413,-10.937793,2.3299844,26.0
-3.739759,-10.776409,1.0661285,58.0
-3.6282885,-10.951824,1.4872067,80.0
-3.8122776,-10.748588,1.7077591,50.0
-3.675282,-11.094428,2.3600888,36.0
-3.689353,-10.850506,1.0718002,77.0
-3.61715,-11.1513815,1.5134498,179.0
-3.7661996,-10.833917,1.7177229,40.0
-3.5884864,-11.0651455,2.34885,16.0
-3.6691198,-11.016803,1.087765,79.0
-3.7018988,-10.868588,1.7195345,39.0
-3.5961077,-11.0283,1.0865046,165.0
-3.731619,-10.584999,1.3796443,1.0
-3.6492615,-10.938493,1.7270828,8.0
-3.5462012,-11.111277,1.0932266,62.0
-3.7204053,-10.76944,1.4027089,67.0
-3.9041631,-11.020548,1.0385627,1.0
-3.6880589,-10.897797,1.4177277,92.0
-3.7791204,-10.828268,1.016124,121.0
-3.6453876,-10.941395,1.4214824,71.0
-3.7180562,-10.872523,1.0183278,79.0
-3.5924637,-11.013102,1.4284554,177.0
-3.6892776,-11.014614,1.0309496,91.0
-3.5819435,-11.220589,1.4547383,55.0
-3.9272666,-10.939288,1.3514817,27.0
-3.734571,-10.828763,2.2030265,55.0
-3.6422043,-11.105686,1.038162,176.0
-3.7459464,-10.645831,1.308236,1.0
-3.6795835,-10.891089,2.2110775,57.0
-3.5554156,-11.075271,1.0325524,84.0
-3.710186,-10.75912,1.3204465,60.0
-3.6638236,-11.074353,2.2440474,42.0
-3.909041,-11.040289,0.9504539,1.0
-3.6737869,-10.874254,1.3329115,71.0
-3.7976546,-10.889461,0.9337905,149.0
-3.6546025,-10.98739,1.3458852,73.0
-3.6151388,-11.100624,1.3580958,102.0
-3.5513778,-11.14201,1.3606396,157.0
-3.5454328,-11.051578,0.940641,1.0
-3.8054566,-10.843834,2.1046617,1.0
-3.7485034,-10.844931,2.1013684,1.0
-3.705647,-10.9427185,2.1160054,1.0
