x,y,z,intensity
26.83202,4.396697,-0.5413578,1.0
28.102846,4.7874403,-0.56091475,1.0
28.085995,4.9663677,-0.5611225,1.0
27.788725,5.09387,-0.55711615,1.0
28.17656,5.3484774,-0.56346697,43.0
27.199846,4.2162256,-0.7092412,1.0
26.102924,5.2513666,-0.53298897,1.0
26.868786,4.338187,-0.70284903,1.0
26.043964,5.4099646,-0.53260314,1.0
27.59034,4.81058,-0.71924454,1.0
30.693737,3.0535016,-1.100855,1.0
30.634184,3.2421129,-1.0996069,1.0
25.38686,5.732293,-0.52408594,1.0
31.670738,5.87845,-0.80653524,24.0
25.348394,5.8912354,-0.52405626,1.0
31.680311,6.08635,-0.8075314,20.0
29.407228,7.2321563,0.41778967,1.0
29.974174,5.9551864,-0.7722499,1.0
29.336008,7.4103994,0.41731268,1.0
26.903374,4.3462396,-0.8124946,1.0
27.443436,3.737596,-1.0025645,1.0
25.454632,5.561007,-0.67873305,49.0
28.114832,7.6676803,0.3968391,1.0
27.223469,3.882159,-0.99638635,1.0
30.744068,8.124084,-0.6097626,1.0
25.318842,5.6565676,-0.6764086,70.0
28.103428,7.8070583,0.3973161,1.0
27.616268,4.0707383,-1.0093669,52.0
31.935228,8.654726,-0.6288744,1.0
25.368559,5.835193,-0.67823493,59.0
29.334393,7.181204,0.2465117,140.0
30.004774,5.7733755,-0.89425755,1.0
26.665375,4.1026077,-0.9801606,72.0
27.539814,7.646722,-0.5620128,1.0
25.265224,5.978868,-0.6768237,92.0
27.347761,4.3831196,-1.0025645,28.0
27.81182,4.8629003,-0.073053904,1.0
25.359303,6.169534,-0.6796462,66.0
28.196026,7.280012,0.23276746,58.0
31.080381,5.1790257,-1.121574,17.0
26.773527,7.797111,-0.5516853,1.0
28.031784,7.425872,0.23121487,145.0
31.145723,5.39119,-1.1246943,1.0
27.417618,8.172462,-0.5624283,1.0
27.17241,6.971861,-0.7201992,49.0
26.826412,7.288117,0.21594349,51.0
25.407196,5.551185,-0.78166026,1.0
31.70157,5.692394,-1.1434163,1.0
30.941994,8.14365,-0.8020524,39.0
29.941408,5.571877,-1.0886858,1.0
29.459187,7.071914,0.1340725,1.0
27.42012,7.7736163,0.22487725,66.0
27.528051,7.572009,-0.7305346,1.0
27.267006,7.9157147,0.22350283,137.0
31.765205,6.272091,-1.1487209,16.0
28.674477,7.981061,1.2808636,1.0
27.938166,8.2147875,2.2625303,74.0
25.607399,5.227603,-0.95382506,1.0
28.149717,7.273335,0.12310485,1.0
29.48635,5.2921524,-0.23745753,1.0
28.614157,8.158337,1.2803875,54.0
27.73709,8.345474,2.2497125,143.0
26.604464,7.679483,-0.71268636,148.0
25.32167,5.335425,-0.94577456,1.0
26.808495,7.105802,0.11107813,1.0
27.564936,8.047541,1.2308671,74.0
27.750797,8.540058,2.255464,65.0
31.876804,9.90538,0.28698087,1.0
25.545547,5.5502424,-0.9540123,52.0
29.53879,6.8549104,-0.0682577,81.0
27.517656,8.221717,1.2310576,78.0
27.361618,8.271214,-0.7312403,153.0
28.197569,8.959183,0.23869784,118.0
25.43603,5.694103,-0.9516408,86.0
29.393963,7.0162935,-0.06849636,44.0
25.422556,5.817014,-0.9520776,59.0
28.196445,6.8718805,-0.07124557,122.0
28.150766,4.63276,-0.36499712,1.0
27.814852,8.6444645,1.2504848,1.0
24.386066,7.6676087,-0.6685221,89.0
25.03714,5.8949018,-0.9409069,74.0
28.14301,7.046485,-0.07126852,73.0
28.004782,4.789735,-0.36405766,1.0
24.40215,7.8414264,-0.6699334,97.0
25.096771,6.075538,-0.9440272,108.0
26.652906,6.8527174,-0.07469241,35.0
28.988377,5.1448846,-0.37225813,1.0
24.84761,9.22825,-0.5312084,1.0
24.164268,7.932998,-0.6658242,85.0
25.04646,6.230219,-0.94365275,61.0
28.10359,6.2836666,-0.23360045,1.0
28.709581,5.2818594,-0.37026772,1.0
24.927496,9.436687,-0.53340447,1.0
24.497013,8.212759,-0.6742087,75.0
27.151333,6.933438,-1.0127369,72.0
28.262014,7.644964,-0.070658095,39.0
29.606924,6.8165474,-0.23886736,41.0
29.001997,5.524034,-0.37291098,1.0
24.910612,9.609711,-0.534087,1.0
24.94072,8.5357685,-0.6850837,80.0
25.024216,6.559623,-0.94552493,60.0
27.372963,7.589992,-0.072659194,66.0
26.373106,10.318255,-0.55812514,1.0
25.062696,8.709527,-0.68865335,64.0
25.012342,6.682618,-0.94614905,103.0
27.371544,7.7286572,-0.072576575,42.0
28.15798,6.8088427,-0.23417236,1.0
28.798338,5.8141885,-0.3717645,1.0
29.035746,7.854391,0.96311986,1.0
25.795176,10.279065,-0.5499344,1.0
29.752333,10.545103,-0.79312825,27.0
25.062426,6.8649187,-0.94914454,69.0
27.095684,7.8350906,-0.07311816,142.0
28.240374,5.8868246,-0.36752892,1.0
28.847124,7.998317,0.95785224,114.0
27.923527,8.172076,1.9168447,61.0
26.096872,10.59009,-0.5558104,1.0
24.695473,8.931487,-0.6830083,49.0
28.57047,6.1429257,-0.3705225,35.0
28.077106,7.975655,0.9304899,44.0
27.76267,8.314813,1.9088126,140.0
26.183178,10.817339,-0.55827355,1.0
24.835909,9.15897,-0.68736666,62.0
25.003008,7.187574,-0.95008063,1.0
29.603437,6.559109,-0.37926432,65.0
27.421793,7.976496,0.9074441,150.0
27.763302,8.505411,1.9127582,71.0
26.647282,11.20605,-0.5668501,1.0
25.318943,9.517769,-0.69936234,70.0
28.878054,8.494996,-1.0776397,31.0
31.596222,9.7817955,-0.06194231,1.0
25.673092,5.860489,-0.34751344,30.0
27.40562,8.1588745,0.908761,55.0
25.414762,10.875194,-0.5480944,1.0
25.451023,9.750199,-0.70363766,80.0
25.59039,7.7052817,-0.97223496,70.0
26.89023,8.513534,-0.07311816,1.0
25.026323,9.723311,-0.6952116,71.0
25.525116,7.817029,-0.9712989,123.0
28.222807,9.080887,-0.069809005,70.0
28.05213,6.7269154,-0.36752892,46.0
27.91769,8.64614,0.93188,141.0
25.116219,11.075582,-0.5452158,1.0
26.794788,10.6030445,-0.73605514,63.0
24.385948,7.636989,-0.9356647,54.0
27.05215,7.768577,-0.23143251,1.0
27.969543,8.855089,0.935977,36.0
28.033628,8.210472,1.7688608,1.0
25.288734,11.342194,-0.5491628,89.0
26.62746,10.730902,-0.73381376,96.0
24.263214,7.766351,-0.9332309,72.0
28.148392,7.987211,0.79162586,1.0
27.767418,8.322127,1.7542684,1.0
25.819017,11.775976,-0.55898577,45.0
25.477007,10.454713,-0.7095317,51.0
24.018187,7.854804,-0.926803,85.0
31.517256,9.484715,-0.24728644,1.0
27.466228,7.9799747,0.7707326,1.0
27.785166,8.518123,1.7590891,1.0
25.759026,11.944709,-0.5592232,113.0
25.750412,10.756144,-0.71716917,43.0
24.040428,8.029566,-0.9291744,46.0
27.452724,7.271555,-0.3639621,1.0
27.46665,8.12068,0.7720027,1.0
29.281511,7.489122,0.6173973,127.0
25.722359,12.075324,-0.5595496,32.0
24.820812,10.506243,-0.69737,49.0
24.979406,8.473364,-0.96137625,35.0
26.73185,8.363062,-0.23098029,1.0
29.183588,7.6597905,0.6160982,72.0
25.815578,12.317775,-0.56233925,44.0
24.957794,8.64124,-0.96243715,1.0
31.0966,11.257963,-0.06195149,1.0
28.390945,9.079715,-0.23695877,1.0
30.78743,8.567626,-0.39228952,34.0
28.099415,8.69376,0.79651576,1.0
29.179298,7.854928,0.6172474,45.0
25.573984,12.40022,-0.5596387,10.0
24.822403,10.8765955,-0.70044154,106.0
25.121548,9.944537,-0.80670387,1.0
25.43468,9.393245,-0.075624116,1.0
25.022398,8.17357,-0.22537424,1.0
27.199217,7.7559757,-0.36303857,39.0
28.044237,8.870141,0.79651576,1.0
28.142385,7.7664723,0.5916661,33.0
28.083637,8.177127,1.6045376,87.0
25.4866,12.556235,-0.55949026,1.0
25.824194,11.508543,-0.72476506,33.0
24.891726,10.034776,-0.8022495,1.0
28.4553,10.251274,-1.082133,79.0
27.78291,10.457242,-0.0697218,46.0
24.925028,8.315402,-0.22521463,1.0
27.297804,7.9697714,-0.36426467,42.0
28.158459,7.9615917,0.59336483,49.0
27.671926,8.246478,1.5821762,127.0
25.239433,11.439004,-0.7131014,79.0
24.278101,8.922275,-0.9454001,84.0
27.75588,10.646614,-0.069625415,41.0
27.339527,7.9164677,0.57337946,97.0
27.747543,8.459099,1.5901455,60.0
24.820084,11.437777,-0.70517343,54.0
24.180367,9.059244,-0.9440272,77.0
28.44087,8.691835,-0.3746307,1.0
27.789165,8.662915,1.5960927,118.0
24.604631,11.526592,-0.70189434,149.0
27.547155,10.515379,-1.0584185,37.0
31.29567,11.05091,-0.24820416,1.0
24.633715,10.612094,-0.80185354,1.0
24.827042,9.613451,-0.96905226,20.0
27.047403,9.739459,-0.2334342,1.0
26.578176,8.444532,-0.35988578,1.0
25.71073,12.390179,-0.7303271,73.0
24.797771,9.781699,-0.97011316,36.0
25.309576,9.292397,-0.22749563,75.0
25.025307,8.125816,-0.3473383,49.0
28.13912,8.8708935,0.5994104,1.0
25.70962,12.589235,-0.73211193,38.0
25.369202,11.309771,-0.82546186,1.0
25.103212,10.084583,-0.9824697,73.0
25.291887,9.466692,-0.22764193,71.0
24.956669,8.277241,-0.34719497,105.0
24.82798,11.255607,-0.8126926,1.0
24.226854,9.91048,-0.9550732,85.0
25.89163,11.021318,-0.07326962,52.0
25.192678,9.610418,-0.22750227,56.0
25.061434,8.487006,-0.3485166,37.0
24.802149,11.43234,-0.8139299,1.0
24.04227,10.01188,-0.9509543,61.0
25.228899,10.927466,-0.07475208,50.0
25.12807,9.767066,-0.22748898,94.0
27.467411,9.492458,-0.3692327,47.0
24.344332,11.406962,-0.8033878,1.0
23.999144,10.171308,-0.9516408,70.0
25.169191,9.919903,-0.22780153,42.0
27.320444,9.586104,-0.36837286,17.0
25.193218,11.950667,-0.8281345,1.0
24.630808,10.575585,-0.97473127,43.0
