x,y,z,intensity
4.2841043,6.4742804,1.3188123,1.0
4.2626476,6.53082,1.3249925,1.0
4.219797,6.816721,1.7861663,1.0
4.2502093,6.6022797,1.3342628,16.0
4.0888486,6.6980443,1.7476349,69.0
4.126605,6.4988976,1.3074818,1.0
3.983595,6.618164,1.7197329,115.0
4.129423,6.59495,1.3219024,111.0
3.93797,6.6363435,1.7179613,144.0
4.0889993,6.599238,1.3188123,118.0
3.9164827,6.6716723,1.7223902,87.0
4.059728,6.645008,1.3229325,103.0
3.8599014,6.670788,1.7157469,76.0
4.0199213,6.673765,1.3236191,109.0
4.591924,6.910475,2.2560577,85.0
3.9869237,6.7141623,1.3267093,61.0
4.5335627,6.9166536,2.2486057,68.0
3.9793403,6.7986856,1.3387264,38.0
4.2698374,6.5145073,1.2825581,147.0
3.8681273,6.7050776,2.1641047,154.0
4.508291,6.949244,2.2523317,88.0
4.241246,6.5378594,1.2832248,39.0
4.124702,6.6709127,1.7012981,143.0
3.8069923,6.69575,2.1531744,63.0
4.2288976,6.6091537,1.2922245,159.0
4.043915,6.633439,1.6848769,77.0
4.1852913,6.6850657,0.82373196,81.0
3.860318,6.864705,1.3383831,1.0
4.183061,6.628934,1.2908912,115.0
3.9839702,6.6286373,1.6770985,147.0
4.093356,6.6300163,0.8121017,163.0
3.8646348,6.9751186,1.3555504,25.0
4.127727,6.6333547,1.286558,114.0
3.9532409,6.6719894,1.681852,75.0
4.0464783,6.6471124,0.81089026,141.0
4.0870028,6.660837,1.2868913,106.0
3.9290485,6.727002,1.6896305,62.0
4.000565,6.665586,0.809921,122.0
4.051222,6.6964927,1.2888913,110.0
4.013125,6.728579,1.2902246,85.0
4.2645597,6.550111,1.6373905,1.0
4.147877,6.599616,0.7685783,65.0
4.009557,6.794898,1.2995577,126.0
4.2378664,6.576721,1.6390637,47.0
4.104227,6.6221757,0.7681158,82.0
3.9038296,6.71447,2.109677,79.0
4.6073422,6.8834934,2.1849408,1.0
4.0479736,6.624139,0.76487833,97.0
4.258705,6.545914,1.0011312,83.0
3.8634903,6.742206,2.1107419,67.0
4.0046396,6.984827,1.3268902,49.0
4.255509,6.4923816,1.2223831,117.0
3.9949467,6.630754,0.7623346,66.0
4.197268,6.540844,0.99564004,175.0
4.4889708,6.8922048,2.1694105,1.0
3.9441087,6.9807053,1.3212237,137.0
4.21997,6.5272956,1.2239808,175.0
4.109057,6.6487646,1.6373905,130.0
4.1624117,6.577137,0.99737406,105.0
4.19896,6.585363,1.2300519,195.0
4.0327463,6.6175776,1.6231685,81.0
4.142878,6.6151586,1.0005531,110.0
4.1626344,6.596715,1.2284542,204.0
3.984424,6.6079903,1.6160574,122.0
4.107445,6.6511774,1.0022871,102.0
4.1138334,6.610986,1.2262175,202.0
3.947801,6.641313,1.6181489,80.0
4.1642222,6.621698,0.7410293,65.0
4.072747,6.6887045,1.0043103,129.0
4.063989,6.6232195,1.2236613,200.0
4.019191,6.8603387,1.666253,60.0
4.263999,6.4892793,1.5565034,129.0
4.1006308,6.6122046,0.73633534,139.0
4.0519385,6.7498493,1.0103793,100.0
4.237312,6.537068,0.9589927,97.0
4.031452,6.663851,1.226537,200.0
4.228492,6.5241494,1.5585104,89.0
4.0559072,6.632744,0.7356647,104.0
4.02149,6.795644,1.0138475,115.0
4.18116,6.5402412,0.9550842,160.0
4.6347823,6.847823,2.1045663,178.0
3.9945369,6.6975408,1.2281346,194.0
4.0110874,6.6529827,0.7349942,68.0
4.008495,6.872137,1.0225177,52.0
4.1516504,6.58478,0.9581552,93.0
4.5938234,6.8800244,2.1055684,180.0
3.9752889,6.7617116,1.2354839,191.0
4.184996,6.6379933,1.5733619,127.0
3.9813385,6.698587,0.73767644,51.0
4.034957,7.01918,1.043037,135.0
4.117546,6.6224895,0.9601095,135.0
3.8881686,6.6548243,2.0306716,39.0
4.5269856,6.8732357,2.094548,186.0
4.2359643,6.505277,1.1515992,171.0
4.1099644,6.610997,1.5605173,101.0
4.0998406,6.663712,0.96373886,98.0
3.8615768,6.6814485,2.03326,71.0
4.499853,6.9025893,2.0970526,148.0
4.006259,6.9902763,1.269993,164.0
4.2203174,6.548393,1.1558262,161.0
4.0622697,6.6036334,1.554095,129.0
4.11328,6.5698004,0.6800334,75.0
4.0640798,6.699484,0.9654139,140.0
3.9535596,6.9998164,1.2671173,181.0
4.1897388,6.5914383,1.1588455,137.0
4.0196776,6.627354,1.5536937,97.0
4.0824122,6.612411,0.68213403,136.0
4.045387,6.7639174,0.97183514,88.0
