x,y,z,intensity
7.618199,-13.419635,1.2126445,1.0
7.5757785,-13.152412,1.1904913,173.0
7.6602826,-13.107991,1.1908401,141.0
7.534765,-13.176857,1.7136887,1.0
7.716014,-13.015078,1.1863048,126.0
7.57387,-13.101704,1.7081158,49.0
7.772128,-12.970034,1.1854327,118.0
7.6419473,-13.0299015,1.7047237,151.0
7.626686,-13.4469595,1.136207,1.0
7.6339498,-13.68435,1.6852448,1.0
7.6009183,-13.206868,1.1179663,165.0
7.6466455,-13.095114,1.111886,100.0
7.5950074,-13.220157,1.635989,49.0
7.7105284,-13.015917,1.1089281,137.0
7.581569,-13.05356,1.6184142,120.0
7.7819953,-12.996552,1.1105714,82.0
7.6825547,-13.038212,1.6228079,61.0
7.4483566,-13.221503,2.0768135,1.0
7.3179684,-13.094437,2.3937762,1.0
7.854008,-12.954244,1.6246578,63.0
7.513562,-13.143541,2.0716112,159.0
7.663265,-13.326181,1.0430449,1.0
7.4772253,-13.183764,2.419019,132.0
7.893714,-12.836894,1.615408,142.0
7.6256375,-13.594597,1.6143422,1.0
7.638067,-13.091893,1.0264952,182.0
7.5680156,-13.296151,1.5819311,169.0
7.8843527,-13.397463,2.1308577,72.0
7.745624,-13.086512,1.0303261,174.0
7.557064,-13.132964,1.5653902,127.0
7.9098816,-13.297278,2.1201644,158.0
7.815415,-13.063545,1.0315521,131.0
7.631397,-13.071503,1.5636021,130.0
7.7539806,-13.091642,1.572543,99.0
7.5406346,-13.21704,2.0059283,1.0
7.829776,-12.84903,1.5535434,170.0
7.605799,-13.578738,1.5051594,1.0
7.609672,-13.145387,2.00202,176.0
7.7408566,-13.295698,0.94848555,1.0
7.551722,-13.284964,1.4753305,166.0
7.847216,-13.362213,2.045293,66.0
7.8080454,-13.219294,0.94623095,49.0
7.433357,-13.2863,2.291093,1.0
7.5874553,-13.154491,1.4652475,110.0
7.9138246,-13.283699,2.040547,191.0
7.8694644,-13.1340065,0.94327176,183.0
7.469945,-13.156743,2.2766004,158.0
7.6343665,-13.092797,1.4620966,102.0
7.974579,-13.168508,0.94919014,61.0
7.7195106,-13.04971,1.4627268,122.0
7.7635713,-12.937798,1.4549545,66.0
7.5631175,-13.28213,1.9291712,1.0
7.849867,-12.8972645,1.4560047,152.0
7.589997,-13.576559,1.4274334,1.0
7.5718875,-13.105741,1.9090567,181.0
7.9999313,-13.3487835,2.3427236,1.0
7.611178,-13.416183,1.414411,180.0
7.785679,-13.281719,1.94419,89.0
8.055978,-13.2526045,2.3345714,152.0
7.5848737,-13.176811,1.3921726,119.0
7.9095864,-13.300625,1.9549177,143.0
7.8861914,-13.193426,0.86530745,1.0
7.6268206,-13.10655,1.3881656,158.0
7.906905,-13.087843,0.86009586,167.0
7.715104,-13.068645,1.3893677,138.0
7.749929,-12.9414425,1.3801517,127.0
7.859044,-12.938376,1.3855611,59.0
7.6013117,-13.16694,1.8106494,1.0
7.6468043,-13.500253,1.3040873,1.0
7.6688867,-13.093224,1.8068336,167.0
7.5770264,-13.182395,1.2752042,135.0
7.8955817,-13.288849,1.8432108,86.0
7.6101146,-13.096571,1.2698349,132.0
7.669045,-13.009009,1.2655765,68.0
7.705761,-12.885305,1.25743,70.0
