x,y,z,intensity
7.7733693,-5.8451486,-0.28219107,1.0
7.5960326,-5.638131,-0.27824405,184.0
7.8236876,-5.654174,0.039249007,1.0
7.725023,-5.658634,-0.2799653,152.0
7.7873178,-5.5539684,0.037634604,181.0
7.7539315,-5.6053123,-0.2798466,158.0
7.9121356,-5.568036,0.03965261,165.0
7.8101935,-5.5715356,-0.2802324,185.0
7.961768,-5.5284467,0.039982826,148.0
7.977766,-5.6566944,0.3830675,1.0
8.199747,-5.643622,0.73312443,1.0
7.854872,-5.5292387,-0.28041044,157.0
8.007911,-5.4861994,0.040239662,122.0
8.755504,-5.337525,2.294161,1.0
7.98469,-5.6053085,0.38179046,189.0
8.206465,-5.591497,0.73103124,49.0
7.9104166,-5.5126805,-0.28094465,134.0
8.659524,-5.5096073,1.7545195,1.0
7.6339383,-5.7356935,-0.33608702,1.0
8.078423,-5.4786134,0.041230317,111.0
8.750462,-5.2781343,2.286189,1.0
7.729992,-5.639089,-0.016079664,1.0
8.047702,-5.574303,0.38359958,198.0
8.214942,-5.5220947,0.7282403,202.0
7.9993544,-5.500145,-0.28192398,67.0
8.573656,-5.379929,1.7297986,1.0
7.5912495,-5.6290865,-0.33405316,179.0
8.150965,-5.4532423,0.04207421,105.0
7.821988,-5.631425,-0.015188834,118.0
8.087521,-5.5269985,0.38391882,198.0
8.274417,-5.486835,0.73085684,183.0
8.684458,-5.3734884,1.7455925,86.0
7.6989665,-5.634575,-0.335921,83.0
8.149972,-5.378863,0.0413037,46.0
7.8409386,-5.5705504,-0.015443357,85.0
8.135354,-5.4849787,0.38477018,190.0
8.313737,-5.4379992,0.7313801,181.0
8.127752,-5.439105,-0.28299233,83.0
8.706261,-5.311657,1.743189,80.0
7.735836,-5.587264,-0.3359625,156.0
8.284293,-5.392798,0.04350516,148.0
7.895406,-5.5349917,-0.0151379295,95.0
8.403991,-5.610457,1.0943776,1.0
8.207956,-5.459114,0.3872178,187.0
8.387975,-5.411496,0.73556656,160.0
8.741153,-5.2578616,1.7435324,63.0
7.804931,-5.562993,-0.33683416,108.0
7.9349537,-5.488698,-0.015061572,76.0
8.404211,-5.5346828,1.0892894,1.0
8.268849,-5.4249086,0.3889205,175.0
8.042381,-5.695852,0.33178678,1.0
8.45379,-5.378943,0.7388808,135.0
8.098796,-5.561205,0.67164385,1.0
7.8749447,-5.1287847,-0.27732408,47.0
8.7977705,-5.2168584,1.7483393,48.0
7.8625937,-5.529997,-0.33741528,93.0
8.015468,-5.470395,-0.014348907,71.0
8.353802,-5.4267855,1.0769323,181.0
8.354818,-5.406376,0.39221948,123.0
8.004429,-5.59356,0.32750136,156.0
8.543182,-5.3605533,0.74463713,94.0
8.187958,-5.5472145,0.6770668,130.0
7.97104,-5.1201367,-0.2784518,108.0
8.89509,-5.1991315,1.7613864,31.0
7.9234295,-5.4987817,-0.3380794,77.0
8.0617895,-5.035119,0.036533874,49.0
8.087781,-5.445694,-0.013763505,78.0
7.647623,-5.7591553,-0.37487465,1.0
7.8488092,-5.738679,-0.05058248,1.0
8.482952,-5.4537134,1.0919547,161.0
8.048745,-5.5683184,0.3285489,81.0
8.205742,-5.5030003,0.67624515,85.0
8.0795765,-5.135978,-0.27993563,165.0
7.942671,-5.4568396,-0.33791336,64.0
8.238721,-5.091361,0.03983606,70.0
8.143266,-5.4275475,-0.013305363,89.0
7.517354,-5.606255,-0.37002432,1.0
7.7638183,-5.6209416,-0.051821053,88.0
8.538876,-5.4140825,1.0951046,163.0
8.072039,-5.5097294,0.3278823,128.0
8.246797,-5.4557467,0.6769025,100.0
8.008193,-5.0205383,-0.27812535,76.0
7.978453,-5.4079523,-0.33795488,89.0
8.182213,-5.3795815,-0.013229007,82.0
7.6556497,-5.634541,-0.3731919,95.0
7.829947,-5.594074,-0.051479995,47.0
8.592949,-5.3729143,1.0980121,175.0
8.394694,-5.639671,1.0384445,1.0
8.156139,-5.4924817,0.33073923,61.0
8.305918,-5.4202137,0.6793674,94.0
7.9152427,-4.893626,-0.27595896,104.0
7.9392414,-5.308656,-0.33612853,96.0
8.676889,-5.4828258,1.7008802,1.0
8.163907,-5.294225,-0.014018028,48.0
7.6990023,-5.592186,-0.37343937,101.0
7.886222,-5.5597024,-0.051246643,73.0
8.650226,-5.333357,1.1014043,118.0
8.434924,-5.5901165,1.0391383,1.0
8.187165,-5.4389095,0.33054876,126.0
8.368265,-5.3863177,0.68216103,86.0
7.9099283,-4.8220162,-0.27533573,67.0
7.7524204,-5.1128683,-0.33064952,94.0
8.687765,-5.4135523,1.6962137,1.0
8.114571,-5.1898537,-0.015265191,64.0
7.7453794,-5.551831,-0.37378582,82.0
7.924287,-5.5123196,-0.051210742,68.0
8.7328205,-5.3087096,1.1084309,80.0
8.398476,-5.490123,1.0291946,146.0
8.276242,-5.423609,0.3336914,73.0
8.455723,-5.3679266,0.68741965,74.0
8.040008,-5.717193,0.28645688,1.0
8.161308,-5.626022,0.6234784,1.0
8.012153,-4.815331,-0.27658215,145.0
7.871426,-5.1209483,-0.33280793,66.0
8.689722,-5.33918,1.6898805,1.0
8.071004,-5.090595,-0.016410545,112.0
7.812805,-5.5260777,-0.37477568,82.0
8.000048,-5.4906273,-0.050761983,54.0
7.680895,-5.6713967,-0.1159352,1.0
8.456149,-5.4523644,1.0324321,71.0
8.3889065,-5.4226327,0.33816728,52.0
8.568587,-5.3645644,0.69514316,35.0
7.962747,-5.587605,0.2805254,172.0
8.113936,-5.5187287,0.61581653,188.0
8.037083,-4.761848,-0.27649313,69.0
7.9185715,-5.0811415,-0.3331815,133.0
8.714675,-5.2793503,1.688214,1.0
8.2385025,-5.12457,-0.01437436,54.0
7.8818536,-5.500837,-0.37581503,61.0
7.63725,-5.7330623,-0.43603742,1.0
8.069213,-5.463728,-0.050385028,108.0
7.7599516,-5.65492,-0.11581128,163.0
8.480076,-5.411383,1.0322008,86.0
8.038291,-5.5841174,0.2831043,88.0
8.217706,-5.5326147,0.62301874,208.0
8.012792,-4.696719,-0.27569187,180.0
7.989626,-5.073886,-0.3343437,39.0
7.9735823,-5.5089555,-0.37779477,31.0
7.5584626,-5.6180754,-0.4319186,175.0
7.797849,-5.6265054,-0.115779154,89.0
8.550852,-5.381348,1.0372883,134.0
8.068267,-5.5301228,0.2828464,99.0
8.248979,-5.4786725,0.62271225,193.0
7.924883,-4.962883,-0.33197775,85.0
7.865757,-5.3621974,-0.37353835,79.0
7.675686,-5.6309533,-0.43510133,129.0
8.113766,-5.364778,-0.05054658,36.0
7.8330474,-5.5773993,-0.115779154,126.0
8.613153,-5.3453817,1.0412195,64.0
8.13269,-5.499405,0.28439376,120.0
8.309963,-5.4441648,0.62516403,204.0
7.9779963,-4.9266977,-0.33251736,161.0
8.093683,-5.4428043,-0.37932906,32.0
7.7238483,-5.5920205,-0.43560058,108.0
8.185894,-5.3387394,-0.050133724,37.0
7.8777404,-5.534992,-0.11575162,83.0
8.693957,-5.320287,1.0476944,68.0
8.454928,-5.6686926,1.0061302,1.0
8.609677,-5.593732,1.3600773,1.0
8.203703,-5.472517,0.28628495,74.0
7.916351,-5.6932015,0.2189965,1.0
8.379225,-5.4145007,0.6283821,183.0
8.18439,-5.711781,0.5667502,1.0
7.789688,-5.565526,-0.4367863,84.0
8.145171,-5.239749,-0.050923537,38.0
7.932057,-5.4991016,-0.115696535,104.0
8.327709,-5.508336,0.98422474,176.0
8.539547,-5.472466,1.3418698,169.0
8.256311,-5.432908,0.28723058,88.0
7.9242983,-5.6236277,0.21775275,169.0
8.44844,-5.38418,0.6316001,147.0
8.087208,-5.568326,0.55533624,172.0
8.013593,-4.810564,-0.33189476,142.0
7.8522363,-5.5361133,-0.43784723,136.0
8.100148,-5.1393466,-0.05174925,38.0
8.006013,-5.4763374,-0.115586385,85.0
7.7843213,-5.8035464,-0.17013155,1.0
8.412157,-5.4883814,0.9909305,105.0
8.6122875,-5.442943,1.348517,90.0
8.349025,-5.41888,0.2902393,55.0
7.96765,-5.579477,0.21811856,128.0
8.583532,-5.394453,0.64079434,47.0
8.151697,-5.537643,0.5578727,105.0
7.907891,-4.679373,-0.32861564,58.0
7.868502,-5.079619,-0.36972737,1.0
8.561303,-5.4516335,1.6086936,1.0
7.9687943,-5.5439205,-0.44096756,39.0
8.205277,-5.133811,-0.050977387,26.0
8.792162,-5.3501225,2.1669538,1.0
8.108137,-5.471938,-0.115398206,58.0
7.768072,-5.7348185,-0.169952,49.0
8.449629,-5.456203,0.9924952,94.0
8.631122,-5.398114,1.347361,124.0
8.000415,-5.546437,0.2184112,115.0
8.181008,-5.5014014,0.5581545,113.0
8.147002,-4.7698183,-0.33384562,133.0
7.882229,-5.0360465,-0.3694304,24.0
8.645432,-5.4479523,1.6198771,149.0
8.039218,-5.537015,-0.44265252,107.0
8.324725,-5.153843,-0.04997217,94.0
8.782048,-5.287516,2.1581695,1.0
7.7440515,-5.6424475,-0.16970594,180.0
8.495494,-5.4104543,0.99405986,135.0
8.680047,-5.353096,1.349962,89.0
8.053226,-5.5085096,0.21921597,106.0
8.235336,-5.4631653,0.55984545,89.0
8.137027,-4.695463,-0.33289093,64.0
7.839184,-4.9396853,-0.3672527,80.0
8.642555,-5.3706727,1.6128474,151.0
8.105219,-5.507807,-0.44383827,92.0
7.8053713,-5.612305,-0.16981235,116.0
8.569765,-5.382257,0.99942446,86.0
8.735518,-5.311775,1.3537191,88.0
8.110839,-5.4735017,0.22024024,100.0
8.291172,-5.4255595,0.56167734,130.0
8.689612,-5.3244896,1.6154037,123.0
8.019965,-4.827867,-0.053831488,1.0
7.8535485,-5.572383,-0.16986555,125.0
8.615256,-5.335607,1.0009891,143.0
8.334112,-5.578016,0.9205551,1.0
8.812904,-5.2831526,1.3612332,83.0
8.524572,-5.532989,1.2934538,1.0
