x,y,z,intensity
-3.4423575,-12.7957115,2.2750335,1.0
-3.3196764,-12.826157,0.5679164,124.0
-3.2128167,-12.7421465,0.5621698,145.0
-3.12988,-12.664045,0.5570617,169.0
-3.0261223,-12.58245,0.5515279,148.0
-3.503392,-12.76337,2.7964897,100.0
-3.3283722,-12.8326,0.49396598,49.0
-3.2196126,-12.742901,0.4885378,158.0
-3.1426144,-12.690087,0.4852047,90.0
-3.414769,-12.758995,1.7895409,49.0
-3.0312586,-12.579508,0.47882417,113.0
-3.3111918,-12.830343,0.87999934,73.0
-3.3698483,-12.816391,1.3517002,47.0
-3.2350402,-12.758698,0.42829743,119.0
-3.1528478,-12.684566,0.42434308,115.0
-3.5057695,-12.768539,2.6783922,102.0
-3.047414,-12.597268,0.41961506,93.0
-3.3158412,-12.822484,0.79728514,44.0
-3.2659628,-12.790247,0.34527287,107.0
-3.158844,-12.703878,0.341249,130.0
-3.0477362,-12.595312,0.33642036,105.0
-3.5082483,-12.724928,2.5438454,104.0
-3.3020232,-12.827563,0.28288445,70.0
-3.1889877,-12.718096,0.2786296,101.0
-3.0831113,-12.631032,0.2751368,99.0
-3.3333843,-12.819998,0.6510858,84.0
-3.2236683,-12.726549,0.6440681,190.0
-3.127767,-12.6826105,0.640143,159.0
-3.0424833,-12.592456,0.63372,156.0
-3.5104861,-12.754066,2.4277773,1.0
