x,y,z,intensity
-2.3813176,7.9998345,1.8610147,16.0
-2.7095997,8.197214,1.9261196,24.0
-2.7610505,8.180027,1.9261196,42.0
-2.8079145,8.14962,1.9230193,39.0
-2.863623,8.144686,1.9261196,24.0
-2.346872,8.014258,1.8136535,45.0
-2.7002482,8.178323,1.4667947,1.0
-2.9059315,8.142113,1.9287769,26.0
-2.5402715,8.3948145,0.62951046,146.0
-2.6831205,7.959715,1.4297134,1.0
-2.5538006,8.2531595,0.61799777,146.0
-2.7253325,7.920361,1.4255931,1.0
-2.5620189,8.100282,0.60543853,153.0
-2.7776725,7.910511,1.4269665,1.0
-2.497479,8.16279,0.9029631,176.0
-2.583851,7.9949903,0.5972401,148.0
-2.835348,7.9151416,1.4310867,1.0
-2.5206463,8.057952,0.8915751,189.0
-2.6227086,7.94457,0.5941003,184.0
-2.7253377,8.198725,1.8776095,56.0
-2.5559974,7.994718,0.8855177,185.0
-2.664881,7.9052973,0.5920071,178.0
-2.7749279,8.175887,1.8763131,45.0
-2.5868444,7.9618316,0.88285244,193.0
-2.6573143,8.128116,0.31762013,31.0
-2.702104,7.8926516,0.5920071,173.0
-2.5454724,8.363208,0.58241224,35.0
-2.8210084,8.184893,1.8814988,32.0
-2.6336694,7.9360075,0.881641,192.0
-2.707695,8.109365,0.3175137,149.0
-2.7675235,7.9206204,0.5961935,141.0
-2.5350614,8.143262,0.5648289,142.0
-2.691181,7.941848,0.8845485,183.0
-2.742371,8.044972,0.31485325,163.0
-2.838115,7.9612026,0.60160094,58.0
-2.5609818,8.047338,0.55792695,51.0
-3.0485601,7.772033,1.4207863,1.0
-2.6569896,7.942152,1.3815554,1.0
-2.346624,8.044001,1.7578598,17.0
-2.7057388,7.8235517,0.8714645,107.0
-2.540238,8.182396,0.8585337,49.0
-2.7988117,8.044545,0.315811,48.0
-2.5900803,7.9646926,0.5521754,67.0
-2.6998775,7.904756,1.3778889,48.0
-2.3993754,8.036589,1.759533,15.0
-2.7528462,7.800785,0.87073755,177.0
-2.5403068,8.003309,0.8386464,80.0
-2.868134,8.079455,0.31879073,107.0
-2.6363301,7.9369025,0.5511894,125.0
-2.746268,7.878318,1.3762223,48.0
-2.4434893,8.000794,1.7549318,42.0
-2.8051903,7.792666,0.8719491,107.0
-2.5844595,7.9682784,0.83633393,104.0
-2.6759772,7.8899546,0.5485601,71.0
-2.81409,7.9129767,1.3855554,25.0
-2.575966,8.246444,1.8134933,45.0
-2.618277,7.944681,0.8349464,93.0
-2.7240844,7.9093213,0.55135375,84.0
-2.6467545,7.8640056,0.827084,70.0
-2.4852147,8.126501,1.1017054,150.0
-2.703622,8.065539,0.26750553,34.0
-2.8203259,8.025677,0.56302124,82.0
-2.5724132,8.334113,0.5319952,1.0
-2.689063,7.826536,0.82454026,85.0
-2.5159905,8.046555,1.0918792,97.0
-2.7580993,8.059743,0.26807693,74.0
-2.5787833,8.173365,0.5203491,197.0
-2.7236397,8.217401,1.817258,49.0
-2.7329636,7.7944756,0.8226903,84.0
-2.5893228,8.520676,0.86285055,1.0
-2.5531445,7.9891477,1.0855211,123.0
-2.814573,8.059243,0.26893398,32.0
-2.5998807,8.0640745,0.5128404,70.0
-2.7625906,8.163104,1.808892,48.0
-2.82441,7.8969684,0.83749014,89.0
-2.528733,8.140095,0.8199337,175.0
-2.6051476,7.9785876,1.0863881,88.0
-2.6316466,7.9908037,0.5082432,204.0
-3.043274,7.8107643,1.3828888,74.0
-2.827328,8.184374,1.8176763,22.0
-2.3344505,8.09319,1.691371,23.0
-2.5525563,8.038869,0.8098751,117.0
-2.6508124,7.9489307,1.084365,128.0
-2.679241,7.9665565,0.5076303,193.0
-2.629206,7.9742465,1.3249519,84.0
-2.3841546,8.074601,1.6905681,1.0
-2.5867202,8.015411,0.80853397,133.0
-2.690799,7.943842,1.0855211,84.0
-2.7187,7.959499,0.50809,197.0
-2.6541228,7.924357,1.3185613,61.0
-2.4059632,8.00882,1.6789278,51.0
-2.6313899,7.982026,0.8065222,119.0
-2.7406583,7.926779,1.0855211,146.0
-2.4611404,8.0108795,1.0421892,154.0
-2.6899855,8.093412,0.228947,44.0
-2.8083146,8.055143,0.5172843,172.0
-2.7006438,7.8981915,1.3169637,69.0
-2.4579492,7.9991674,1.6801319,25.0
-2.657221,7.8938165,0.7980283,89.0
-2.4967754,8.36303,0.78317416,94.0
-2.8023422,7.942966,1.0907232,93.0
-2.5167253,8.012275,1.0447018,108.0
-2.7388446,8.070679,0.2286891,51.0
-2.596599,8.196396,0.46909702,118.0
-2.752836,7.888517,1.3182418,77.0
-2.5122395,7.9966607,1.6829417,48.0
-2.6957085,7.845039,0.7942283,153.0
-2.5654144,8.400477,0.7890559,136.0
-2.8467965,7.910318,1.0884111,102.0
-2.559208,7.9717717,1.0410725,128.0
-2.7987187,8.079722,0.2298926,94.0
-2.60779,8.054553,0.45979673,62.0
-2.8063467,7.882215,1.320159,87.0
-2.5671897,7.9956536,1.6861528,43.0
-2.748258,7.837316,0.79534596,90.0
-2.5334072,8.110608,0.7588069,52.0
-2.8566356,7.784616,1.0716487,92.0
-2.6067948,7.9480014,1.0399557,88.0
-2.8695397,8.118448,0.23247153,19.0
-2.6558588,8.030426,0.45923308,104.0
-2.7380035,8.350139,1.7660297,8.0
-2.8314648,7.9533596,0.8107692,135.0
-2.5351577,7.9828568,0.7459931,138.0
-2.8918977,7.767362,1.0710707,88.0
-2.641734,7.9281073,1.038839,117.0
-2.6905177,8.008358,0.4585285,163.0
-2.7275121,8.18646,1.733517,1.0
-2.5913582,7.9857035,0.74809366,70.0
-2.6997278,7.935746,1.0424684,102.0
-2.757492,8.0404005,0.46219227,56.0
-2.5623977,8.084161,1.2612007,51.0
-2.7845345,8.185868,1.7371296,51.0
-2.6141498,7.8861284,0.73885095,103.0
-2.7521162,7.9261165,1.0435852,95.0
-2.4895196,8.189771,1.0191933,54.0
-2.5762548,7.9530787,1.2427828,31.0
-2.652886,7.8374944,0.73527986,112.0
-2.8064604,7.9217463,1.0455394,141.0
-2.5168145,8.517823,0.75567484,69.0
-2.4632683,7.9262204,0.9840601,99.0
-3.01432,7.7288074,1.308656,172.0
-2.6255577,7.9348564,1.2424809,61.0
-2.7007878,7.816908,0.73485976,89.0
-2.814729,7.7883782,1.0282301,73.0
-2.5575187,8.459965,0.7512672,199.0
-2.5432558,8.004959,0.9974697,123.0
-2.6062393,8.138102,0.4197195,55.0
-2.6640525,7.8844604,1.2370461,50.0
-2.7820275,7.8917766,0.74515283,88.0
-2.8595276,7.7593794,1.026555,106.0
-2.5478537,8.242351,0.7300306,103.0
-2.5910358,7.9812865,0.99639696,92.0
-2.639817,8.068497,0.4160714,92.0
-2.7135391,7.867566,1.2370461,30.0
-2.4095826,8.049417,1.6068813,45.0
-2.8603024,7.95469,0.7541855,119.0
-2.5512638,8.074497,0.71400297,126.0
-2.6392472,7.9592104,0.99559236,124.0
-2.678994,8.017706,0.4137262,48.0
-2.7759545,7.8876925,1.2430848,58.0
-2.4365377,8.002321,1.5995972,63.0
-2.5635386,7.982872,0.70558846,116.0
-2.6818223,7.9616985,0.9977379,86.0
-2.7161007,8.003104,0.4135959,155.0
-2.4767718,7.955017,1.5930798,73.0
-2.6098962,7.9552717,0.70438635,102.0
-2.729198,7.9372,0.9966651,102.0
-2.488213,8.134361,0.95184046,141.0
-2.8136923,8.121546,0.4229767,61.0
-2.5261054,7.937429,1.5926964,42.0
-2.6419995,7.8859277,0.6987767,179.0
-2.7862828,7.9404497,0.99961525,115.0
-2.5022516,7.9991994,0.93581414,78.0
-2.578374,7.9288616,1.5942299,61.0
-2.6921442,7.871053,0.69897705,151.0
-2.5404012,8.363404,0.67421246,78.0
-2.7930806,7.8034673,0.9824509,86.0
-2.5434692,7.9549546,0.9319983,122.0
-2.9227583,7.718315,1.2264785,127.0
-2.6343741,7.931118,1.5980637,67.0
-2.7474897,7.8708773,0.70078015,99.0
-2.5313363,8.147447,0.6547719,81.0
-2.840003,7.7801833,0.98164636,98.0
-2.5897326,7.9274936,0.930472,107.0
-2.658679,8.076339,0.3684758,1.0
-3.0454533,7.8936563,1.2581813,37.0
-2.693044,7.9404125,1.6034309,48.0
-2.831843,7.950854,0.7111981,141.0
-2.5382063,7.990824,0.6410709,69.0
-2.636998,7.903532,0.92945445,112.0
-2.704318,8.044323,0.36752424,113.0
-2.8057468,8.144594,1.6482855,57.0
-2.558225,7.923774,0.6357016,101.0
-2.6906483,7.9399066,0.93606853,71.0
-2.7383525,8.020144,0.36681056,129.0
-2.5974357,7.875367,0.6325541,85.0
-2.703779,7.815893,0.92156845,51.0
-2.8147874,8.078255,0.37156832,95.0
-2.6418185,7.8437815,0.6310729,76.0
-2.741687,7.766922,0.9172439,147.0
-2.6968355,7.843991,0.63273925,74.0
-2.798443,7.77196,0.92029655,48.0
-2.5150704,8.015959,1.5294207,15.0
-2.7663622,7.885194,0.6384788,80.0
-2.5540648,7.964396,1.5224681,1.0
-2.8451767,7.950226,0.6466254,35.0
-2.5837066,7.92795,1.5177109,12.0
-2.6408653,7.9339647,1.5221021,38.0
-2.6856382,7.9023094,1.5191747,11.0
-2.745474,7.9150267,1.5250295,42.0
