"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.612806000E-2,1.651000977E-1,1.593612671E0,1.010249329E1
1.161280600E-1,3.828582764E-1,1.493118286E0,9.430114746E0
1.661280600E-1,-5.981445312E-2,1.560119629E0,1.053080750E1
2.161280600E-1,1.483612061E-1,1.471588135E0,1.004747009E1
2.661280600E-1,3.349914551E-1,2.024322510E0,1.023889160E1
3.161280600E-1,2.249298096E-1,1.289733887E0,1.032742310E1
3.661280600E-1,-1.196441650E-1,8.733825684E-1,9.609573364E0
4.161280600E-1,-1.387786865E-1,1.280166626E0,1.036810303E1
4.661280600E-1,9.809875488E-2,1.282546997E0,1.065763855E1
5.161280600E-1,-8.590240479E-1,1.911865234E0,8.762512207E0
5.661280600E-1,1.387786865E-1,2.574676514E0,8.913269043E0
6.161280600E-1,-7.171630859E-3,2.404785156E0,1.111227417E1
6.661280600E-1,-6.939697266E-2,1.146163940E0,1.028195190E1
7.161280600E-1,5.743408203E-2,2.538787842E0,9.664611816E0
7.661280600E-1,-2.249298096E-1,2.749359131E0,9.552154541E0
8.161280600E-1,-2.871398926E-1,2.742172241E0,9.942184448E0
8.661280600E-1,-4.833526611E-1,2.969497681E0,1.059541321E1
9.161280600E-1,9.403839111E-1,2.802001953E0,1.082273865E1
9.661280600E-1,3.589172363E-1,2.050643921E0,1.210768127E1
1.016128060E0,6.508483887E-1,8.566284180E-1,1.039202881E1
1.066128060E0,1.457229614E0,7.896270752E-1,1.195933533E1
1.116128060E0,6.771697998E-1,9.809875488E-2,9.233901978E0
1.166128060E0,9.331970215E-1,1.050445557E0,8.118850708E0
1.216128060E0,1.194015503E0,1.500305176E0,7.503890991E0
1.266128060E0,5.694885254E-1,1.617553711E0,8.609375000E0
1.316128060E0,4.498443604E-1,1.780258179E0,9.111862183E0
1.366128060E0,7.872314453E-1,1.837692261E0,1.039920044E1
1.416128060E0,6.723785400E-1,2.457427979E0,1.048774719E1
1.466128060E0,7.633056641E-1,2.280364990E0,1.153100586E1
1.516128060E0,4.977111816E-1,1.820938110E0,1.252403259E1
1.566128060E0,-3.158569336E-1,1.490722656E0,9.781860352E0
1.616128060E0,-5.216369629E-1,9.451599121E-1,1.107398987E1
1.666128060E0,2.273254395E-1,3.493499756E-1,9.492324829E0
1.716128060E0,-1.301696777E0,4.881286621E-1,8.298309326E0
1.766128060E0,-5.958099365E-1,1.060012817E0,7.874786377E0
1.816128060E0,-8.733825684E-1,8.470611572E-1,9.291336060E0
1.866128060E0,1.148529053E-1,1.062408447E0,9.480361938E0
1.916128060E0,-2.395629883E-3,1.519439697E0,9.535400391E0
1.966128060E0,3.445739746E-1,1.213165283E0,1.172483826E1
2.016128060E0,1.627044678E-1,1.268188477E0,1.267239380E1
2.066128060E0,1.787445068E0,1.052841187E0,1.024845886E1
2.116128060E0,2.632141113E-1,-1.914215088E-1,1.155255127E1
2.166128060E0,7.752685547E-1,8.375549316E-2,9.032897949E0
2.216128060E0,6.556396484E-1,1.521835327E0,8.621337891E0
2.266128060E0,1.435852051E-2,1.569686890E0,7.018142700E0
2.316128060E0,-1.196441650E-1,2.277969360E0,8.245666504E0
2.366128060E0,3.804626465E-1,2.328216553E0,9.403793335E0
2.416128060E0,3.852386475E-1,3.055633545E0,9.875183105E0
2.466128060E0,3.349914551E-1,2.813964844E0,1.258146667E1
2.516128060E0,-2.440643311E-1,2.644073486E0,1.177748108E1
2.566128060E0,4.019927979E-1,1.526626587E0,1.216032410E1
2.616128060E0,-3.134613037E-1,6.364898682E-1,1.006420898E1
2.666128060E0,1.914215088E-1,8.087768555E-1,9.360717773E0
2.716128060E0,2.632141113E-1,1.301696777E0,7.444076538E0
2.766128060E0,-4.689941406E-1,1.519439697E0,8.281555176E0
2.816128060E0,2.751770020E-1,2.141571045E0,7.903488159E0
2.866128060E0,1.148529053E-1,1.859222412E0,9.434906006E0
2.916128060E0,1.244201660E-1,1.710861206E0,1.052603149E1
2.966128060E0,-3.325958252E-1,1.402191162E0,1.190907288E1
3.016128060E0,-1.459655762E-1,1.962112427E0,1.164347839E1
3.066128060E0,1.399795532E0,1.548156738E0,1.276332092E1
3.116128060E0,-3.589172363E-1,7.800598145E-1,9.511474609E0
3.166128060E0,3.924255371E-1,1.055236816E0,9.018554688E0
3.216128060E0,-3.493499756E-1,1.356735229E0,8.233703613E0
3.266128060E0,-8.039855957E-1,1.871185303E0,7.183258057E0
3.316128060E0,-2.560272217E-1,2.009963989E0,8.260025024E0
3.366128060E0,7.322082520E-1,2.246856689E0,9.458831787E0
3.416128060E0,4.737854004E-1,2.445465088E0,1.194975281E1
3.466128060E0,-8.135986328E-2,2.222930908E0,1.330169678E1
3.516128060E0,7.728881836E-1,1.500305176E0,1.107159424E1
3.566128060E0,-1.387832642E0,-5.024719238E-2,1.344766235E1
3.616128060E0,-4.881286621E-1,1.435699463E-1,9.640686035E0
