"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
9.404223100E-2,-2.207946777E0,-1.736907959E1,4.834136963E1
1.939872990E-1,-2.239990234E0,-1.840972900E1,4.759674072E1
2.440361270E-1,-1.907348633E-1,-2.071533203E1,4.981689453E1
3.439760390E-1,1.113891602E0,-2.275390625E1,4.936370850E1
4.439516250E-1,9.902954102E-1,-2.186889648E1,4.892120361E1
4.942751110E-1,1.293945312E0,-2.185974121E1,4.891967773E1
5.939150040E-1,-8.041381836E-1,-2.088470459E1,4.967041016E1
6.938905900E-1,-1.190185547E-1,-2.323760986E1,4.966430664E1
7.438783830E-1,-2.006530762E0,-2.047576904E1,4.982299805E1
8.441591450E-1,-2.151489258E0,-2.033386230E1,4.893188477E1
9.438905900E-1,9.963989258E-1,-2.156829834E1,5.070495605E1
9.938173480E-1,1.029968262E0,-2.052917480E1,5.041046143E1
1.093792934E0,3.170776367E0,-2.016601562E1,4.995727539E1
1.194043178E0,1.156616211E0,-2.141723633E1,4.981231689E1
1.243786830E0,8.285522461E-1,-2.201843262E1,5.085296631E1
1.343731899E0,1.124572754E0,-2.230682373E1,5.055541992E1
1.443707485E0,-1.922607422E-1,-2.071533203E1,5.011444092E1
1.493695277E0,5.554199219E-1,-2.098846436E1,5.130004883E1
1.593670863E0,-3.997802734E0,-2.098541260E1,4.848785400E1
1.693646449E0,-2.183532715E0,-2.122344971E1,4.996948242E1
1.743664760E0,-2.502441406E0,-2.167968750E1,5.041503906E1
1.843609828E0,-2.770996094E0,-2.049713135E1,5.131072998E1
1.943585414E0,-1.829528809E0,-1.957855225E1,5.071563721E1
1.993603725E0,1.815795898E-1,-1.832580566E1,5.234680176E1
2.093548793E0,-6.896972656E-1,-1.686553955E1,5.473022461E1
2.193524379E0,7.659912109E-1,-1.889495850E1,5.561370850E1
2.243817348E0,1.165771484E0,-2.036132812E1,5.873107910E1
2.343518276E0,-2.655029297E-1,-1.788787842E1,5.532226562E1
2.443493861E0,-2.229309082E0,-1.735534668E1,5.651550293E1
2.493451137E0,-2.087402344E0,-1.764678955E1,5.711059570E1
2.593701381E0,-4.057312012E0,-1.741027832E1,5.726318359E1
2.693402309E0,-3.131103516E0,-1.693572998E1,5.785675049E1
2.743420619E0,-2.777099609E0,-2.019195557E1,5.695953369E1
2.843365688E0,-1.791381836E0,-1.793365479E1,5.666198730E1
2.943615932E0,1.286315918E0,-1.665039062E1,5.769653320E1
2.993329067E0,-5.142211914E-1,-1.596374512E1,5.696105957E1
3.093304652E0,-1.026916504E0,-1.791229248E1,5.562133789E1
3.193280238E0,-2.081298828E0,-1.765136719E1,5.502929688E1
3.243298549E0,-1.184082031E0,-1.806793213E1,5.487518311E1
3.343243617E0,-1.919555664E0,-1.734924316E1,5.458374023E1
3.443219203E0,-1.763916016E0,-1.719512939E1,5.473022461E1
3.493206996E0,-1.312255859E0,-1.717834473E1,5.666198730E1
3.593182582E0,-4.199218750E0,-1.726989746E1,5.562896729E1
3.693158168E0,-2.743530273E0,-1.945495605E1,5.309600830E1
3.743206996E0,-3.199768066E0,-1.931610107E1,5.532684326E1
3.843121547E0,-4.379272461E0,-1.816711426E1,5.458831787E1
3.943097133E0,-1.173400879E0,-1.776885986E1,5.517425537E1
3.993329067E0,-7.141113281E-1,-1.760711670E1,5.532379150E1
4.093091029E0,-1.385498047E0,-1.955718994E1,5.561981201E1
4.193036098E0,-8.972167969E-1,-1.865386963E1,5.413360596E1
4.243023891E0,-7.736206055E-1,-1.954040527E1,5.428009033E1
4.343213100E0,-1.045227051E0,-1.850891113E1,5.472717285E1
4.443036098E0,9.460449219E-2,-1.624755859E1,5.398559570E1
4.492962856E0,-3.750610352E0,-1.740264893E1,5.652008057E1
4.592938442E0,-2.780151367E0,-1.559143066E1,5.562896729E1
4.693127651E0,-4.052734375E0,-1.741333008E1,5.548095703E1
4.742901820E0,-2.671813965E0,-1.707305908E1,5.518035889E1
4.842907924E0,-2.627563477E0,-1.573791504E1,5.458831787E1
4.943249721E0,-9.155273438E-3,-1.461791992E1,5.487976074E1
4.992840785E0,1.495361328E-1,-1.446380615E1,5.428466797E1
