"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.414769739E0,-1.004943848E-1,1.129409790E0,1.309114075E1
5.464769739E0,-9.092712402E-2,1.036087036E0,1.281834412E1
5.514769739E0,2.656097412E-1,2.679901123E-1,1.153340149E1
5.564769739E0,-3.948211670E-1,1.196289062E-2,1.037049866E1
5.614769739E0,9.714813232E-1,5.120697021E-1,8.492126465E0
5.664769739E0,-4.833526611E-1,7.130584717E-1,8.248062134E0
5.714769739E0,-1.244201660E-1,1.048049927E0,7.357925415E0
5.764769739E0,1.148529053E-1,1.122238159E0,7.879562378E0
5.814769739E0,-8.375549316E-2,1.428512573E0,1.004507446E1
5.864769739E0,3.900299072E-1,1.392623901E0,1.166261292E1
5.914769739E0,-4.791259766E-3,9.762725830E-1,1.296191406E1
5.964769739E0,5.814514160E-1,3.182525635E-1,1.229432678E1
6.014769739E0,2.129669189E-1,-3.086700439E-1,1.283988953E1
6.064769739E0,-3.469543457E-1,-5.264282227E-2,8.571090698E0
6.114769739E0,5.001068115E-1,2.392883301E-1,9.090332031E0
6.164769739E0,-2.297058105E-1,6.484527588E-1,7.652252197E0
6.214769739E0,-1.055236816E0,1.244262695E0,7.831710815E0
6.264769739E0,2.033843994E-1,1.588836670E0,8.528015137E0
6.314769739E0,-4.067840576E-1,1.083953857E0,1.009532166E1
6.364769739E0,4.163513184E-1,9.068756104E-1,1.210768127E1
6.414769739E0,1.603240967E-1,2.632141113E-1,1.268675232E1
6.464769739E0,8.063812256E-1,2.536315918E-1,1.142333984E1
6.514769739E0,7.417755127E-1,-3.325958252E-1,1.347158813E1
6.564769739E0,-2.153015137E-2,-3.421783447E-1,8.501693726E0
6.614769739E0,1.040878296E0,8.350982666E-1,8.798416138E0
6.664769739E0,-3.589172363E-1,7.680969238E-1,7.781463623E0
6.714769739E0,-5.886383057E-1,1.435699463E0,6.333801270E0
6.764769739E0,-7.489471436E-1,1.557723999E0,8.961120605E0
6.814769739E0,5.599212646E-1,1.543365479E0,9.123840332E0
6.864769739E0,1.914978027E-2,9.044799805E-1,1.286381531E1
6.914769739E0,5.120697021E-1,1.131805420E0,1.310310364E1
6.964769739E0,6.795654297E-1,-7.250213623E-1,1.276332092E1
7.014769739E0,-1.459655762E-1,-5.072784424E-1,1.202394104E1
7.064769739E0,6.843414307E-1,-5.718841553E-1,7.774276733E0
7.114769739E0,-5.288085938E-1,1.746826172E-1,8.018356323E0
7.164769739E0,6.221008301E-2,7.609100342E-1,7.322036743E0
7.214769739E0,-1.124572754E-1,1.428512573E0,7.769500732E0
7.264769739E0,2.057800293E-1,1.651046753E0,9.382263184E0
7.314769739E0,4.259185791E-1,1.287338257E0,1.078923035E1
7.364769739E0,1.483612061E-1,8.733825684E-1,1.292602539E1
7.414769739E0,-9.809875488E-2,1.004989624E0,1.167697144E1
7.464769739E0,1.024124146E0,-3.876342773E-1,1.324188232E1
7.514769739E0,-7.920227051E-1,-2.177429199E-1,1.043750000E1
7.564769739E0,1.172485352E-1,-4.235229492E-1,8.264816284E0
7.614769739E0,6.867370605E-1,8.279113770E-1,7.731216431E0
7.664769739E0,-2.225341797E-1,8.949127197E-1,7.211975098E0
7.714769739E0,2.679901123E-1,1.071990967E0,8.204986572E0
7.764769739E0,6.986999512E-1,1.452438354E0,9.360717773E0
7.814769739E0,1.483612061E-1,1.002593994E0,1.119123840E1
7.864769739E0,3.756713867E-1,1.162918091E0,1.234936523E1
7.914769739E0,2.010040283E-1,4.283142090E-1,1.290209961E1
7.964769739E0,9.571228027E-1,-1.143768311E0,1.355773926E1
8.014769739E0,6.436767578E-1,-3.325958252E-1,9.552154541E0
8.064769739E0,-2.010040283E-1,-1.627044678E-1,9.152542114E0
8.114769739E0,-5.742797852E-1,5.599212646E-1,7.680953979E0
8.164769739E0,-8.829498291E-1,7.250213623E-1,7.209579468E0
8.214769739E0,-6.364898682E-1,7.441711426E-1,7.759918213E0
8.264769739E0,-1.555328369E-1,8.111724854E-1,9.207580566E0
8.314769739E0,1.411743164E-1,4.881286621E-1,1.162432861E1
8.364769739E0,7.154541016E-1,5.359954834E-1,1.229672241E1
8.414769739E0,1.627044678E-1,1.170089722E0,1.279920959E1
8.464769739E0,2.593826294E0,3.588867188E-2,1.035134888E1
8.514769739E0,2.273254395E-1,-6.029968262E-1,1.205743408E1
8.564769739E0,1.074371338E0,-4.570312500E-1,7.077972412E0
8.614769739E0,7.010955811E-1,6.652069092E-1,9.521041870E0
8.664769739E0,2.775726318E-1,1.043273926E0,6.821945190E0
8.714769739E0,-4.977111816E-1,1.277770996E0,7.707275391E0
8.764769739E0,4.791259766E-3,1.926223755E0,8.367706299E0
8.814769739E0,3.134613037E-1,9.092712402E-1,1.220339966E1
8.864769739E0,2.010040283E-1,3.373870850E-1,1.537388611E1
8.914769739E0,2.057800293E-1,-1.914215088E-1,1.303370667E1
8.964769739E0,-1.033706665E0,-1.105484009E0,1.405543518E1
9.014769739E0,-6.700134277E-2,-9.044799805E-1,9.099899292E0
9.064769739E0,2.225341797E-1,5.743408203E-2,8.556732178E0
9.114769739E0,1.026519775E0,8.638153076E-1,5.649459839E0
9.164769739E0,-1.162918091E0,1.036087036E0,7.238281250E0
9.214769739E0,-3.182525635E-1,1.112655640E0,7.580459595E0
9.264769739E0,4.761657715E-1,1.313659668E0,9.867996216E0
9.314769739E0,4.307098389E-1,5.455627441E-1,1.295713806E1
9.364769739E0,2.297058105E-1,7.513427734E-1,1.268435669E1
9.414769739E0,2.392883301E-1,1.038482666E0,1.183010864E1
9.464769739E0,8.566284180E-1,-3.086700439E-1,1.282313538E1
9.514769739E0,-1.818542480E-1,-2.679901123E-1,9.449264526E0
9.564769739E0,9.571838379E-2,4.857482910E-1,7.403396606E0
9.614769739E0,4.235229492E-1,1.567306519E0,6.833908081E0
9.664769739E0,-9.068756104E-1,1.392623901E0,7.556533813E0
9.714769739E0,2.416687012E-1,1.399795532E0,8.786437988E0
9.764769739E0,2.416687012E-1,1.954940796E0,1.058824158E1
9.814769739E0,-1.435852051E-2,1.232299805E0,1.242593384E1
9.864769739E0,-1.794586182E-1,6.532440186E-1,1.359840393E1
9.914769739E0,-9.567260742E-3,8.590240479E-1,1.014077759E1
9.964769739E0,-4.833526611E-1,-4.307556152E-2,1.218904114E1
1.001476974E1,-3.588867188E-2,1.316070557E-1,8.422729492E0
1.006476974E1,8.829498291E-1,4.547119141E-2,8.520843506E0
1.011476974E1,-4.785156250E-2,9.954071045E-1,7.228713989E0
1.016476974E1,-5.312042236E-1,9.690856934E-1,7.661819458E0
1.021476974E1,-1.220397949E-1,1.615158081E0,9.231506348E0
1.026476974E1,3.349914551E-1,1.292129517E0,9.985244751E0
1.031476974E1,2.632141113E-2,7.992095947E-1,1.223689270E1
1.036476974E1,2.177429199E-1,1.014556885E0,1.273460388E1
1.041476974E1,1.775466919E0,-6.628112793E-1,1.230868530E1
1.046476974E1,-5.575256348E-1,-1.002593994E0,1.394058228E1
1.051476974E1,3.924255371E-1,-2.344970703E-1,7.824523926E0
1.056476974E1,8.997039795E-1,5.383911133E-1,8.793624878E0
1.061476974E1,-2.395629883E-3,1.318450928E0,6.991821289E0
1.066476974E1,-9.212341309E-1,1.572082520E0,7.690536499E0
1.071476974E1,2.249298096E-1,2.041076660E0,9.353546143E0
1.076476974E1,2.967071533E-1,1.988433838E0,1.071745300E1
1.081476974E1,6.245269775E-1,9.714813232E-1,1.300019836E1
1.086476974E1,-4.953155518E-1,1.196411133E0,1.287577820E1
1.091476974E1,1.560119629E0,-1.172485352E-1,1.241157532E1
1.096476974E1,-4.833526611E-1,-5.216369629E-1,1.140898132E1
1.101476974E1,2.679901123E-1,-1.722869873E-1,7.587646484E0
1.106476974E1,-2.105712891E-1,5.599212646E-1,7.233505249E0
1.111476974E1,-4.737854004E-1,7.609100342E-1,7.276580811E0
1.116476974E1,-1.368698120E0,9.547424316E-1,8.226531982E0
1.121476974E1,-1.770629883E-1,1.624725342E0,8.695510864E0
1.126476974E1,3.373870850E-1,1.339981079E0,1.076290894E1
1.131476974E1,4.067840576E-1,6.388854980E-1,1.315335083E1
1.136476974E1,7.154541016E-1,3.876342773E-1,1.313899231E1
1.141476974E1,-1.555328369E-1,-4.211425781E-1,1.495753479E1
1.146476974E1,-6.460571289E-2,1.914978027E-2,1.023410034E1
1.151476974E1,8.231353760E-1,3.828430176E-2,7.793426514E0
1.156476974E1,-5.814514160E-1,7.010955811E-1,7.097106934E0
1.161476974E1,-6.245269775E-1,1.074371338E0,6.733398438E0
1.166476974E1,-3.206329346E-1,1.174880981E0,8.563919067E0
1.171476974E1,2.967071533E-1,1.521835327E0,9.288940430E0
1.176476974E1,2.321014404E-1,1.744369507E0,1.096151733E1
1.181476974E1,6.867370605E-1,9.667053223E-1,1.234696960E1
1.186476974E1,-4.259185791E-1,8.973083496E-1,1.206460571E1
1.191476974E1,-6.700134277E-2,1.986083984E-1,1.277288818E1
1.196476974E1,-7.896423340E-2,-4.498443604E-1,9.064010620E0
1.201476974E1,-9.571838379E-2,-1.938171387E-1,1.000679016E1
1.206476974E1,4.067840576E-1,1.579284668E-1,8.470596313E0
1.211476974E1,-2.392578125E-2,5.958099365E-1,7.202392578E0
1.216476974E1,-1.340026855E-1,9.379882812E-1,7.898712158E0
1.221476974E1,-3.517456055E-1,1.526626587E0,9.853637695E0
1.226476974E1,1.004943848E-1,1.115051270E0,1.205264282E1
1.231476974E1,5.168457031E-1,5.575256348E-1,1.214836121E1
1.236476974E1,-8.375549316E-2,8.877410889E-1,1.273939514E1
1.241476974E1,1.521835327E0,4.163513184E-1,1.172961426E1
1.246476974E1,-1.507415771E-1,-3.421783447E-1,9.736389160E0
1.251476974E1,1.170089722E0,-3.588867188E-2,7.252639771E0
1.256476974E1,-2.608184814E-1,7.752685547E-1,9.745971680E0
1.261476974E1,4.785156250E-2,8.997039795E-1,6.532409668E0
1.266476974E1,-8.709869385E-1,1.263412476E0,8.623733521E0
1.271476974E1,6.867370605E-1,1.586441040E0,8.006378174E0
1.276476974E1,2.871398926E-1,1.014556885E0,1.223689270E1
1.281476974E1,7.346038818E-1,5.072784424E-1,1.448374939E1
1.286476974E1,1.000198364E0,-2.488555908E-1,1.321556091E1
1.291476974E1,-8.446655273E-1,-6.771697998E-1,1.179421997E1
1.296476974E1,-3.158569336E-1,-2.847442627E-1,8.047058105E0
1.301476974E1,-3.254241943E-1,-3.828430176E-2,8.157135010E0
1.306476974E1,3.230285645E-1,2.679901123E-1,8.152343750E0
1.311476974E1,-5.383911133E-1,9.834442139E-1,7.551742554E0
1.316476974E1,-4.067840576E-1,1.045669556E0,8.647659302E0
1.321476974E1,5.024719238E-2,1.426116943E0,1.097348022E1
1.326476974E1,5.264282227E-2,1.445266724E0,1.258384705E1
1.331476974E1,9.810638428E-1,8.279113770E-1,1.258384705E1
1.336476974E1,1.718048096E0,6.532440186E-1,1.158126831E1
1.341476974E1,1.840087891E0,-3.804626465E-1,1.191146851E1
1.346476974E1,1.392623901E0,-3.900299072E-1,7.819747925E0
1.351476974E1,6.628112793E-1,1.244201660E-1,9.300903320E0
1.356476974E1,6.340942383E-1,1.028915405E0,8.030319214E0
1.361476974E1,-1.435699463E-1,1.359130859E0,7.508682251E0
1.366476974E1,1.866455078E-1,1.591232300E0,8.410766602E0
1.371476974E1,4.235229492E-1,1.880752563E0,9.511474609E0
1.376476974E1,2.536315918E-1,1.440475464E0,1.162911987E1
1.381476974E1,5.288085938E-1,1.512268066E0,1.206460571E1
1.386476974E1,8.877410889E-1,2.919311523E-1,1.150708008E1
1.391476974E1,-1.866455078E-1,3.349304199E-2,1.157408142E1
1.396476974E1,6.221313477E-1,5.982055664E-1,8.137985229E0
1.401476974E1,-2.632141113E-2,4.450683594E-1,8.334197998E0
1.406476974E1,2.105712891E-1,1.136596680E0,7.726425171E0
1.411476974E1,-4.091796875E-1,1.325622559E0,8.310272217E0
1.416476974E1,4.139556885E-1,1.847259521E0,8.690734863E0
1.421476974E1,1.435699463E-1,1.533798218E0,1.042074585E1
1.426476974E1,1.347152710E0,1.727615356E0,1.241157532E1
1.431476974E1,9.331970215E-1,1.122238159E0,1.282792664E1
1.436476974E1,2.373687744E0,1.119842529E0,1.101895142E1
1.441476974E1,1.167694092E0,-6.412811279E-1,1.259820557E1
1.446476974E1,5.359954834E-1,-1.986083984E-1,8.736190796E0
1.451476974E1,3.541412354E-1,-2.632141113E-2,8.451446533E0
1.456476974E1,5.431671143E-1,1.012161255E0,7.030120850E0
1.461476974E1,-9.571838379E-2,1.825729370E0,8.372482300E0
1.466476974E1,6.460571289E-1,2.060226440E0,8.851058960E0
1.471476974E1,6.795654297E-1,2.301895142E0,1.035614014E1
1.476476974E1,4.498443604E-1,1.481155396E0,1.225125122E1
1.481476974E1,9.332275391E-2,2.328216553E0,1.139701843E1
1.486476974E1,2.177429199E-1,-3.014984131E-1,1.201435852E1
1.491476974E1,7.800598145E-1,1.914978027E-2,1.138505554E1
1.496476974E1,1.165298462E0,6.676025391E-1,6.821945190E0
1.501476974E1,-1.698913574E-1,1.459655762E-1,1.089930725E1
1.506476974E1,1.131805420E0,1.619934082E0,6.372085571E0
1.511476974E1,-5.862426758E-1,1.143768311E0,9.171691895E0
1.516476974E1,1.397415161E0,2.153533936E0,8.618942261E0
1.521476974E1,6.891326904E-1,1.569686890E0,1.076530457E1
1.526476974E1,1.232299805E0,1.146163940E0,1.213879395E1
1.531476974E1,1.179656982E0,9.954071045E-1,1.170808411E1
1.536476974E1,7.680969238E-1,7.417297363E-2,1.353141785E1
1.541476974E1,8.398742676E-1,1.483612061E-1,8.786437988E0
1.546476974E1,2.093719482E0,1.603240967E-1,9.260223389E0
1.551476974E1,-6.939697266E-2,1.356735229E0,8.176269531E0
1.556476974E1,-2.512512207E-1,1.383056641E0,6.848251343E0
1.561476974E1,2.033843994E-1,1.507476807E0,8.353347778E0
1.566476974E1,7.250213623E-1,1.880752563E0,9.305694580E0
1.571476974E1,8.614196777E-1,1.698898315E0,1.184686279E1
1.576476974E1,1.720443726E0,1.225128174E0,1.314138794E1
1.581476974E1,1.497909546E0,-1.021728516E0,1.408894348E1
1.586476974E1,6.077728271E-1,-5.743408203E-2,1.141854858E1
1.591476974E1,3.445739746E-1,-4.307098389E-1,8.319839478E0
1.596476974E1,9.332275391E-2,3.469543457E-1,9.332015991E0
1.601476974E1,4.355010986E-1,9.762725830E-1,7.207183838E0
1.606476974E1,-6.939239502E-1,1.421340942E0,7.759918213E0
1.611476974E1,4.594268799E-1,1.761123657E0,7.506286621E0
1.616476974E1,1.746826172E-1,1.143768311E0,1.094477844E1
1.621476974E1,1.481155396E0,1.110275269E0,1.179182434E1
1.626476974E1,2.464599609E-1,1.674957275E-1,1.279441833E1
1.631476974E1,1.280166626E0,1.189239502E0,1.078205872E1
1.636476974E1,1.600799561E0,3.038940430E-1,1.437129211E1
1.641476974E1,5.168457031E-1,-2.727813721E-1,8.358123779E0
1.646476974E1,1.115051270E0,1.459655762E-1,9.678970337E0
1.651476974E1,4.618072510E-1,7.680969238E-1,7.262222290E0
1.656476974E1,-1.004943848E-1,1.079162598E0,6.711868286E0
1.661476974E1,7.274169922E-1,1.155731201E0,8.705093384E0
1.666476974E1,8.039855957E-1,1.653442383E0,9.334396362E0
1.671476974E1,7.489471436E-1,7.250213623E-1,1.297866821E1
1.676476974E1,7.992095947E-1,9.427795410E-1,1.278485107E1
1.681476974E1,-9.140625000E-1,1.016952515E0,1.072462463E1
1.686476974E1,3.588867188E-2,-3.349304199E-2,1.182054138E1
1.691476974E1,9.332275391E-2,-6.939697266E-2,9.123840332E0
1.696476974E1,6.125640869E-1,3.349914551E-1,8.501693726E0
1.701476974E1,5.503845215E-2,6.580200195E-1,7.116256714E0
1.706476974E1,-4.546356201E-1,1.244262695E0,7.750350952E0
1.711476974E1,1.435699463E-1,1.179656982E0,8.228912354E0
1.716476974E1,-2.560272217E-1,7.680969238E-1,1.149511719E1
1.721476974E1,1.251449585E0,9.044799805E-1,1.268435669E1
1.726476974E1,-3.948211670E-1,7.010955811E-1,1.290209961E1
1.731476974E1,2.242080688E0,4.713897705E-1,1.038246155E1
1.736476974E1,-9.762725830E-1,6.221008301E-2,1.178944397E1
1.741476974E1,1.741973877E0,-7.346038818E-1,7.783859253E0
1.746476974E1,1.119842529E0,5.120697021E-1,1.068634033E1
1.751476974E1,3.373870850E-1,1.079162598E0,6.656829834E0
1.756476974E1,-4.115600586E-1,9.810638428E-1,8.449050903E0
1.761476974E1,8.757781982E-1,1.811370850E0,9.238693237E0
1.766476974E1,4.618072510E-1,9.714813232E-1,1.142811584E1
1.771476974E1,8.398742676E-1,5.623168945E-1,1.369412231E1
1.776476974E1,-8.781585693E-1,8.757781982E-1,1.097348022E1
1.781476974E1,1.172485352E-1,-3.828430176E-2,1.297627258E1
1.786476974E1,9.092712402E-2,-2.392883301E-1,9.585647583E0
1.791476974E1,1.866455078E-1,1.914978027E-2,7.980056763E0
1.796476974E1,-1.196289062E-2,4.355010986E-1,8.152343750E0
1.801476974E1,-4.091796875E-1,7.848510742E-1,6.616149902E0
1.806476974E1,-6.891326904E-1,9.164581299E-1,8.025527954E0
1.811476974E1,3.589172363E-1,1.495513916E0,9.805786133E0
1.816476974E1,4.785156250E-2,5.814514160E-1,1.280638123E1
1.821476974E1,-2.632141113E-2,3.995971680E-1,1.315574646E1
1.826476974E1,1.012161255E0,-3.828430176E-2,1.142573547E1
1.831476974E1,3.421783447E-1,-2.943115234E-1,1.289013672E1
1.836476974E1,8.757781982E-1,-8.374938965E-1,8.535202026E0
1.841476974E1,3.182525635E-1,-6.700134277E-2,8.906082153E0
1.846476974E1,2.368927002E-1,6.604156494E-1,7.231109619E0
1.851476974E1,-3.445739746E-1,1.433303833E0,7.635498047E0
1.856476974E1,3.038940430E-1,1.557723999E0,9.221939087E0
1.861476974E1,7.226257324E-1,1.574478149E0,1.076052856E1
1.866476974E1,7.346038818E-1,4.498443604E-1,1.364387512E1
1.871476974E1,3.924255371E-1,9.523468018E-1,1.177748108E1
1.876476974E1,1.268188477E0,-9.451599121E-1,1.444308472E1
1.881476974E1,-4.307556152E-2,-4.642028809E-1,9.664611816E0
1.886476974E1,1.196441650E-1,-8.015899658E-1,7.417755127E0
1.891476974E1,-5.766754150E-1,4.857482910E-1,8.609375000E0
1.896476974E1,-6.149597168E-1,6.891326904E-1,6.723831177E0
1.901476974E1,-1.222732544E0,1.301696777E0,7.886749268E0
1.906476974E1,1.435699463E-1,1.308868408E0,8.537597656E0
1.911476974E1,5.192413330E-1,1.067199707E0,1.201914978E1
1.916476974E1,3.732757568E-1,3.876342773E-1,1.162432861E1
1.921476974E1,2.847442627E-1,6.915283203E-1,1.160279846E1
1.926476974E1,9.619140625E-1,-8.542327881E-1,1.531645203E1
1.931476974E1,5.024871826E-1,-3.972015381E-1,9.123840332E0
1.936476974E1,7.680969238E-1,3.421783447E-1,8.228912354E0
1.941476974E1,1.746826172E-1,1.060012817E0,6.582656860E0
1.946476974E1,-3.158569336E-1,1.217941284E0,7.113861084E0
1.951476974E1,1.124572754E-1,1.392623901E0,8.121246338E0
1.956476974E1,4.211425781E-1,1.584045410E0,1.017428589E1
1.961476974E1,-3.110656738E-1,8.087768555E-1,1.345962524E1
1.966476974E1,-6.580200195E-1,1.002593994E0,1.218904114E1
1.971476974E1,1.076766968E0,-1.148559570E0,1.671626282E1
1.976476974E1,0.000000000E0,-8.087768555E-1,1.053799438E1
1.981476974E1,1.914215088E-1,-2.512512207E-1,6.905685425E0
1.986476974E1,3.780670166E-1,4.355010986E-1,7.546966553E0
1.991476974E1,-6.532440186E-1,6.986999512E-1,6.994216919E0
1.996476974E1,4.067993164E-2,1.785049438E0,7.692932129E0
2.001476974E1,-1.507415771E-1,1.433303833E0,9.494720459E0
2.006476974E1,1.222732544E0,1.134201050E0,1.194735718E1
2.011476974E1,2.775726318E-1,5.335998535E-1,1.157887268E1
2.016476974E1,5.694885254E-1,1.383056641E0,1.054039001E1
2.021476974E1,1.076766968E0,-6.986999512E-1,1.495993042E1
2.026476974E1,1.866455078E-1,-7.130584717E-1,9.705291748E0
2.031476974E1,9.236297607E-1,-1.196441650E-1,9.298507690E0
2.036476974E1,3.756713867E-1,7.178497314E-1,7.255035400E0
