"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
9.315477616E0,9.324645996E0,-1.766967773E1,5.721740723E1
9.415453202E0,1.114807129E1,-1.761016846E1,5.825347900E1
9.465471512E0,1.383514404E1,-1.916046143E1,5.750122070E1
9.565477616E0,1.004638672E1,-1.868286133E1,5.974273682E1
9.665392166E0,7.592773438E0,-1.965637207E1,5.588226318E1
9.715776688E0,9.619140625E0,-1.795654297E1,5.751342773E1
9.815386063E0,8.454895020E0,-1.651153564E1,5.618286133E1
9.915331131E0,7.890319824E0,-1.504364014E1,5.678100586E1
9.965318924E0,4.550170898E0,-1.500091553E1,5.589752197E1
1.006559969E1,6.207275391E0,-1.539306641E1,5.678405762E1
1.016536165E1,7.427978516E0,-1.520538330E1,5.737762451E1
1.021525789E1,8.460998535E0,-1.621246338E1,5.737152100E1
1.031523348E1,9.593200684E0,-1.409912109E1,5.737304688E1
1.041554475E1,9.349060059E0,-1.217803955E1,5.693054199E1
1.046519685E1,9.930419922E0,-1.305236816E1,5.588684082E1
1.056517244E1,8.470153809E0,-1.591644287E1,5.692749023E1
1.066514803E1,7.144165039E0,-1.462097168E1,5.663452148E1
1.071516634E1,7.334899902E0,-1.343078613E1,5.604248047E1
1.081511141E1,8.302307129E0,-1.176910400E1,5.559539795E1
1.091508699E1,5.917358398E0,-1.035919189E1,5.456542969E1
1.096510530E1,8.023071289E0,-1.103668213E1,5.500488281E1
1.106505037E1,6.904602051E0,-1.270294189E1,5.530090332E1
1.116502596E1,6.945800781E0,-1.136627197E1,5.574951172E1
1.121519685E1,1.034393311E1,-9.623718262E0,5.678405762E1
1.131505037E1,8.106994629E0,-8.363342285E0,5.530548096E1
1.141496492E1,1.080322266E1,-9.764099121E0,5.440521240E1
1.146498323E1,9.718322754E0,-1.039123535E1,5.440673828E1
1.156523348E1,8.650207520E0,-1.042175293E1,5.515289307E1
1.166496492E1,8.943176270E0,-1.086120605E1,5.366363525E1
1.171489168E1,1.075897217E1,-1.109924316E1,5.484771729E1
1.181486726E1,1.094055176E1,-1.020355225E1,5.395812988E1
1.191517854E1,9.654235840E0,-1.247253418E1,5.336303711E1
1.196483064E1,1.151275635E1,-1.137390137E1,5.365753174E1
1.206480623E1,1.098480225E1,-1.377105713E1,5.112762451E1
1.216478182E1,9.497070312E0,-1.293029785E1,4.875488281E1
1.221476961E1,1.023712158E1,-1.365051270E1,4.815826416E1
1.231474519E1,9.851074219E0,-1.158599854E1,4.667816162E1
1.241475130E1,1.078643799E1,-1.081542969E1,4.786224365E1
1.246470857E1,9.698486328E0,-1.143951416E1,4.935150146E1
1.256468416E1,1.037750244E1,-1.409149170E1,4.785919189E1
1.266465975E1,9.457397461E0,-1.427001953E1,4.771270752E1
1.271470857E1,1.057586670E1,-1.260070801E1,4.771118164E1
1.281462312E1,1.315002441E1,-1.296844482E1,4.725952148E1
1.291459871E1,1.369018555E1,-1.517791748E1,4.621276855E1
1.296492220E1,1.252441406E1,-1.342926025E1,4.830017090E1
1.306468416E1,1.543579102E1,-1.749572754E1,4.813842773E1
1.316453767E1,1.436614990E1,-1.782989502E1,4.561309814E1
1.321452547E1,1.408081055E1,-1.709289551E1,4.784240723E1
1.331483675E1,1.443481445E1,-1.544799805E1,4.844055176E1
1.341459871E1,1.468963623E1,-1.692199707E1,4.917907715E1
1.346445465E1,1.468963623E1,-1.692199707E1,4.917907715E1
1.356446075E1,1.378326416E1,-1.665191650E1,5.007629395E1
1.366477203E1,1.408843994E1,-1.664428711E1,4.977722168E1
1.371439361E1,1.439666748E1,-1.648559570E1,5.066833496E1
1.381436920E1,1.165924072E1,-1.641845703E1,5.260620117E1
1.391434479E1,9.545898438E0,-1.589050293E1,5.306091309E1
1.396433258E1,8.959960938E0,-1.531677246E1,5.142669678E1
1.406430817E1,9.490966797E0,-1.752166748E1,5.409698486E1
1.416431427E1,9.440612793E0,-1.915740967E1,5.364837646E1
1.421430206E1,9.645080566E0,-1.736602783E1,5.454406738E1
1.431424713E1,9.803771973E0,-1.721496582E1,5.364990234E1
1.441425323E1,8.779907227E0,-1.591186523E1,5.439910889E1
1.446451568E1,1.014404297E1,-1.601562500E1,5.454559326E1
1.456421661E1,1.074523926E1,-1.629638672E1,5.424346924E1
1.466419220E1,8.311462402E0,-1.637420654E1,5.350799561E1
1.471421051E1,8.642578125E0,-1.531677246E1,5.648040771E1
1.481443024E1,7.633972168E0,-1.371917725E1,5.500030518E1
1.491416168E1,5.250549316E0,-1.216125488E1,5.456390381E1
1.496408844E1,8.851623535E0,-1.353149414E1,5.588836670E1
1.506406402E1,1.048736572E1,-1.466827393E1,5.573272705E1
1.516440582E1,8.888244629E0,-1.249237061E1,5.485076904E1
1.521402740E1,9.332275391E0,-1.307830811E1,5.261840820E1
1.531403351E1,9.907531738E0,-9.196472168E0,5.425872803E1
1.541397858E1,9.500122070E0,-1.262664795E1,5.202484131E1
1.546399688E1,9.820556641E0,-1.202087402E1,5.276794434E1
1.556397247E1,1.097259521E1,-1.406555176E1,5.231628418E1
1.566391754E1,9.585571289E0,-1.485443115E1,5.083160400E1
1.571390533E1,9.617614746E0,-1.381378174E1,5.113067627E1
1.581388092E1,8.908081055E0,-1.220245361E1,5.083770752E1
1.591385651E1,1.085205078E1,-1.333312988E1,4.949493408E1
1.596393585E1,9.721374512E0,-1.529235840E1,5.142517090E1
1.606385040E1,8.970642090E0,-1.532440186E1,4.696807861E1
1.616385651E1,8.546447754E0,-1.414489746E1,4.979705811E1
1.621411896E1,7.179260254E0,-1.418914795E1,4.861145020E1
1.631388092E1,1.020355225E1,-1.468963623E1,4.845275879E1
1.641376495E1,1.051177979E1,-1.468353271E1,4.666900635E1
1.646372223E1,9.298706055E0,-1.457214355E1,4.726562500E1
1.656406402E1,9.834289551E0,-1.678161621E1,4.681549072E1
1.666385651E1,7.614135742E0,-1.507110596E1,4.593200684E1
1.671369171E1,8.494567871E0,-1.593170166E1,4.786071777E1
1.681363678E1,6.802368164E0,-1.642913818E1,4.875640869E1
1.691361236E1,3.576660156E0,-1.756896973E1,4.742431641E1
1.696360016E1,4.682922363E0,-1.619873047E1,4.816894531E1
1.706357574E1,5.194091797E0,-1.930084229E1,4.786224365E1
1.716355133E1,6.317138672E0,-1.733398438E1,4.860687256E1
1.721353912E1,6.492614746E0,-1.673736572E1,4.741821289E1
1.731354523E1,4.632568359E0,-1.783294678E1,4.771881104E1
1.741349029E1,5.686950684E0,-1.809844971E1,4.816131592E1
1.746347809E1,6.245422363E0,-1.971435547E1,4.726562500E1
1.756351471E1,7.557678223E0,-2.160491943E1,4.577178955E1
1.766342926E1,7.424926758E0,-2.071380615E1,4.874572754E1
1.771375274E1,7.586669922E0,-2.056121826E1,4.785461426E1
1.781342316E1,5.146789551E0,-2.063446045E1,4.934692383E1
1.791336822E1,5.101013184E0,-2.196960449E1,5.083007812E1
1.796335602E1,4.917907715E0,-2.316894531E1,4.741058350E1
1.806366730E1,5.914306641E0,-2.521514893E1,4.814910889E1
1.816336822E1,6.561279297E0,-2.385559082E1,4.993286133E1
1.821329498E1,8.883666992E0,-2.734527588E1,4.932403564E1
1.831327057E1,7.312011719E0,-2.412719727E1,5.067291260E1
1.841367340E1,8.654785156E0,-2.482604980E1,5.096588135E1
1.846323395E1,8.937072754E0,-2.555999756E1,5.111083984E1
1.856320953E1,8.895874023E0,-2.689819336E1,5.081024170E1
1.866317608E1,7.844543457E0,-2.633361816E1,5.259857178E1
1.871316387E1,8.938598633E0,-2.525787354E1,5.408325195E1
1.881313946E1,6.391906738E0,-2.399902344E1,5.513458252E1
1.891311504E1,6.401062012E0,-2.370300293E1,5.513458252E1
1.896310284E1,7.550048828E0,-2.574310303E1,5.601959229E1
1.906307842E1,5.513000488E0,-2.283782959E1,5.647583008E1
1.916305401E1,7.646179199E0,-2.277374268E1,5.528106689E1
1.921322491E1,7.177734375E0,-2.292938232E1,5.810699463E1
1.931307842E1,1.212921143E1,-2.485198975E1,5.942840576E1
1.941299297E1,8.636474609E0,-2.481384277E1,5.824737549E1
1.946334698E1,7.839965820E0,-2.602844238E1,5.765075684E1
1.956313946E1,9.114074707E0,-2.405548096E1,5.973510742E1
1.966293194E1,7.955932617E0,-2.230987549E1,5.914459229E1
1.971291973E1,5.250549316E0,-2.120666504E1,6.034393311E1
1.981289532E1,6.236267090E0,-1.894836426E1,5.989837646E1
1.991311504E1,3.967285156E0,-1.857452393E1,6.035156250E1
1.996285870E1,5.130004883E0,-2.032165527E1,5.945434570E1
2.006283428E1,4.931640625E0,-1.690979004E1,6.094818115E1
2.016284470E1,4.386901855E0,-1.484985352E1,6.110076904E1
2.021280197E1,5.400085449E0,-1.645050049E1,6.109466553E1
2.031277756E1,6.301879883E0,-2.146606445E1,6.227264404E1
2.041275314E1,6.608581543E0,-2.145843506E1,6.152954102E1
2.046274094E1,5.398559570E0,-2.135009766E1,6.063995361E1
2.056271652E1,4.266357422E0,-1.886596680E1,5.856781006E1
2.066269211E1,5.171203613E0,-1.898193359E1,5.990142822E1
2.071271042E1,4.008483887E0,-1.753845215E1,5.723114014E1
2.081268600E1,5.665588379E0,-1.808319092E1,5.677947998E1
2.091263107E1,6.172180176E0,-2.133331299E1,5.558471680E1
2.096295456E1,6.657409668E0,-2.042999268E1,5.528869629E1
2.106262497E1,5.342102051E0,-1.884002686E1,5.395812988E1
2.116257004E1,2.409362793E0,-1.566925049E1,5.188903809E1
2.121255783E1,3.327941895E0,-1.579589844E1,4.772491455E1
2.131299118E1,1.879882812E0,-1.821441650E1,4.876556396E1
2.141257004E1,3.005981445E-1,-1.544647217E1,4.788208008E1
2.146249680E1,1.199340820E0,-1.586456299E1,4.698791504E1
2.156247238E1,4.121398926E0,-1.488342285E1,4.668579102E1
2.166275314E1,-1.290893555E0,-1.772308350E1,4.669494629E1
2.171243576E1,4.338073730E0,-2.199096680E1,5.157623291E1
2.181241135E1,4.916381836E0,-2.286529541E1,5.172119141E1
2.191241745E1,4.017639160E0,-2.244720459E1,5.157775879E1
2.196237472E1,5.871582031E0,-2.164916992E1,5.082855225E1
2.206235031E1,5.412292480E0,-2.166137695E1,5.187072754E1
2.216235641E1,8.538818359E0,-2.364196777E1,5.156250000E1
2.221234421E1,7.345581055E0,-2.308807373E1,5.067443848E1
2.231228928E1,7.456970215E0,-2.426757812E1,5.186004639E1
2.241226486E1,4.908752441E0,-2.316284180E1,5.142364502E1
2.246243576E1,6.454467773E0,-2.237091064E1,5.112457275E1
2.256225876E1,5.285644531E0,-2.077484131E1,5.202178955E1
2.266220383E1,3.312683105E0,-2.068634033E1,5.232391357E1
2.271222214E1,3.355407715E0,-1.934967041E1,5.262298584E1
2.281244186E1,4.237365723E0,-2.021179199E1,5.276794434E1
2.291217331E1,4.342651367E0,-2.169036865E1,5.365600586E1
2.296213058E1,4.006958008E0,-1.784210205E1,5.396270752E1
2.306210617E1,3.868103027E0,-1.740112305E1,5.440826416E1
2.316238693E1,4.974365234E0,-1.633300781E1,5.158538818E1
2.321206955E1,5.723571777E0,-1.645355225E1,5.425567627E1
2.331207565E1,6.134033203E0,-1.807556152E1,5.202484131E1
2.341202072E1,3.979492188E0,-1.888732910E1,5.173187256E1
2.346202557E1,5.455017090E0,-1.542358398E1,5.277252197E1
2.356200116E1,2.017211914E0,-1.360321045E1,5.249023438E1
2.366197674E1,3.198242188E0,-1.475219727E1,5.263214111E1
2.371196454E1,2.252197266E0,-1.582183838E1,5.203857422E1
2.381194012E1,5.905151367E-1,-1.542663574E1,5.338134766E1
2.391191571E1,1.679992676E0,-1.480255127E1,5.114898682E1
2.396196454E1,3.509521484E-2,-1.381225586E1,5.308837891E1
2.406187908E1,3.096008301E0,-1.312255859E1,5.323028564E1
2.416188519E1,3.453063965E0,-1.638031006E1,5.114135742E1
2.421214764E1,5.090332031E0,-1.751708984E1,5.068969727E1
2.431184857E1,3.979492188E0,-1.888732910E1,5.173187256E1
2.441179364E1,2.223205566E0,-1.686553955E1,5.069885254E1
2.446181195E1,1.377868652E0,-1.481475830E1,4.981384277E1
2.456206219E1,-2.828979492E0,-1.346588135E1,4.789428711E1
2.466182415E1,-2.131652832E0,-1.522216797E1,4.982147217E1
2.471172039E1,-1.147460938E0,-1.786346436E1,4.832916260E1
2.481169598E1,-1.951599121E0,-1.922454834E1,4.862518311E1
2.491200726E1,-1.190185547E-1,-1.887054443E1,4.981079102E1
2.496165936E1,-1.907348633E0,-1.788635254E1,4.833068848E1
2.506163494E1,-1.651000977E0,-1.921386719E1,4.981231689E1
2.516161053E1,7.629394531E-2,-1.767883301E1,4.773101807E1
2.521159832E1,1.206970215E0,-2.016296387E1,4.980468750E1
2.531160443E1,-9.506225586E-1,-2.127227783E1,4.757843018E1
2.541154950E1,-1.635742188E0,-1.892089844E1,4.758453369E1
2.546153729E1,3.250122070E-1,-1.930236816E1,4.876708984E1
2.556151288E1,-2.830505371E0,-1.836547852E1,4.669647217E1
2.566148846E1,-2.877807617E0,-1.970062256E1,4.773406982E1
2.571172039E1,-1.078796387E0,-2.068786621E1,4.594421387E1
2.581148236E1,-7.614135742E-1,-2.007904053E1,4.743041992E1
2.591142743E1,-1.182556152E0,-1.890563965E1,4.862518311E1
2.596141522E1,-2.731323242E-1,-1.902618408E1,4.817657471E1
2.606172650E1,1.066589355E0,-2.002410889E1,4.698028564E1
2.616142743E1,7.522583008E-1,-2.033081055E1,4.698028564E1
2.621135418E1,-7.690429688E-1,-2.037811279E1,4.698486328E1
2.631132977E1,2.243041992E-1,-1.782226562E1,4.787750244E1
2.641161053E1,2.102661133E0,-1.613159180E1,4.757995605E1
2.646132367E1,8.026123047E-1,-1.869506836E1,4.742889404E1
2.656126873E1,3.178405762E0,-2.055206299E1,4.697418213E1
2.666124432E1,-9.201049805E-1,-2.023010254E1,4.906616211E1
2.671123211E1,8.789062500E-1,-2.121734619E1,4.653320312E1
2.681120770E1,1.884460449E0,-1.821746826E1,4.698181152E1
2.691118329E1,2.351379395E0,-1.775360107E1,4.861755371E1
2.696117108E1,3.369140625E0,-1.935882568E1,4.727325439E1
2.706114666E1,2.124023438E0,-2.028961182E1,4.623413086E1
2.716112225E1,1.846313477E-1,-1.886138916E1,4.980926514E1
2.721117108E1,-1.136779785E0,-1.756896973E1,4.788208008E1
2.731111615E1,-8.468627930E-1,-1.785125732E1,4.981384277E1
2.741106121E1,-3.277587891E0,-1.792907715E1,4.833374023E1
2.746135418E1,-2.145385742E0,-1.582031250E1,4.788665771E1
2.756114666E1,-2.670288086E0,-1.791076660E1,4.907531738E1
2.766100018E1,-3.550720215E0,-1.705169678E1,4.744415283E1
2.771098797E1,-4.566955566E0,-1.544647217E1,4.848937988E1
2.781126873E1,-2.081298828E0,-1.389007568E1,4.729614258E1
2.791109173E1,-2.119445801E0,-1.492614746E1,4.863281250E1
2.796092694E1,-1.296997070E-1,-1.456909180E1,4.773712158E1
2.806090252E1,1.309204102E0,-1.704559326E1,4.906768799E1
2.816127484E1,5.508422852E-1,-1.706848145E1,4.832611084E1
2.821086590E1,-4.638671875E-1,-1.546630859E1,4.937133789E1
2.831087200E1,6.088256836E-1,-1.513519287E1,4.981536865E1
2.841084759E1,-3.912353516E0,-1.394195557E1,4.938049316E1
2.846083538E1,-6.103515625E-1,-1.532287598E1,4.848022461E1
2.856078045E1,1.434326172E0,-1.793212891E1,4.876708984E1
2.866075604E1,-8.209228516E-1,-1.711120605E1,4.862670898E1
2.871077435E1,-8.377075195E-1,-1.755523682E1,4.981384277E1
2.881071942E1,-2.349853516E-1,-1.768341064E1,5.025787354E1
2.891069500E1,2.232360840E0,-1.656799316E1,5.069885254E1
2.896098797E1,1.919555664E0,-1.687622070E1,4.995727539E1
2.906065838E1,1.399230957E0,-1.897125244E1,4.921112061E1
2.916063397E1,-3.189086914E-1,-2.035980225E1,4.921264648E1
2.921062176E1,2.012634277E0,-1.880340576E1,4.935760498E1
2.931096356E1,-8.987426758E-1,-1.458740234E1,5.145416260E1
2.941060345E1,-1.815795898E-1,-1.589965820E1,5.144958496E1
2.946056073E1,9.445190430E-1,-1.393432617E1,5.174713135E1
2.956053631E1,-1.275634766E0,-1.697692871E1,4.996490479E1
2.966090863E1,-1.838684082E0,-1.550598145E1,5.115814209E1
2.971049969E1,-1.538085938E0,-1.549530029E1,5.234527588E1
2.981047528E1,-1.235961914E-1,-1.396484375E1,5.323638916E1
2.991048138E1,3.491210938E0,-1.503906250E1,5.307769775E1
2.996043866E1,3.181457520E0,-1.534729004E1,5.188903809E1
3.006041424E1,1.094055176E0,-1.867675781E1,5.277862549E1
3.016042035E1,1.521301270E0,-1.495666504E1,5.174407959E1
3.021037762E1,6.332397461E-1,-1.408996582E1,5.338287354E1
3.031035321E1,1.542663574E0,-1.421051025E1,5.323181152E1
3.041032879E1,3.648376465E0,-1.488647461E1,5.322570801E1
3.046040814E1,1.168823242E0,-1.629943848E1,5.352783203E1
3.056029217E1,1.287841797E0,-1.748504639E1,5.188903809E1
3.066026776E1,1.504516602E0,-2.014770508E1,5.307312012E1
3.071056073E1,2.343750000E0,-1.774902344E1,5.158996582E1
3.081038372E1,2.343750000E0,-1.774902344E1,5.158996582E1
3.091023724E1,4.617309570E0,-1.782379150E1,5.351562500E1
3.096019452E1,4.858398438E0,-2.004699707E1,5.038909912E1
3.106053631E1,4.866027832E0,-1.974945068E1,5.113372803E1
3.116032879E1,4.586791992E0,-1.886596680E1,5.247344971E1
3.121013348E1,6.744384766E0,-1.805877686E1,5.142822266E1
3.131013958E1,4.278564453E0,-1.887512207E1,5.351562500E1
3.141008465E1,5.010986328E0,-1.989288330E1,5.172576904E1
3.146010296E1,4.051208496E0,-2.140655518E1,5.187530518E1
3.156004803E1,4.058837891E0,-2.110900879E1,5.232086182E1
3.166002362E1,7.015991211E0,-1.893615723E1,5.306091309E1
3.171001141E1,7.069396973E0,-1.730346680E1,5.261688232E1
3.180998700E1,6.770324707E0,-1.716461182E1,5.202484131E1
3.190999310E1,5.346679688E0,-1.884307861E1,5.247192383E1
3.195998089E1,7.736206055E0,-2.010192871E1,5.350341797E1
3.205992596E1,8.027648926E0,-2.053680420E1,5.364990234E1
3.215993206E1,8.477783203E0,-2.067260742E1,5.349884033E1
3.221022503E1,6.219482422E0,-1.999816895E1,5.365447998E1
3.230989544E1,5.606079102E0,-2.016906738E1,5.350799561E1
3.240984051E1,4.426574707E0,-1.901550293E1,5.410614014E1
3.245985882E1,6.495666504E0,-2.103424072E1,5.157318115E1
3.256017010E1,5.444335938E0,-2.062072754E1,5.261688232E1
3.265980999E1,9.417724609E0,-1.990051270E1,5.305328369E1
3.270976727E1,7.424926758E0,-2.040863037E1,5.275878906E1
3.280974286E1,9.063720703E0,-2.154693604E1,5.186004639E1
3.291008465E1,7.348632812E0,-2.278594971E1,5.275421143E1
3.295970623E1,7.489013672E0,-2.322998047E1,5.156707764E1
3.305968182E1,4.768371582E0,-2.272033691E1,5.231628418E1
3.315965741E1,7.098388672E0,-2.116241455E1,5.201721191E1
3.320964520E1,5.538940430E0,-2.224884033E1,5.350494385E1
3.330968182E1,6.651306152E0,-2.073059082E1,5.350494385E1
3.340959637E1,3.434753418E0,-2.157135010E1,5.321502686E1
3.345959337E1,1.203918457E0,-2.015991211E1,5.114135742E1
3.355953844E1,2.450561523E0,-1.923065186E1,5.143737793E1
3.365951403E1,2.607727051E0,-1.907958984E1,5.084075928E1
3.370962389E1,1.396179199E0,-1.896972656E1,5.069732666E1
3.380950792E1,4.487609863E0,-2.183380127E1,5.395355225E1
3.390948351E1,7.614135742E0,-2.411651611E1,5.141601562E1
3.395980700E1,5.508422852E0,-2.359466553E1,4.874572754E1
3.405959948E1,6.336975098E0,-2.148895264E1,4.874877930E1
3.415945299E1,5.307006836E0,-2.018127441E1,5.098266602E1
3.420937975E1,2.908325195E0,-1.921844482E1,5.069274902E1
3.430935534E1,3.485107422E0,-2.023925781E1,5.024414062E1
3.440957506E1,3.128051758E0,-2.188415527E1,4.994354248E1
3.445934923E1,5.374145508E0,-2.300109863E1,5.008697510E1
3.455929430E1,4.528808594E0,-2.080078125E1,5.068511963E1
3.465926989E1,2.911376953E0,-1.921997070E1,4.950408936E1
3.470925768E1,3.518676758E0,-1.919860840E1,5.024566650E1
3.480923327E1,3.752136230E0,-2.142028809E1,4.934844971E1
3.490920885E1,3.071594238E0,-2.366790771E1,4.919738770E1
